WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	Estimates Start After
001	BCA	World	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	U.S. dollars	Billions		-45.824	-67.128	-73.680	-59.214	-64.209	-77.092	-70.284	-64.150	-71.714	-101.424	-123.243	-131.623	-115.711	-64.896	-63.762	-62.081	-48.035	-1.505	-84.174	-122.358	-177.046	-174.340	-136.602	-70.336	2.494	39.979	215.659	310.294	180.369	174.405	234.761	271.104	272.751	288.955	341.000	395.372	
001	BCA_NGDPD	World	Current account balance		Percent of GDP																																							
001	BM	World	Imports of goods and services		U.S. dollars	Billions		-2,423.585	-2,416.367	-2,281.454	-2,223.316	-2,334.845	-2,351.508	-2,596.975	-3,070.945	-3,486.086	-3,776.415	-4,338.424	-4,480.708	-4,776.295	-4,708.351	-5,233.090	-6,220.370	-6,586.053	-6,823.039	-6,767.367	-7,049.065	-7,901.931	-7,663.731	-7,990.534	-9,260.803	-11,223.873	-12,752.055	-14,572.668	-16,870.102	-19,343.741	-15,341.396	-17,483.872	-18,918.609	n/a	n/a	n/a	n/a	
001	BX	World	Exports of goods and services		U.S. dollars	Billions		2,409.310	2,401.414	2,252.274	2,196.707	2,308.825	2,330.033	2,592.747	3,080.595	3,488.605	3,755.934	4,322.006	4,469.710	4,782.271	4,758.786	5,313.586	6,307.053	6,683.580	6,947.466	6,836.209	7,093.345	7,891.519	7,626.604	8,007.659	9,329.223	11,322.360	12,892.632	14,844.390	17,278.330	19,748.146	15,716.474	17,981.048	19,445.681	n/a	n/a	n/a	n/a	
001	BFXP	World	Private financial flows, net	Net private financial flows comprises net private direct investment, net private portfolio flows, and net other private financial flows.	U.S. dollars	Billions																																						
001	BFD	World	Direct investment, net		U.S. dollars	Billions																																						
001	BFPP	World	Private portfolio flows, net		U.S. dollars	Billions																																						
001	BFOP	World	Other private financial flows, net	Net other private financial flows is the difference between net other investment and net other official investment.	U.S. dollars	Billions																																						
001	BFXG	World	Official flows, net		U.S. dollars	Billions																																						
001	BFRA	World	Change in reserves	Measured as flows. Comprises monetary gold, SDRs, reserve position in the Fund, foreign exchange assets, and other claims. Official holdings of gold are valued at SDR 35 an ounce. This convention results in a marked underestimation of reserves for countries that have substantial gold holdings. Securities not included are included in direct investment and portfolio investment. A minus sign indicates an increase.	U.S. dollars	Billions																																						
001	D	World	External debt, total		U.S. dollars	Billions																																						
001	D_NGDPD	World	External debt, total		Percent of GDP																																							
001	D_BX	World	External debt, total		Percent of exports of goods and services																																							
001	DS	World	External debt, total debt service		U.S. dollars	Billions																																						
001	DS_NGDPD	World	External debt, total debt service		Percent of GDP																																							
001	DS_BX	World	External debt, total debt service		Percent of exports of goods and services																																							
001	DSI	World	External debt, total debt service, interest		U.S. dollars	Billions																																						
001	DSI_NGDPD	World	External debt, total debt service, interest		Percent of GDP																																							
001	DSI_BX	World	External debt, total debt service, interest		Percent of exports of goods and services																																							
001	DSP	World	External debt, total debt service, amortization		U.S. dollars	Billions																																						
001	DSP_NGDPD	World	External debt, total debt service, amortization		Percent of GDP																																							
001	DSP_BX	World	External debt, total debt service, amortization		Percent of exports of goods and services																																							
001	PALLFNFW	World	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	54.868	52.538	54.723	59.208	62.203	59.477	47.752	49.917	63.266	58.279	58.300	65.046	80.485	100.000	120.714	134.966	172.131	118.796	144.506	147.409	n/a	n/a	n/a	n/a	
001	PNFUELW	World	Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices		Index, 2005=100			101.200	90.491	82.544	86.454	85.948	77.183	78.757	88.229	102.438	95.741	94.048	86.294	84.555	84.788	93.586	100.692	99.492	95.863	83.286	76.380	79.626	75.828	77.299	81.825	94.284	100.000	123.241	140.562	151.037	122.746	139.763	139.059	n/a	n/a	n/a	n/a	
001	PINDUW	World	Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices		Index, 2005=100			72.981	60.739	54.309	61.281	60.728	53.390	56.412	72.124	93.730	90.714	86.010	75.910	74.373	75.028	85.222	94.570	87.193	86.270	71.734	71.329	77.741	72.590	71.380	75.330	89.158	100.000	136.325	154.342	145.471	109.367	139.867	140.801	n/a	n/a	n/a	n/a	
001	POILAPSP	World	Crude Oil (petroleum), Simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Dollars per barrel			35.948	34.268	31.756	29.641	28.546	27.371	14.171	18.198	14.770	17.906	22.986	19.367	19.036	16.786	15.947	17.204	20.374	19.268	13.075	17.981	28.235	24.331	24.950	28.893	37.758	53.354	64.274	71.127	97.035	61.777	80.000	83.000	n/a	n/a	n/a	n/a	
001	PNRGW	World	Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	37.499	33.671	31.986	34.939	40.387	38.190	26.963	34.435	53.694	48.012	47.185	55.230	72.411	100.000	119.235	131.691	184.472	116.485	144.496	151.498	n/a	n/a	n/a	n/a	
001	POILAPSPW	World	Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Index, 2005=100			67.377	64.228	59.519	55.555	53.503	51.300	26.559	34.108	27.683	33.561	43.081	36.299	35.679	31.462	29.889	32.245	38.187	36.114	24.507	33.701	52.921	45.603	46.763	54.154	70.769	100.000	120.467	133.311	181.869	115.787	149.942	155.564	n/a	n/a	n/a	n/a	
001	PNGASW	World	Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	38.099	40.460	36.430	39.815	44.563	42.702	34.394	33.774	60.083	60.110	47.971	62.978	69.819	100.000	115.309	116.868	173.657	109.642	116.404	122.081	n/a	n/a	n/a	n/a	
001	PNGASEUW	World	Natural Gas, Price index Russian Natural Gas border price in Germany		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	64.413	58.157	36.010	32.122	26.862	34.404	50.845	39.983	43.928	39.096	45.581	46.492	45.146	37.954	30.549	58.392	65.481	45.078	58.940	63.483	100.000	138.842	137.658	222.105	149.704	140.885	145.581	n/a	n/a	n/a	n/a	
001	PNGASJPW	World	Natural Gas, Price index Indonesian Liquefied Natural Gas in Japan		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	53.235	51.155	46.712	50.575	55.492	53.478	39.163	47.529	74.440	66.394	62.946	70.826	83.766	100.000	114.457	119.599	164.818	106.517	128.410	135.168	n/a	n/a	n/a	n/a	
001	PNGASUSW	World	Natural Gas, Price index Natural Gas spot price at the Henry Hub terminal in Louisiana		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16.370	19.755	23.857	21.608	19.234	30.347	27.761	23.560	25.514	48.607	44.674	37.924	62.009	66.668	100.000	76.069	78.715	99.957	44.514	62.690	68.959	n/a	n/a	n/a	n/a	
001	PCOALW	World	Commodity Coal Price Index includes Australian and South African Coal		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	76.484	75.893	73.012	60.841	63.050	77.031	74.256	68.647	57.484	51.132	52.682	65.346	53.715	56.823	112.678	100.000	104.447	137.621	265.904	148.679	174.140	164.990	n/a	n/a	n/a	n/a	
001	PCOALAUW	World	Coal, Price Index Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla		Index, 2005=100			84.150	99.598	107.340	74.845	60.676	66.147	61.003	53.898	68.352	74.477	77.744	77.744	75.580	61.411	63.306	77.165	74.622	68.792	57.290	50.746	51.448	63.330	53.036	54.788	111.186	100.000	103.084	138.034	266.908	150.972	176.393	166.594	n/a	n/a	n/a	n/a	
001	PCOALSAW	World	Coal, Price Index South African export price		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	71.374	68.389	62.600	58.529	62.012	76.485	72.769	68.062	58.270	52.699	57.686	73.522	56.472	65.075	118.726	100.000	109.972	135.948	261.829	139.378	165.002	158.489	n/a	n/a	n/a	n/a	
001	PFANDBW	World	Commodity Food and Beverage Price Index includes Food and Beverage Price Indices		Index, 2005=100			129.136	119.947	110.497	111.377	110.917	100.739	100.880	104.172	111.058	100.718	102.006	96.573	94.636	94.450	101.866	106.752	111.668	105.360	94.723	81.381	81.492	79.033	83.160	88.255	99.360	100.000	110.287	126.920	156.548	135.991	139.661	137.335	n/a	n/a	n/a	n/a	
001	PFOODW	World	Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices		Index, 2005=100			125.055	118.702	108.557	108.002	105.025	95.841	94.246	102.135	110.395	101.123	103.698	98.321	97.112	96.463	99.413	104.613	112.270	102.634	92.047	80.155	82.121	80.485	83.330	88.555	100.948	100.000	110.494	127.312	157.040	133.994	138.136	137.359	n/a	n/a	n/a	n/a	
001	PCEREW	World	Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley		Index, 2005=100			121.942	127.207	103.260	110.112	107.592	92.036	76.288	73.768	97.834	108.159	95.903	94.591	98.861	92.486	99.157	117.510	140.990	108.789	93.319	81.564	78.845	82.460	94.201	95.360	102.986	100.000	121.298	158.736	222.631	162.381	154.307	161.656	n/a	n/a	n/a	n/a	
001	PWHEAMTW	World	Wheat, Price index No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico		Index, 2005=100			113.308	114.775	105.193	103.265	99.931	89.104	75.385	74.059	95.250	111.024	88.903	84.400	99.162	91.979	98.258	116.086	135.885	104.740	82.719	73.505	74.787	83.184	97.434	95.869	102.914	100.000	125.769	167.415	213.817	146.571	131.200	150.880	n/a	n/a	n/a	n/a	
001	PMAIZMTW	World	Maize (corn), Price Index U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price		Index, 2005=100			127.753	132.720	109.850	138.188	138.021	114.151	89.213	76.745	108.683	113.173	111.050	109.214	105.901	103.693	109.524	125.451	167.189	119.071	103.264	91.757	89.649	91.061	100.943	106.891	113.589	100.000	123.559	165.904	226.865	168.224	169.706	170.722	n/a	n/a	n/a	n/a	
001	PRICENPQW	World	Rice, Price Index 5% broken milled white rice, Thailand nominal price quote		Index, 2005=100			150.677	167.760	101.933	96.186	87.644	75.541	67.984	74.499	96.330	104.148	94.043	102.034	93.001	82.432	93.623	111.462	117.460	105.093	106.119	86.504	70.774	60.006	66.650	69.303	85.397	100.000	105.456	115.490	243.284	204.779	191.097	177.199	n/a	n/a	n/a	n/a	
001	PBARLW	World	Barley, Price Index Canadian no.1 Western Barley, spot price		Index, 2005=100			82.279	83.854	67.011	74.561	82.799	61.862	50.022	57.849	73.975	79.029	84.064	82.340	82.749	75.073	76.411	109.397	125.861	102.272	89.458	79.869	81.234	98.800	114.610	110.140	104.114	100.000	122.653	181.307	210.856	135.029	149.352	155.663	n/a	n/a	n/a	n/a	
001	PVOILW	World	Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices		Index, 2005=100			110.392	107.202	87.665	102.129	110.604	85.953	71.903	76.267	103.344	92.512	86.029	84.721	83.989	90.705	98.748	103.527	113.914	114.545	103.033	77.837	74.406	71.491	82.547	98.821	114.007	100.000	103.425	143.434	192.542	153.973	159.399	156.150	n/a	n/a	n/a	n/a	
001	PSOYBW	World	Soybeans, Price Index U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par		Index, 2005=100			118.905	117.151	99.174	116.350	115.404	90.968	84.679	87.618	125.362	110.690	98.192	93.567	94.026	103.139	102.858	100.395	124.346	125.755	100.070	78.392	82.037	75.629	84.643	104.515	124.006	100.000	97.455	142.211	203.158	169.651	168.957	170.750	n/a	n/a	n/a	n/a	
001	PSMEAW	World	Soybean Meal, Price Index Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein		Index, 2005=100			109.681	109.468	94.981	108.215	92.921	70.670	81.114	89.665	126.284	113.745	93.500	93.473	95.402	105.231	96.720	96.493	129.460	136.019	84.917	74.147	90.964	87.777	89.415	104.322	125.001	100.000	94.271	128.145	178.817	174.605	161.351	157.949	n/a	n/a	n/a	n/a	
001	PSOILW	World	Soybean Oil, Price index Chicago Soybean Oil Futures (first contract forward) exchange approved grades		Index, 2005=100			108.012	99.522	81.344	103.127	130.699	115.301	73.503	74.010	106.841	91.469	99.273	90.105	87.381	101.493	121.642	117.940	109.779	106.074	113.463	79.154	70.968	69.993	82.671	100.915	119.104	100.000	111.245	161.320	228.702	158.754	161.373	163.390	n/a	n/a	n/a	n/a	
001	PROILW	World	Rapeseed Oil, Price index FOB Rotterdam		Index, 2005=100			79.389	67.231	58.052	69.568	95.475	75.031	49.848	48.176	74.618	66.106	59.432	57.777	56.188	63.926	86.171	87.759	78.099	78.067	87.448	59.460	48.024	54.355	66.464	83.718	98.923	100.000	118.080	140.347	197.472	118.754	128.300	128.716	n/a	n/a	n/a	n/a	
001	PPOILW	World	Palm oil, Price index  Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA		Index, 2005=100			131.046	128.256	100.031	112.692	163.803	112.580	57.760	76.976	98.252	78.755	65.139	76.189	88.480	84.894	118.925	146.217	127.052	133.382	163.413	102.608	71.023	64.837	97.024	111.609	118.232	100.000	113.361	195.580	234.688	175.168	203.842	190.379	n/a	n/a	n/a	n/a	
001	PSUNOW	World	Sunflower oil, Price index US export price from Gulf of Mexico		Index, 2005=100			48.580	49.072	40.593	42.858	58.864	51.108	40.508	39.324	52.002	52.964	52.735	51.297	49.118	59.602	63.216	55.193	48.962	48.656	58.122	40.755	33.142	38.103	52.932	56.791	64.166	100.000	62.305	58.801	147.976	91.012	96.982	90.866	n/a	n/a	n/a	n/a	
001	POLVOILW	World	Olive Oil, Price Index extra virgin less than 1% free fatty acid, ex-tanker price U.K.		Index, 2005=100			38.855	35.453	33.926	33.927	33.624	35.115	38.122	41.292	41.661	44.260	58.206	57.706	57.580	48.986	57.053	81.525	108.081	76.760	58.470	66.141	53.996	48.328	52.554	68.793	83.907	100.000	99.430	82.640	75.509	63.585	67.945	68.851	n/a	n/a	n/a	n/a	
001	PFISHW	World	Fishmeal, Price index Peru Fish meal/pellets 65% protein, CIF		Index, 2005=100			136.183	126.216	95.506	122.167	100.748	73.679	77.491	87.010	94.537	87.065	87.521	70.596	69.565	54.354	54.171	70.069	84.553	86.795	95.266	58.196	60.746	71.222	86.742	87.365	93.103	100.000	144.348	159.287	155.892	168.746	181.362	154.523	n/a	n/a	n/a	n/a	
001	PGNUTSW	World	Groundnuts (peanuts), Price index 40/50 (40 to 50 count per ounce), cif Argentina		Index, 2005=100			181.333	184.388	121.345	141.557	122.677	100.760	111.260	77.423	83.313	102.526	138.545	139.052	84.426	120.613	119.753	106.185	105.332	113.666	103.380	99.159	102.133	97.939	85.154	111.285	118.319	100.000	107.769	153.096	203.837	129.321	159.276	163.177	n/a	n/a	n/a	n/a	
001	PMEATW	World	Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices		Index, 2005=100			94.728	97.722	116.297	103.773	101.316	98.517	104.333	106.297	91.666	87.470	104.409	99.588	82.267	90.836	83.208	79.295	94.504	86.468	71.407	71.420	79.374	85.301	79.045	81.571	100.720	100.000	95.456	99.351	103.240	98.016	104.130	100.868	n/a	n/a	n/a	n/a	
001	PBEEFW	World	Beef, Price Index Australian and New Zealand 85% lean fores, FOB U.S. import price		Index, 2005=100			105.442	94.435	91.293	93.214	86.844	82.262	80.000	91.111	96.162	98.091	97.926	101.773	93.773	100.008	89.125	72.856	68.197	70.891	65.944	70.024	73.941	81.312	80.354	75.580	95.939	100.000	97.394	99.418	102.000	100.753	109.493	103.597	n/a	n/a	n/a	n/a	
001	PLAMBW	World	Lamb, Price Index frozen carcass Smithfield London		Index, 2005=100			81.510	77.664	67.518	54.614	54.501	51.925	57.526	61.178	68.019	65.444	75.282	65.172	71.726	77.129	78.093	70.372	90.393	93.389	72.093	71.973	70.131	80.940	90.755	99.312	103.010	100.000	95.454	100.491	106.093	91.314	95.078	96.321	n/a	n/a	n/a	n/a	
001	PPORKW	World	Swine (pork), Price index 51-52% lean Hogs, U.S. price		Index, 2005=100			121.237	145.081	212.785	171.852	167.129	166.079	182.529	174.817	114.558	94.450	148.546	131.486	83.447	95.318	83.337	92.772	136.637	107.640	67.394	65.604	87.589	90.761	69.821	78.892	104.907	100.000	94.366	94.059	95.512	82.405	91.598	88.643	n/a	n/a	n/a	n/a	
001	PPOULTW	World	Poultry (chicken), Price index Whole bird spot price, Georgia docks		Index, 2005=100			46.471	47.504	46.635	47.381	53.632	51.434	56.807	55.753	61.556	67.487	66.417	64.821	64.903	73.985	74.808	75.076	84.318	82.526	85.457	81.141	80.444	86.097	85.359	89.592	102.471	100.000	93.673	105.792	114.497	115.868	114.341	113.664	n/a	n/a	n/a	n/a	
001	PSEAFW	World	Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices		Index, 2005=100			177.415	162.164	158.457	141.202	127.761	135.848	153.538	185.991	172.768	126.246	140.958	127.911	140.285	124.639	126.830	126.078	110.304	105.643	107.100	100.810	107.047	83.427	82.503	82.448	86.987	100.000	120.547	112.777	113.433	113.712	118.383	122.196	n/a	n/a	n/a	n/a	
001	PSALMW	World	Fish (salmon), Price index Farm Bred Norwegian Salmon, export price		Index, 2005=100			196.455	178.400	163.343	142.827	129.316	137.382	159.375	198.347	179.723	132.333	145.248	132.001	145.233	123.292	123.343	117.537	101.180	91.700	91.521	87.849	89.729	71.158	72.297	73.658	82.288	100.000	124.566	111.852	119.328	121.160	127.978	130.439	n/a	n/a	n/a	n/a	
001	PSHRIW	World	Shrimp, Price index Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan		Index, 2005=100			103.343	98.998	139.452	134.882	121.711	129.880	130.830	137.923	145.712	102.566	124.266	112.002	121.036	129.880	140.392	159.306	145.796	159.886	167.707	151.232	174.419	131.157	122.207	116.645	105.268	100.000	104.913	116.373	90.500	84.736	81.057	90.125	n/a	n/a	n/a	n/a	
001	PSUGAW	World	Commodity Sugar Index includes European, Free market, and U.S. Price Indices		Index, 2005=100			221.171	135.994	78.045	78.570	55.135	47.061	62.859	70.311	95.654	112.568	113.892	90.670	91.841	98.028	112.338	123.118	113.936	107.692	89.877	71.444	81.763	82.233	69.539	76.223	82.976	100.000	132.482	101.743	116.633	151.780	189.601	162.349	n/a	n/a	n/a	n/a	
