Country,Subject Descriptor,Subject Notes,Units,2007,2008,2009,2010,2011,2012,2013,2014
Comoros,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.200,7.400,2.358,1.922,2.481,2.770,2.854,3.000
"Congo, Democratic Republic of","Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,9.964,27.572,31.200,15.000,12.000,9.000,9.000,8.500
"Congo, Republic of","Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,-1.685,11.394,4.782,4.000,3.000,3.000,3.000,3.000
Costa Rica,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,10.806,13.856,5.000,5.000,4.500,4.500,4.500,4.000
Côte d'Ivoire,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,1.535,8.954,3.400,3.000,2.900,2.700,2.500,2.500
Croatia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.837,2.826,3.000,2.800,2.750,2.800,3.000,3.000
Cyprus,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.742,1.817,0.900,1.230,2.290,2.448,2.939,2.919
Czech Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.474,3.614,0.625,1.922,2.000,2.000,2.000,2.000
Denmark,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.128,2.922,2.301,1.712,2.010,2.000,2.000,2.000
Djibouti,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,4.970,11.957,5.500,5.000,4.500,3.500,3.000,3.000
Dominica,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,6.000,1.900,1.800,1.500,1.500,1.500,1.500,1.500
Dominican Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.878,4.518,5.001,5.001,3.998,3.004,3.004,3.004
Ecuador,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.323,8.831,3.003,2.500,2.500,2.500,2.500,2.500
Egypt,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.554,20.178,9.959,8.002,8.000,7.000,7.000,6.000
El Salvador,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,4.856,5.483,1.000,2.500,2.800,2.800,2.800,2.800
Equatorial Guinea,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.737,5.970,5.662,4.852,4.630,4.221,4.104,4.036
Eritrea,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,12.256,14.000,14.000,15.000,14.500,14.500,14.000,14.000
Estonia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,9.567,6.978,-1.509,0.000,0.500,1.500,2.500,2.500
Ethiopia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,15.116,55.270,3.067,9.537,9.500,9.000,8.500,7.000
Fiji,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,4.300,6.600,9.500,2.000,2.000,2.000,2.000,2.000
Finland,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,1.928,3.388,1.000,1.100,1.400,1.500,1.600,1.700
France,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,1.607,3.159,0.337,1.139,1.383,1.782,1.812,1.812
Gabon,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.905,5.557,1.099,4.000,2.700,3.000,3.000,3.000
"Gambia, The","Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,6.020,6.835,6.000,5.500,5.000,5.000,5.000,5.000
Georgia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,10.983,5.548,3.011,2.989,5.011,4.989,5.011,5.011
Germany,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.116,1.133,-0.022,0.183,0.100,0.300,0.500,0.700
Ghana,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,12.748,18.134,14.555,9.212,8.000,5.000,5.000,5.000
Greece,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.861,3.075,1.300,1.798,1.600,1.800,2.000,2.000
Grenada,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,7.401,5.170,1.734,1.833,2.000,2.000,2.000,2.000
Guatemala,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.746,9.400,1.500,3.800,4.536,4.491,4.048,3.954
Guinea,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,12.822,13.504,8.500,7.000,5.000,5.000,5.000,5.000
Guinea-Bissau,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,9.293,8.680,-3.076,2.900,2.700,2.600,2.600,2.600
Guyana,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,14.033,6.370,3.300,3.995,5.001,5.001,5.001,5.001
Haiti,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,7.900,19.800,-4.000,5.000,5.000,5.000,5.000,5.000
Honduras,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.873,10.831,4.500,6.000,6.300,6.000,5.800,5.800
Hong Kong SAR,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.768,2.048,-2.840,0.500,1.500,1.800,2.200,2.600
Hungary,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,7.398,3.502,6.100,2.400,2.700,3.000,3.000,3.000
Iceland,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.860,18.133,7.000,2.500,2.547,2.480,2.510,2.547
India,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.512,9.701,8.861,7.444,4.555,4.037,4.032,4.032
Indonesia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.422,11.061,4.028,5.990,5.003,4.541,4.316,4.092
"Iran, Islamic Republic of","Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,22.500,17.800,10.000,10.000,10.000,10.000,10.000,10.000
Iraq,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,4.670,6.754,6.000,6.000,5.000,5.000,5.000,4.000
Ireland,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.179,1.307,-1.345,0.068,0.758,1.073,1.073,1.073
Israel,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.393,3.795,-0.534,1.750,1.550,1.700,1.900,2.000
Italy,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.807,2.354,0.551,1.086,1.000,1.300,1.500,1.800
Jamaica,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,16.846,16.820,8.690,8.690,8.170,7.620,6.520,6.000
Japan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,0.699,0.396,-1.475,-0.748,-0.150,0.200,0.802,0.903
Jordan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.722,9.583,3.526,3.255,2.759,2.559,2.129,1.711
Kazakhstan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,18.758,9.484,7.120,6.273,5.957,5.957,5.957,5.957
Kenya,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,12.028,13.850,11.500,7.191,5.000,5.000,5.000,5.000
Kiribati,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.700,18.600,2.800,2.800,2.800,2.800,2.800,2.800
Korea,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.606,4.139,2.000,3.000,3.000,3.000,3.000,3.000
Kuwait,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,7.539,10.500,4.650,4.413,3.882,3.082,3.032,3.032
Kyrgyz Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,20.052,20.060,4.961,7.004,5.505,4.996,5.001,4.218
Lao People's Democratic Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.574,3.167,3.271,3.282,3.500,3.200,3.100,3.000
Latvia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,14.029,10.396,-1.660,-2.638,-1.623,1.583,1.283,1.091
Lebanon,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.956,6.361,2.900,2.961,3.316,2.564,1.970,1.970
Lesotho,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,10.463,10.627,7.719,5.856,4.995,5.017,5.017,5.116
Liberia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,14.738,9.388,10.455,4.500,5.000,5.000,5.000,5.000
Libya,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,7.252,10.446,5.000,4.500,3.500,3.000,3.000,3.000
Lithuania,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.202,8.460,-0.305,-1.799,1.353,1.542,1.623,1.611
Luxembourg,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.358,0.884,2.071,1.455,1.157,1.804,1.404,1.855
"Macedonia, Former Yugoslav Republic of","Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,6.730,4.074,-1.000,2.000,3.000,3.000,3.000,3.000
Madagascar,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.208,10.085,10.252,8.800,5.000,5.000,5.000,5.000
Malawi,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,7.523,9.930,7.761,8.345,9.728,11.471,12.974,12.897
Malaysia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.200,4.300,1.207,1.200,1.900,2.300,2.500,2.500
Maldives,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,10.351,8.579,6.749,4.721,3.750,3.500,3.000,3.000
Mali,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.587,7.450,2.915,2.176,1.974,1.972,2.116,2.279
Malta,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.051,4.976,0.887,2.624,2.600,2.500,2.500,2.500
Mauritania,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,7.414,3.900,6.000,5.500,5.000,5.000,5.000,5.000
Mauritius,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,9.984,9.690,3.100,5.000,5.000,5.000,5.000,5.000
Mexico,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.759,6.528,4.250,3.159,2.975,2.952,3.020,3.020
Moldova,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,13.111,7.283,5.000,5.000,5.000,5.000,4.000,4.000
Mongolia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,14.118,23.192,8.500,6.000,6.000,5.500,5.500,5.000
Montenegro,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,6.321,7.182,1.000,2.200,2.700,3.400,2.900,3.300
Morocco,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,1.986,4.229,2.800,2.800,2.600,2.600,2.600,2.600
Mozambique,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,10.264,6.188,4.028,5.693,5.542,5.441,5.481,5.481
Myanmar,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,28.828,9.233,4.500,5.000,6.000,6.000,6.000,6.000
Namibia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,7.094,10.923,7.339,6.192,4.706,4.686,4.407,4.624
Nepal,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.094,12.065,11.400,12.000,10.000,6.500,5.000,5.000
Netherlands,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,1.583,2.210,0.881,0.954,1.000,1.200,1.300,1.500
New Zealand,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.184,3.375,0.940,1.407,0.500,3.244,2.015,2.178
Nicaragua,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,16.900,13.800,2.500,4.000,6.500,6.500,6.500,6.500
Niger,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,4.679,13.640,0.000,2.000,2.000,2.000,2.000,2.000
Nigeria,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,6.577,15.054,9.118,8.500,8.500,8.500,8.500,8.500
Norway,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.785,2.135,1.900,1.900,2.500,2.500,2.500,2.500
Oman,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,9.348,7.692,3.141,2.901,2.651,2.352,5.000,5.000
Pakistan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,6.999,21.531,13.139,9.000,7.000,6.000,6.000,6.000
Panama,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,6.355,6.766,2.600,2.500,2.500,2.500,2.500,2.500
Papua New Guinea,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.200,11.200,5.300,4.800,4.500,4.000,3.500,3.500
Paraguay,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.932,7.500,2.500,5.000,4.000,3.000,3.000,3.000
Peru,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.929,6.651,1.177,2.001,1.998,1.998,1.998,1.998
Philippines,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.900,7.994,2.510,4.305,4.500,4.500,4.500,4.500
Poland,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,4.000,3.300,3.005,2.915,2.500,2.500,2.500,2.500
Portugal,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.733,0.843,-0.510,1.100,1.100,1.600,1.800,1.800
Qatar,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,13.764,15.049,0.000,3.977,4.043,3.479,3.511,3.000
Romania,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,6.572,6.300,4.300,3.000,3.200,3.500,3.500,3.500
Russia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,11.900,13.300,11.000,9.000,8.000,7.500,7.000,7.000
Rwanda,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,6.579,22.331,6.000,5.000,5.000,5.000,5.000,5.000
Samoa,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.000,8.800,9.200,6.000,5.000,4.500,4.000,4.000
São Tomé and Príncipe,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,27.600,24.835,14.000,10.000,7.000,5.000,5.000,5.000
Saudi Arabia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,6.473,7.758,3.700,3.500,3.000,3.000,3.000,3.000
Senegal,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,6.195,4.321,-0.268,2.200,2.198,2.198,2.198,2.198
Serbia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,11.022,8.603,9.999,6.975,5.968,5.500,5.000,4.500
Seychelles,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,16.758,63.271,2.883,2.222,3.041,3.041,3.041,3.041
Sierra Leone,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,13.760,12.246,9.000,8.000,7.500,7.000,6.500,5.000
Singapore,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.903,5.406,-1.286,2.015,1.853,1.610,1.812,1.812
Slovak Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.321,4.403,2.000,2.300,2.700,2.300,2.300,2.300
Slovenia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.639,2.102,0.500,2.100,2.400,2.600,2.800,3.100
Solomon Islands,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,10.919,17.500,5.500,8.405,6.500,6.196,6.051,5.706
South Africa,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.999,9.500,6.753,5.635,4.706,4.686,4.407,4.624
Spain,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,4.286,1.455,0.352,0.798,0.663,1.223,1.564,1.826
Sri Lanka,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,18.733,14.374,8.004,10.696,8.557,7.701,7.000,7.000
St. Kitts and Nevis,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.063,7.587,2.000,2.200,2.200,2.200,2.200,2.200
St. Lucia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,6.550,3.789,3.082,2.154,2.162,2.170,2.178,2.186
St. Vincent and the Grenadines,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.300,8.700,2.900,2.900,2.900,2.900,2.900,2.918
Sudan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.804,14.905,10.000,8.000,6.500,6.000,5.500,5.500
Suriname,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.390,9.327,5.505,4.348,5.515,6.966,9.213,5.994
Swaziland,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,9.810,12.931,7.383,6.382,5.570,5.285,5.272,5.000
Sweden,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.516,2.139,3.104,2.210,2.025,2.000,2.000,2.000
Switzerland,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.004,0.701,-0.400,0.500,1.000,1.000,1.000,1.000
Syrian Arab Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,4.774,15.393,7.500,6.000,5.000,5.000,5.000,5.000
Taiwan Province of China,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.334,3.796,-0.135,1.300,1.500,1.500,1.694,1.694
Tajikistan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,19.846,11.800,11.790,10.000,9.000,8.000,7.000,6.000
Tanzania,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,6.423,13.474,6.464,4.993,4.997,5.001,5.001,5.001
Thailand,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.249,0.393,2.351,1.198,2.339,1.138,2.238,1.302
"Timor-Leste, Dem. Rep. of","Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.252,5.745,4.000,4.000,4.000,4.000,4.000,4.000
Togo,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,3.359,7.230,2.121,2.425,2.596,2.674,2.290,2.500
Tonga,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.649,6.000,6.000,6.000,6.000,6.000,6.000,6.000
Trinidad and Tobago,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,7.620,14.450,4.000,6.000,5.000,5.000,5.000,5.000
Tunisia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,5.297,4.134,3.500,3.400,3.300,3.200,3.100,3.000
Turkey,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.387,10.064,5.800,6.300,5.469,4.000,4.000,4.000
Turkmenistan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.648,8.936,4.056,2.843,6.000,6.000,6.000,6.000
Uganda,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,4.400,12.500,12.300,9.200,5.300,5.500,5.900,5.700
Ukraine,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,16.552,22.337,14.009,8.995,6.199,5.000,5.000,5.000
United Arab Emirates,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,,,,,,,,
United Kingdom,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,2.027,3.879,1.200,1.250,1.650,1.930,2.000,-0.002
United States,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,4.119,0.674,1.563,1.466,2.056,2.263,2.228,1.930
Uruguay,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Annual percent change,8.494,9.190,7.500,6.500,5.500,5.000,5.000,5.000
