WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	Estimates Start After
001	PCPIPCH	World	Inflation, average consumer prices		Percent change			17.278	15.419	14.752	14.090	15.384	15.001	11.400	14.319	19.756	24.957	27.625	17.073	34.799	34.897	27.684	14.578	8.663	6.174	5.586	5.455	4.553	4.248	3.535	3.706	3.588	3.756	3.710	4.026	6.000	2.484	3.694	4.958	3.663	3.241	3.125	3.134	3.111	
001	PCPIEPCH	World	Inflation, end of period consumer prices		Percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	26.889	25.870	18.045	36.779	37.204	22.715	11.443	7.482	5.415	6.504	4.522	4.545	3.563	3.974	3.258	3.893	3.785	3.472	5.029	4.516	2.989	4.218	4.591	3.388	3.125	3.130	3.101	3.058	
001	FLIBOR3	World	Three-month London interbank offered rate (LIBOR)		Percent																																								
001	TRADEPCH	World	Trade volume of goods and services		Percent change			2.906	3.278	-1.842	1.957	8.730	2.761	3.664	6.972	9.066	8.643	7.340	4.774	5.440	3.228	8.914	10.083	7.163	10.092	4.370	5.862	12.248	-0.030	3.611	6.078	11.208	7.961	9.096	7.749	3.029	-10.723	12.754	7.498	5.776	6.394	6.740	7.017	7.121	
001	TM_RPCH	World	Volume of imports of goods and services		Percent change			1.601	2.258	-1.881	1.985	9.098	2.624	3.988	7.578	9.128	9.046	6.775	4.440	5.091	2.489	8.781	10.598	7.423	9.487	4.554	6.353	12.061	-0.029	3.623	6.213	11.290	7.940	8.686	7.606	3.127	-11.013	12.752	7.668	5.412	6.127	6.600	7.003	7.197	
001	TMG_RPCH	World	Volume of imports of goods		Percent change			1.558	1.093	-2.756	1.873	8.984	3.005	7.269	8.269	9.954	7.106	7.427	4.498	6.582	1.969	10.084	10.367	7.478	9.728	4.856	6.300	12.252	-0.786	4.149	7.724	12.128	8.066	8.852	7.540	2.772	-12.298	14.076	8.773	5.397	6.372	6.846	7.284	7.453	
001	TX_RPCH	World	Volume of exports of goods and services		Percent change			4.269	4.317	-1.802	1.929	8.363	2.898	3.340	6.361	9.003	8.231	7.921	5.115	5.793	3.970	9.046	9.576	6.903	10.697	4.187	5.375	12.437	-0.031	3.600	5.942	11.126	7.982	9.507	7.891	2.932	-10.434	12.757	7.331	6.138	6.657	6.877	7.030	7.046	
001	TXG_RPCH	World	Volume of exports of goods		Percent change			3.788	3.443	-3.442	1.555	7.665	2.416	5.015	7.417	9.966	6.805	7.710	4.810	6.134	2.816	9.278	10.204	6.578	10.483	4.309	4.850	12.668	-0.539	3.741	7.070	11.239	7.753	9.368	7.417	2.876	-11.729	14.049	8.072	6.163	6.756	7.011	7.201	7.221	
001	TTPCH	World	Terms of trade of goods and services		Percent change																																								
001	TTTPCH	World	Terms of trade of goods		Percent change																																								
001	TXGM_D	World	Export price of manufactures		U.S. dollars; index, 2000=100																																								
001	TXGM_DPCH	World	Export price of manufactures		U.S. dollars; annual percent change																																								
001	LUR	World	Unemployment rate		Percent of total labor force																																								
001	LE	World	Employment		Index, 2000=100																																								
001	GGR_NGDP	World	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	34.233	33.217	33.495	33.648	34.628	35.239	35.285	35.002	33.119	32.786	33.341	33.550	33.752	33.717	33.575	33.407	
001	GGX_NGDP	World	General government total expenditure	Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	35.991	36.805	37.279	36.502	36.326	35.875	35.740	37.029	40.353	38.666	38.152	37.467	36.729	36.279	36.013	35.810	
001	GGXCNL_NGDP	World	General government net lending/borrowing	Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.750	-3.584	-3.781	-2.851	-1.695	-0.636	-0.454	-2.025	-7.233	-5.880	-4.810	-3.916	-2.976	-2.561	-2.437	-2.402	
001	GGSB_NPGDP	World	General government structural balance		Percent of potential GDP																																								
001	GGXONLB_NGDP	World	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP																																								
001	GGXWDN_NGDP	World	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP																																								
001	GGXWDG_NGDP	World	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	67.977	67.345	68.663	69.941	69.964	69.057	65.265	62.097	65.199	75.578	79.251	79.595	80.044	79.319	78.208	76.882	75.553	
001	BCA	World	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	U.S. dollars	Billions		-59.028	-73.458	-83.918	-70.926	-75.517	-83.301	-79.859	-73.669	-74.285	-96.334	-107.233	-134.863	-116.265	-63.989	-62.795	-62.319	-49.292	-0.541	-84.276	-120.839	-175.317	-171.632	-135.731	-71.870	-2.373	-2.075	187.658	285.830	188.447	216.390	331.302	461.291	538.392	664.597	692.893	671.473	552.143	
001	BCA_NGDPD	World	Current account balance		Percent of GDP			-0.549	-0.666	-0.768	-0.635	-0.653	-0.696	-0.567	-0.456	-0.410	-0.505	-0.505	-0.599	-0.475	-0.255	-0.233	-0.208	-0.161	0.001	-0.280	-0.388	-0.544	-0.536	-0.407	-0.191	-0.004	-0.005	0.381	0.513	0.308	0.375	0.527	0.661	0.758	0.852	0.837	0.762	0.584	
001	BM	World	Imports of goods and services		U.S. dollars	Billions		-2317.146	-2304.75	-2160.921	-2101.819	-2213.677	-2232.602	-2466.2	-2925.239	-3321.828	-3604.108	-4165.511	-4340.686	-4749.395	-4684.522	-5209.061	-6219.837	-6583.91	-6821.71	-6772.153	-7047.307	-7903.785	-7663.212	-7985.508	-9258.384	-11214.691	-12734.491	-14570.149	-16882.755	-19357.787	-15446.094	-18292.624	-21564.958	-22982.879					
001	BX	World	Exports of goods and services		U.S. dollars	Billions		2294.433	2287.402	2124.741	2067.24	2179.819	2207.808	2455.653	2928.925	3324.99	3593.918	4171.356	4324.09	4761.029	4740.353	5294.399	6310.604	6684.255	6950.136	6845.522	7091.059	7896.798	7632.614	8010.075	9328.608	11317.651	12875.96	14853.094	17307.898	19745.195	15798.125	18760.257	22247.74	23735.996					
001	BFXP	World	Private financial flows, net	Net private financial flows comprises net private direct investment, net private portfolio flows, and net other private financial flows.	U.S. dollars	Billions																																							
001	BFPP	World	Private portfolio flows, net		U.S. dollars	Billions																																							
001	BFD	World	Direct investment, net		U.S. dollars	Billions																																							
001	BFOP	World	Other private financial flows, net	Net other private financial flows is the difference between net other investment and net other official investment.	U.S. dollars	Billions																																							
001	BFXG	World	Official flows, net		U.S. dollars	Billions																																							
001	BFRA	World	Change in reserves	Measured as flows. Comprises monetary gold, SDRs, reserve position in the Fund, foreign exchange assets, and other claims. Official holdings of gold are valued at SDR 35 an ounce. This convention results in a marked underestimation of reserves for countries that have substantial gold holdings. Securities not included are included in direct investment and portfolio investment. A minus sign indicates an increase.	U.S. dollars	Billions																																							
001	D	World	External debt, total		U.S. dollars	Billions																																							
001	D_NGDPD	World	External debt, total		Percent of GDP																																								
001	D_BX	World	External debt, total		Percent of exports of goods and services																																								
001	DS	World	External debt, total debt service		U.S. dollars	Billions																																							
001	DS_NGDPD	World	External debt, total debt service		Percent of GDP																																								
001	DS_BX	World	External debt, total debt service		Percent of exports of goods and services																																								
001	DSI	World	External debt, total debt service, interest		U.S. dollars	Billions																																							
001	DSI_NGDPD	World	External debt, total debt service, interest		Percent of GDP																																								
001	DSI_BX	World	External debt, total debt service, interest		Percent of exports of goods and services																																								
001	DSP	World	External debt, total debt service, amortization		U.S. dollars	Billions																																							
001	DSP_NGDPD	World	External debt, total debt service, amortization		Percent of GDP																																								
001	DSP_BX	World	External debt, total debt service, amortization		Percent of exports of goods and services																																								
001	PALLFNFW	World	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	54.874	52.514	54.703	59.170	62.161	59.467	47.753	49.917	63.264	58.279	58.300	65.045	80.486	100.000	120.712	134.966	172.168	120.519	151.983	191.858	184.272	n/a	n/a	n/a	n/a	
001	PNFUELW	World	Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices		Index, 2005=100			101.200	90.491	82.544	86.454	85.948	77.183	78.757	88.229	102.438	95.741	94.048	86.327	84.572	84.722	93.529	100.587	99.383	95.838	83.294	76.380	79.626	75.828	77.299	81.826	94.285	100.000	123.242	140.562	151.135	127.404	160.965	195.119	186.024	n/a	n/a	n/a	n/a	
001	PINDUW	World	Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices		Index, 2005=100			72.982	60.739	54.307	61.280	60.728	53.391	56.413	72.124	93.731	90.712	86.009	75.910	74.372	75.028	85.223	94.569	87.192	86.270	71.735	71.329	77.741	72.591	71.379	75.331	89.158	100.000	136.324	154.342	145.667	118.726	170.040	205.580	195.731	n/a	n/a	n/a	n/a	
001	POILAPSP	World	Crude Oil (petroleum), Simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Dollars per barrel			35.707	34.038	31.544	29.469	28.546	27.371	14.172	18.198	14.769	17.906	22.985	19.368	19.036	16.787	15.948	17.204	20.373	19.268	13.074	17.981	28.234	24.331	24.950	28.892	37.760	53.354	64.273	71.128	97.035	61.777	79.030	103.199	100.000	n/a	n/a	n/a	n/a	
001	PNRGW	World	Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	37.499	33.671	31.988	34.939	40.386	38.189	26.961	34.435	53.692	48.012	47.185	55.228	72.414	100.000	119.233	131.692	184.473	116.492	146.727	189.950	183.246	n/a	n/a	n/a	n/a	
001	POILAPSPW	World	Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Index, 2005=100			66.924	63.797	59.122	55.233	53.503	51.300	26.561	34.109	27.681	33.560	43.080	36.300	35.678	31.463	29.891	32.245	38.185	36.112	24.504	33.701	52.918	45.602	46.763	54.151	70.772	100.000	120.464	133.312	181.870	115.787	148.124	193.422	187.427	n/a	n/a	n/a	n/a	
001	PNGASW	World	Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	38.099	40.460	36.430	39.815	44.563	42.702	34.394	33.774	60.083	60.110	47.971	62.978	69.819	100.000	115.309	116.868	173.657	109.642	113.333	138.999	137.847	n/a	n/a	n/a	n/a	
001	PNGASEUW	World	Natural Gas, Price index Russian Natural Gas border price in Germany		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	64.413	58.157	36.010	32.122	26.862	34.404	50.845	39.983	43.928	39.096	45.581	46.492	45.146	37.954	30.549	58.392	65.481	45.078	58.940	63.483	100.000	138.842	137.658	222.105	149.704	139.011	168.709	173.288	n/a	n/a	n/a	n/a	
001	PNGASJPW	World	Natural Gas, Price index Indonesian Liquefied Natural Gas in Japan		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	53.235	51.155	46.712	50.575	55.492	53.478	39.163	47.529	74.440	66.394	62.946	70.826	83.766	100.000	114.457	119.599	164.818	106.517	133.393	179.369	163.554	n/a	n/a	n/a	n/a	
001	PNGASUSW	World	Natural Gas, Price index Natural Gas spot price at the Henry Hub terminal in Louisiana		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16.370	19.755	23.857	21.608	19.234	30.347	27.761	23.560	25.514	48.607	44.674	37.924	62.009	66.668	100.000	76.069	78.715	99.957	44.514	49.527	48.012	51.758	n/a	n/a	n/a	n/a	
001	PCOALW	World	Commodity Coal Price Index includes Australian and South African Coal		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	76.485	75.894	73.013	60.842	63.050	77.032	74.257	68.648	57.485	51.133	52.682	65.347	53.716	56.823	112.678	100.000	104.449	137.623	265.908	148.847	205.967	252.995	217.288	n/a	n/a	n/a	n/a	
001	PCOALAUW	World	Coal, Price Index Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla		Index, 2005=100			84.151	99.600	107.342	74.846	60.677	66.148	61.003	53.899	68.353	74.478	77.745	77.745	75.581	61.412	63.306	77.167	74.624	68.793	57.291	50.746	51.449	63.331	53.036	54.788	111.186	100.000	103.087	138.036	266.911	150.975	207.820	252.262	217.065	n/a	n/a	n/a	n/a	
001	PCOALSAW	World	Coal, Price Index South African export price		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	71.374	68.389	62.600	58.529	62.012	76.485	72.769	68.062	58.270	52.699	57.686	73.522	56.472	65.075	118.726	100.000	109.972	135.948	261.841	140.216	198.451	255.965	218.194	n/a	n/a	n/a	n/a	
001	PFANDBW	World	Commodity Food and Beverage Price Index includes Food and Beverage Price Indices		Index, 2005=100			129.136	119.947	110.497	111.377	110.917	100.739	100.880	104.172	111.058	100.718	102.006	96.640	94.671	94.319	101.751	106.545	111.451	105.310	94.738	81.382	81.492	79.032	83.159	88.256	99.360	100.000	110.289	126.921	156.548	135.995	151.981	184.762	176.413	n/a	n/a	n/a	n/a	
001	PFOODW	World	Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices		Index, 2005=100			125.055	118.702	108.557	108.002	105.025	95.841	94.246	102.135	110.395	101.123	103.698	98.395	97.151	96.318	99.286	104.383	112.030	102.579	92.064	80.156	82.121	80.485	83.330	88.556	100.948	100.000	110.496	127.312	157.041	133.999	149.354	182.404	174.310	n/a	n/a	n/a	n/a	
001	PCEREW	World	Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley		Index, 2005=100			121.942	127.207	103.260	110.112	107.592	92.036	76.288	73.768	97.834	108.159	95.903	94.591	98.861	92.486	99.157	117.510	140.990	108.789	93.319	81.564	78.845	82.460	94.201	95.360	102.986	100.000	121.298	158.736	222.631	162.381	166.479	228.432	216.850	n/a	n/a	n/a	n/a	
001	PWHEAMTW	World	Wheat, Price index No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico		Index, 2005=100			113.308	114.775	105.193	103.265	99.931	89.104	75.385	74.059	95.250	111.024	88.903	84.400	99.162	91.979	98.258	116.086	135.885	104.740	82.719	73.505	74.787	83.184	97.434	95.869	102.914	100.000	125.769	167.415	213.817	146.571	146.730	202.130	189.912	n/a	n/a	n/a	n/a	
001	PMAIZMTW	World	Maize (corn), Price Index U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price		Index, 2005=100			127.753	132.720	109.850	138.188	138.021	114.151	89.213	76.745	108.683	113.173	111.050	109.214	105.901	103.693	109.524	125.451	167.189	119.071	103.264	91.757	89.649	91.061	100.943	106.891	113.589	100.000	123.559	165.904	226.865	168.224	189.021	297.406	281.234	n/a	n/a	n/a	n/a	
001	PRICENPQW	World	Rice, Price Index 5% broken milled white rice, Thailand nominal price quote		Index, 2005=100			150.677	167.760	101.933	96.186	87.644	75.541	67.984	74.499	96.330	104.148	94.043	102.034	93.001	82.432	93.623	111.462	117.460	105.093	106.119	86.504	70.774	60.006	66.650	69.303	85.397	100.000	105.456	115.490	243.284	204.779	180.867	189.081	184.148	n/a	n/a	n/a	n/a	
001	PBARLW	World	Barley, Price Index Canadian no.1 Western Barley, spot price		Index, 2005=100			82.279	83.854	67.011	74.561	82.799	61.862	50.022	57.849	73.975	79.029	84.064	82.340	82.749	75.073	76.411	109.397	125.861	102.272	89.458	79.869	81.234	98.800	114.610	110.140	104.114	100.000	122.653	181.307	210.856	135.029	166.575	215.668	210.356	n/a	n/a	n/a	n/a	
001	PVOILW	World	Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices		Index, 2005=100			110.392	107.202	87.665	102.129	110.604	85.953	71.903	76.267	103.344	92.512	86.029	84.721	83.989	90.705	98.748	103.527	113.914	114.545	103.033	77.837	74.406	71.491	82.547	98.821	114.007	100.000	103.425	143.434	192.542	153.973	170.374	213.254	203.685	n/a	n/a	n/a	n/a	
001	PSOYBW	World	Soybeans, Price Index U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par		Index, 2005=100			118.905	117.151	99.174	116.350	115.404	90.968	84.679	87.618	125.362	110.690	98.192	93.567	94.026	103.139	102.858	100.395	124.346	125.755	100.070	78.392	82.037	75.629	84.643	104.515	124.006	100.000	97.455	142.211	203.158	169.651	172.519	223.106	220.272	n/a	n/a	n/a	n/a	
001	PSMEAW	World	Soybean Meal, Price Index Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein		Index, 2005=100			109.681	109.468	94.981	108.215	92.921	70.670	81.114	89.665	126.284	113.745	93.500	93.473	95.402	105.231	96.720	96.493	129.460	136.019	84.917	74.147	90.964	87.777	89.415	104.322	125.001	100.000	94.271	128.145	178.817	174.605	161.019	190.296	188.081	n/a	n/a	n/a	n/a	
001	PSOILW	World	Soybean Oil, Price index Chicago Soybean Oil Futures (first contract forward) exchange approved grades		Index, 2005=100			108.012	99.522	81.344	103.127	130.699	115.301	73.503	74.010	106.841	91.469	99.273	90.105	87.381	101.493	121.642	117.940	109.779	106.074	113.463	79.154	70.968	69.993	82.671	100.915	119.104	100.000	111.245	161.320	228.702	158.754	186.552	248.740	246.547	n/a	n/a	n/a	n/a	
001	PROILW	World	Rapeseed Oil, Price index FOB Rotterdam		Index, 2005=100			79.389	67.231	58.052	69.568	95.475	75.031	49.848	48.176	74.618	66.106	59.432	57.777	56.188	63.926	86.171	87.759	78.099	78.066	87.449	59.460	48.024	54.355	66.464	83.718	98.923	100.000	118.080	140.347	197.473	118.754	140.332	191.860	165.056	n/a	n/a	n/a	n/a	
001	PPOILW	World	Palm oil, Price index  Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA		Index, 2005=100			131.046	128.256	100.031	112.692	163.803	112.580	57.760	76.976	98.252	78.755	65.139	76.189	88.480	84.894	118.925	146.217	127.052	133.382	163.413	102.608	71.023	64.837	97.024	111.609	118.232	100.000	113.361	195.580	234.688	175.168	233.879	295.711	268.231	n/a	n/a	n/a	n/a	
001	PSUNOW	World	Sunflower oil, Price index US export price from Gulf of Mexico		Index, 2005=100			48.580	49.072	40.593	42.858	58.864	51.108	40.508	39.324	52.002	52.964	52.735	51.297	49.118	59.602	63.216	55.193	48.962	48.656	58.122	40.755	33.142	38.103	52.932	56.791	64.166	100.000	62.305	58.801	147.976	91.012	103.623	140.618	126.252	n/a	n/a	n/a	n/a	
001	POLVOILW	World	Olive Oil, Price Index extra virgin less than 1% free fatty acid, ex-tanker price U.K.		Index, 2005=100			38.855	35.453	33.926	33.927	33.624	35.115	38.122	41.292	41.661	44.260	58.206	57.706	57.580	48.986	57.053	81.525	108.081	76.760	58.470	66.141	53.996	48.328	52.554	68.793	83.907	100.000	99.430	82.640	75.509	63.585	57.459	57.347	60.698	n/a	n/a	n/a	n/a	
001	PFISHW	World	Fishmeal, Price index Peru Fish meal/pellets 65% protein, CIF		Index, 2005=100			136.183	126.216	95.506	122.167	100.748	73.679	77.491	87.010	94.537	87.065	87.521	70.596	69.565	54.354	54.171	70.069	84.553	86.795	95.266	58.196	60.746	71.222	86.742	87.365	93.103	100.000	144.348	159.287	155.892	168.746	233.694	212.251	207.262	n/a	n/a	n/a	n/a	
