Country,Subject Descriptor,Subject Notes,Units,2013,2014,2015,2016,2017,2018,2019,2020
Bangladesh,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.346,6.108,6.400,6.500,6.400,6.250,6.100,5.750
Barbados,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.061,2.312,0.890,1.869,1.985,2.180,2.290,2.315
Belarus,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,16.466,16.220,22.046,18.085,16.519,16.473,16.498,16.498
Belgium,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.166,-0.381,0.479,1.226,1.048,1.543,1.578,1.793
Belize,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.607,-0.400,1.496,2.328,2.187,2.000,2.000,2.000
Benin,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.838,0.294,1.098,2.349,2.443,2.608,2.593,2.593
Bhutan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.993,9.575,8.414,7.573,6.884,6.650,6.134,5.644
Bolivia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.476,5.198,5.032,5.012,5.012,5.012,5.012,5.012
Bosnia and Herzegovina,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.418,-0.473,1.166,1.665,1.515,1.616,2.082,2.000
Botswana,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.124,3.727,3.627,3.927,3.927,3.927,3.927,3.927
Brazil,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.911,6.408,8.004,5.355,4.799,4.611,4.552,4.486
Brunei Darussalam,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.100,-0.199,0.000,0.100,0.100,0.200,0.200,0.100
Bulgaria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.856,-1.961,0.300,0.900,1.500,2.100,2.100,2.100
Burkina Faso,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.120,-0.149,1.558,1.779,2.000,2.000,2.000,2.000
Burundi,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.017,3.797,7.920,5.771,4.725,5.415,4.837,5.321
Cabo Verde,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.083,-0.415,2.002,2.530,2.534,2.538,2.543,2.543
Cambodia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.676,1.040,1.174,2.918,3.042,3.042,3.042,3.042
Cameroon,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.652,2.586,2.000,2.100,2.200,2.200,2.200,2.200
Canada,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.956,1.893,0.959,2.403,2.108,2.090,2.052,2.055
Central African Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.194,10.526,9.544,3.585,3.113,2.365,2.358,2.350
Chad,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.859,3.718,1.958,3.000,3.000,3.000,3.000,3.000
Chile,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.839,4.640,2.864,3.036,3.000,3.000,3.000,3.000
China,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.500,1.500,1.200,1.500,2.000,2.500,3.000,3.000
Colombia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.932,3.659,3.598,3.244,3.039,3.039,3.039,3.039
Comoros,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.475,2.800,1.800,2.500,2.500,2.500,2.772,3.271
Democratic Republic of the Congo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.046,1.200,3.529,3.550,3.550,3.550,3.550,3.550
Republic of Congo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.088,0.476,3.005,2.561,2.563,3.109,2.719,2.385
Costa Rica,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.683,5.130,4.000,4.000,4.000,4.000,4.000,4.000
Côte d'Ivoire,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.415,0.854,0.900,1.800,2.000,2.000,2.000,2.000
Croatia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.298,0.186,-0.604,1.194,1.675,1.900,2.200,2.200
Cyprus,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.250,-1.000,-1.000,0.900,1.300,1.500,1.800,1.900
Czech Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.404,0.081,0.800,1.800,2.000,2.000,2.000,2.000
Denmark,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.694,0.307,0.800,1.600,2.000,2.000,2.000,2.000
Djibouti,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.549,2.762,3.000,3.000,3.000,3.000,3.000,3.000
Dominica,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.437,-0.088,0.907,0.606,1.809,1.701,2.051,2.466
Dominican Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.876,1.582,3.042,3.956,4.000,4.000,4.000,4.000
Ecuador,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.698,3.667,3.002,3.000,3.000,3.000,3.000,3.000
Egypt,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.754,8.205,11.000,10.721,9.958,8.000,7.001,7.000
El Salvador,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.786,0.477,0.600,1.700,2.000,2.000,2.000,2.000
Equatorial Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.866,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Eritrea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,12.256,12.256,12.256,12.256,12.256,12.300,12.300,12.256
Estonia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.047,-0.018,0.800,2.100,2.000,2.200,2.180,2.200
Ethiopia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.652,7.114,8.085,8.500,8.500,8.500,8.500,8.500
Fiji,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.427,0.081,3.000,3.000,3.000,2.900,2.900,2.900
Finland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.933,0.553,1.216,1.561,1.700,1.900,2.000,2.000
France,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.839,0.251,0.113,0.830,1.091,1.235,1.450,1.700
Gabon,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.263,1.738,2.500,2.500,2.500,2.500,2.500,2.500
The Gambia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.541,7.000,5.300,5.000,5.000,5.000,5.000,5.000
Georgia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.372,1.952,4.979,5.000,4.000,4.000,4.000,4.000
Germany,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.223,0.173,0.211,1.321,1.500,1.640,1.780,1.920
Ghana,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,13.495,16.987,12.000,8.600,8.200,7.500,7.400,7.400
Greece,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.709,-2.606,0.100,0.600,1.000,1.500,1.606,1.839
Grenada,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.240,-0.717,-0.978,2.281,2.358,2.087,1.922,1.889
Guatemala,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.387,2.950,3.001,3.400,4.000,4.000,4.000,4.000
Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.548,9.068,9.707,9.500,9.200,8.500,7.060,7.060
Guinea-Bissau,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.094,-0.094,2.000,2.500,2.500,2.500,2.500,2.500
Guyana,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.887,1.155,1.239,3.929,3.472,3.874,3.838,3.630
Haiti,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.539,5.344,6.057,5.030,5.000,5.000,5.000,5.000
Honduras,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.917,5.820,4.718,5.199,5.400,5.400,5.400,5.400
Hong Kong SAR,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.252,4.843,3.200,3.400,3.500,3.500,3.500,3.500
Hungary,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.400,-0.900,1.700,2.400,3.000,3.000,3.000,3.000
Iceland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.160,0.808,0.800,2.300,2.500,2.500,2.500,2.500
India,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.246,6.035,5.819,5.946,5.216,4.520,5.230,4.832
Indonesia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.080,8.359,4.601,4.800,4.792,4.792,4.792,4.792
Islamic Republic of Iran,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,19.692,16.000,17.000,17.000,17.000,17.000,17.000,17.000
Iraq,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.132,1.600,3.000,3.000,3.000,3.000,3.000,3.000
Ireland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.775,0.184,0.256,0.848,1.520,1.609,1.795,1.956
Israel,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.816,-0.196,0.684,2.206,1.986,1.986,1.986,1.986
Italy,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.671,-0.083,-0.020,1.162,1.000,1.120,1.240,1.340
Jamaica,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.473,4.700,7.000,7.250,7.000,6.500,6.000,6.000
Japan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.455,2.553,0.901,0.521,2.211,1.004,1.327,1.529
Jordan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.110,1.665,2.346,2.500,2.250,2.000,2.000,2.000
Kazakhstan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.800,7.430,4.892,5.500,5.400,5.700,5.700,5.700
Kenya,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.149,6.019,5.216,5.026,5.039,5.031,5.013,1.469
Kiribati,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.876,3.116,1.400,0.300,0.750,1.200,1.650,2.100
Korea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.143,0.834,2.575,2.500,3.708,3.000,3.000,3.000
Kosovo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.513,-0.445,1.510,1.499,1.756,1.867,1.950,2.240
Kuwait,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.656,2.941,3.338,3.565,4.021,4.016,4.006,4.023
Kyrgyz Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.970,10.475,10.067,7.781,6.321,5.472,5.472,5.472
Lao P.D.R.,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.649,2.399,4.636,5.432,6.300,5.500,5.500,5.500
Latvia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.408,0.273,1.649,1.700,2.300,2.200,2.000,2.000
Lebanon,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.120,-0.707,3.000,2.500,2.500,2.500,2.600,3.300
Lesotho,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.646,2.634,4.257,5.000,5.000,5.000,5.000,5.000
Liberia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.494,7.719,8.004,7.500,7.100,6.900,6.500,6.300
Libya,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.704,3.727,0.855,7.370,1.479,4.635,1.671,3.201
Lithuania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.525,-0.186,0.483,1.966,2.335,2.408,2.298,2.242
Luxembourg,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.550,-0.880,1.999,1.510,1.815,1.917,2.120,2.222
FYR Macedonia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.494,-0.502,0.800,1.800,1.700,2.000,2.000,2.000
Madagascar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.258,6.026,7.900,6.500,5.500,5.500,5.500,5.500
Malawi,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,23.500,24.152,12.046,8.030,6.952,7.461,7.940,7.386
Malaysia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.223,2.663,2.700,3.000,3.000,3.000,3.000,3.000
Maldives,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.064,1.172,0.428,2.815,3.992,4.470,4.468,4.468
Mali,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.000,1.161,1.315,2.560,2.564,2.568,2.573,2.577
Malta,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.004,0.396,1.100,1.400,1.800,1.800,1.900,1.900
Marshall Islands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.851,0.483,-0.585,0.976,2.537,2.375,2.281,2.281
Mauritania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.778,3.996,3.744,4.167,4.393,4.618,4.644,4.669
Mauritius,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.521,0.190,3.000,3.000,3.000,3.000,3.000,3.000
Mexico,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.974,4.097,3.065,3.000,3.000,3.000,3.000,3.000
Micronesia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.393,0.673,-1.004,1.862,2.037,2.075,1.981,2.032
Moldova,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.177,4.680,8.600,5.400,5.000,5.000,5.000,5.000
Mongolia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,11.189,10.683,7.975,7.420,7.059,6.773,6.563,6.500
Montenegro,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.282,-0.308,0.909,1.248,1.310,1.449,1.488,1.453
Morocco,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.376,1.572,1.500,2.000,2.000,2.000,2.000,2.000
Mozambique,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.960,1.100,5.500,5.600,5.600,5.600,5.600,5.600
Myanmar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.256,7.535,9.250,5.950,5.700,5.450,5.200,4.950
Namibia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.894,4.634,5.600,6.000,6.000,6.000,6.000,6.000
Nepal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.749,8.084,6.460,6.200,6.000,5.900,5.800,5.700
Netherlands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.440,0.086,0.353,0.979,1.265,1.459,1.524,1.554
New Zealand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.625,0.758,1.608,1.812,2.014,2.014,2.014,2.014
Nicaragua,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.675,6.480,5.983,7.000,7.000,7.000,7.000,7.000
Niger,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.141,-0.627,2.390,1.493,1.472,2.128,1.872,1.665
Nigeria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.938,7.945,12.000,9.500,8.000,7.500,7.000,7.000
Norway,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.039,2.073,2.300,2.300,2.300,2.500,2.500,2.500
Oman,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.304,1.011,0.972,2.571,2.830,2.792,2.755,2.735
Pakistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.853,8.225,4.000,5.000,5.000,5.000,5.000,5.000
Palau,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.000,1.800,2.000,2.000,2.000,2.000,2.000,0.000
Panama,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.737,1.013,2.400,2.000,2.000,2.000,2.000,2.000
Papua New Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.893,6.300,4.800,5.000,5.000,5.000,5.000,5.000
Paraguay,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.747,4.214,4.500,4.500,4.500,4.500,4.500,4.500
Peru,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.860,3.224,2.203,2.000,2.000,2.000,2.000,2.000
Philippines,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.110,2.705,2.421,3.445,3.850,3.750,3.650,3.525
Poland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.700,-1.000,0.363,1.481,1.867,2.500,2.500,2.500
Portugal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.172,-0.266,-1.552,5.891,-1.019,4.120,-0.467,0.396
Qatar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.489,2.862,1.780,2.721,2.861,2.708,2.515,2.324
Romania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.569,0.828,2.174,2.191,2.500,2.500,2.500,2.500
Russia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.470,11.400,12.016,8.000,5.000,4.000,4.000,4.000
Rwanda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.645,2.114,3.700,5.000,5.000,5.000,5.000,5.000
Samoa,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.732,0.200,2.300,2.100,2.000,3.000,3.000,3.000
San Marino,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.300,1.100,0.400,0.900,1.100,1.200,1.300,1.400
São Tomé and Príncipe,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.134,6.426,5.200,4.000,3.000,3.000,3.000,3.000
Saudi Arabia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.967,2.446,1.986,2.454,2.777,2.932,2.860,2.867
Senegal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.079,1.441,1.463,1.398,1.332,1.365,1.365,1.365
Serbia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.195,1.752,4.200,4.000,4.000,4.000,4.000,4.000
Seychelles,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.419,0.524,5.005,3.100,2.972,3.023,3.024,2.974
Sierra Leone,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.527,10.000,13.966,10.000,9.500,7.500,6.000,5.400
Singapore,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.013,-0.040,0.807,2.106,1.639,2.035,1.629,1.771
Slovak Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.400,-0.122,0.714,1.380,1.730,1.782,2.006,2.039
Slovenia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.660,0.164,-0.200,1.900,1.900,2.000,2.000,2.000
Solomon Islands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.468,4.024,0.166,6.659,4.151,4.529,4.493,11.422
South Africa,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.400,5.313,5.000,5.500,5.500,5.500,5.500,5.500
South Sudan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-8.787,5.048,5.000,5.000,5.000,5.000,5.000,5.000
Spain,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.305,-1.042,0.395,0.406,1.064,1.199,1.431,1.595
Sri Lanka,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.686,2.096,3.231,3.634,5.000,5.000,5.000,5.000
St. Kitts and Nevis,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.369,1.987,2.000,2.000,2.000,2.000,2.000,2.000
St. Lucia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.740,1.706,3.097,3.061,2.590,1.593,2.460,2.310
St. Vincent and the Grenadines,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.000,0.573,0.141,1.638,1.735,1.760,1.776,1.811
Sudan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,41.903,25.668,12.400,8.600,6.500,5.700,5.300,5.100
Suriname,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.588,3.871,2.145,2.958,3.129,3.181,3.215,3.261
Swaziland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.400,6.226,4.499,5.400,5.200,5.200,5.200,5.200
Sweden,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.137,-0.314,0.400,1.500,2.100,2.200,2.300,2.100
Switzerland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.103,-0.307,-1.493,0.300,0.500,1.000,1.000,1.000
Syria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,,,,,,,,
Taiwan Province of China,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.341,0.602,1.291,1.403,1.500,1.800,2.000,2.000
Tajikistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.707,7.360,11.694,6.507,6.444,6.000,6.000,6.000
Tanzania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.561,4.755,4.507,4.507,4.507,4.507,4.507,4.507
