Country,Subject Descriptor,Subject Notes,Units,2010,2011,2012,2013,2014,2015,2016,2017
Chile,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.972,4.440,2.487,3.000,3.000,3.000,3.000,3.000
China,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.600,4.100,2.800,3.100,3.000,3.000,3.000,3.000
Colombia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.182,3.725,2.695,3.046,3.006,3.006,3.006,3.006
Comoros,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.586,6.996,4.263,1.994,2.152,2.445,2.654,4.129
Democratic Republic of the Congo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.838,15.434,9.900,9.000,8.500,8.000,7.500,7.000
Republic of Congo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.369,1.770,5.273,4.089,2.949,2.795,2.768,2.768
Costa Rica,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.828,4.731,5.000,5.000,4.500,4.500,4.000,4.000
Côte d'Ivoire,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.104,1.900,1.500,2.500,2.500,2.500,2.500,2.500
Croatia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.915,2.050,3.731,3.000,3.000,3.000,3.000,3.000
Cyprus,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.947,4.155,2.710,2.200,1.800,1.700,1.900,2.000
Czech Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.303,2.424,3.100,2.200,2.000,2.000,2.000,2.000
Denmark,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.902,2.498,2.678,2.100,2.000,1.900,1.800,2.800
Djibouti,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.798,7.620,2.403,1.256,2.313,2.279,2.338,2.369
Dominica,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.058,2.049,3.617,1.466,1.605,1.769,1.947,1.999
Dominican Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.238,7.760,4.500,5.000,4.500,4.000,4.000,4.000
Ecuador,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.320,5.410,4.635,4.469,3.384,3.000,3.000,3.000
Egypt,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.704,11.783,7.257,12.307,10.941,9.000,7.000,6.000
El Salvador,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.130,5.052,3.000,2.800,2.800,2.800,2.800,2.800
Equatorial Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.326,6.524,6.962,7.016,7.036,6.909,6.866,6.888
Eritrea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,14.198,12.256,12.256,12.256,12.256,12.256,12.256,12.256
Estonia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.416,4.135,4.981,3.200,2.800,2.800,2.800,2.800
Ethiopia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,14.564,35.919,16.565,8.995,9.000,9.000,9.000,9.000
Fiji,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.884,7.786,4.500,4.500,4.000,3.500,3.500,3.500
Finland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.769,2.606,2.635,2.293,2.200,2.000,2.000,2.000
France,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.493,2.141,1.924,0.968,0.853,1.287,1.579,1.914
Gabon,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.687,2.302,2.300,2.600,2.800,3.000,3.000,3.000
The Gambia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.789,4.382,5.000,6.000,5.000,5.000,5.000,5.000
Georgia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,11.241,2.041,3.021,6.000,6.000,6.000,6.000,6.000
Germany,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.852,2.273,2.152,1.860,2.100,2.100,2.100,2.100
Ghana,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.579,8.579,11.503,9.450,8.950,8.450,7.950,7.450
Greece,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.108,2.200,0.400,-0.730,-0.350,0.264,0.716,1.059
Grenada,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.215,3.516,2.400,2.200,2.000,2.000,2.000,2.000
Guatemala,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.396,6.200,4.078,4.000,4.000,4.000,4.000,4.000
Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,20.803,19.026,12.039,8.731,6.168,5.915,5.915,5.915
Guinea-Bissau,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.703,3.350,3.300,1.700,3.500,2.000,2.000,2.000
Guyana,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.500,3.254,4.606,5.978,5.473,5.284,4.033,4.033
Haiti,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.665,10.381,5.996,5.000,4.500,4.000,3.500,3.000
Honduras,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.485,5.605,6.522,6.475,6.343,6.271,6.092,5.922
Hong Kong SAR,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.900,5.734,3.800,3.000,3.000,3.000,3.000,3.000
Hungary,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.650,4.100,5.400,3.500,3.000,3.000,3.000,3.000
Iceland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.459,5.263,5.302,3.655,2.753,2.439,2.522,2.495
India,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.467,6.486,12.987,9.328,6.637,5.654,4.994,5.043
Indonesia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.955,3.787,4.959,5.066,4.754,4.515,4.179,4.022
Islamic Republic of Iran,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,19.900,21.800,22.000,20.300,15.500,15.700,15.700,15.700
Iraq,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.312,6.020,6.000,5.500,4.500,4.000,4.000,4.000
Ireland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.189,1.422,1.197,1.000,2.045,1.718,1.821,1.808
Israel,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.621,2.161,2.029,2.047,2.047,2.047,2.047,2.047
Italy,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.093,3.654,1.518,2.918,0.980,1.150,1.300,1.410
Jamaica,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,11.773,6.008,7.229,7.960,6.008,6.008,6.008,6.008
Japan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.277,-0.288,-0.166,0.320,2.639,2.040,0.340,1.044
Jordan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.107,3.259,4.387,4.173,3.137,2.899,2.891,3.050
Kazakhstan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.800,7.400,5.672,6.591,6.379,6.273,5.957,5.957
Kenya,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.509,18.560,7.026,7.000,5.000,5.000,5.000,5.000
Kiribati,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.379,2.800,2.500,3.000,3.000,2.500,2.500,2.500
Korea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.034,4.158,2.200,3.000,3.000,3.000,3.000,3.000
Kosovo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.577,3.550,1.002,1.886,0.951,1.740,0.796,1.653
Kuwait,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.009,4.747,4.290,4.092,3.925,4.022,4.072,4.124
Kyrgyz Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,18.932,5.708,8.001,7.532,7.135,6.024,6.001,5.986
Lao P.D.R.,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.763,7.699,5.272,6.173,4.860,4.494,4.189,4.200
Latvia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.398,3.879,2.099,2.042,2.201,2.200,2.244,2.244
Lebanon,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.083,3.067,10.125,1.995,2.000,2.000,2.000,2.000
Lesotho,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.064,7.742,4.279,5.517,3.803,5.300,4.424,4.047
Liberia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.618,11.449,4.947,4.661,5.000,5.000,5.000,5.000
Libya,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.325,26.646,-1.700,3.100,4.400,4.001,4.000,4.000
Lithuania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.629,3.471,3.425,2.278,2.445,2.400,2.380,2.355
Luxembourg,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.111,3.410,1.848,2.292,2.444,2.529,2.533,2.544
FYR Macedonia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.956,2.783,2.000,2.000,2.000,2.000,2.000,2.000
Madagascar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.182,7.549,7.700,7.000,6.500,6.000,5.500,5.000
Malawi,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.270,9.798,22.594,11.772,7.158,6.404,5.808,5.160
Malaysia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.119,2.964,2.000,2.400,2.500,2.500,2.500,2.500
Maldives,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.090,20.850,8.000,8.000,7.500,7.000,4.000,3.038
Mali,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.944,5.294,6.421,7.607,4.466,4.784,4.987,5.129
Malta,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.041,1.472,3.525,2.553,2.100,2.000,2.100,2.200
Mauritania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.143,5.472,6.000,6.254,5.854,5.500,5.140,5.140
Mauritius,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.121,4.867,4.800,5.100,4.400,4.400,4.400,4.400
Mexico,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.402,3.819,3.986,3.271,3.007,2.998,3.000,3.000
Moldova,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.081,7.779,5.000,5.000,5.000,5.000,5.000,5.000
Mongolia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,14.292,9.395,12.909,10.403,8.500,7.917,7.333,6.750
Montenegro,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.659,2.757,3.755,2.908,3.710,3.309,3.510,3.409
Morocco,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.164,0.921,2.500,2.500,2.500,2.500,2.500,2.600
Mozambique,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,16.618,5.460,5.500,8.161,5.600,5.600,5.600,5.600
Myanmar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.878,5.039,5.600,5.284,4.995,4.995,4.995,4.995
Namibia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.088,7.200,6.160,5.700,5.200,4.500,4.500,4.500
Nepal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.968,9.682,11.475,7.274,6.646,6.746,6.731,5.515
Netherlands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.843,2.346,2.010,1.755,1.741,1.854,1.999,2.065
New Zealand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.026,1.847,2.438,2.523,2.371,2.218,2.015,2.015
Nicaragua,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.230,7.950,7.995,7.549,6.328,6.942,6.931,6.931
Niger,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.666,1.442,4.500,2.000,2.000,2.000,2.000,2.000
Nigeria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,11.742,10.333,11.000,9.500,7.000,7.000,7.000,7.000
Norway,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.758,0.153,1.700,1.800,2.500,2.500,2.500,2.500
Oman,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.192,3.292,4.690,3.008,2.908,2.811,3.017,3.323
Pakistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,11.762,13.313,11.265,11.765,12.000,12.000,13.000,13.000
Panama,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.907,6.313,6.200,5.500,4.500,4.000,4.000,4.000
Papua New Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.226,6.900,6.798,6.697,6.598,6.500,6.500,6.500
Paraguay,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.215,4.940,5.000,5.000,5.000,4.600,4.300,4.000
Peru,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.076,4.738,3.000,2.000,2.000,2.000,2.000,2.000
Philippines,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.638,4.163,4.621,4.042,4.000,4.000,4.000,4.000
Poland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.100,4.600,3.200,2.500,2.500,2.500,2.500,2.500
Portugal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.446,3.495,2.256,0.218,1.607,1.231,2.107,0.891
Qatar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.402,1.923,2.021,3.016,2.988,4.025,4.025,4.000
Romania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.960,3.140,3.640,3.209,3.000,2.900,2.700,2.600
Russia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.780,6.100,6.708,6.500,6.500,6.500,6.500,6.500
Rwanda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.227,8.336,6.300,5.900,5.000,5.000,5.000,5.000
Samoa,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.296,2.868,5.500,4.000,4.000,4.000,4.000,4.000
San Marino,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.991,2.000,1.900,1.800,1.700,1.600,1.500,1.400
São Tomé and Príncipe,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,12.890,11.939,8.301,6.000,4.000,3.000,3.000,3.000
Saudi Arabia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.431,5.303,4.747,3.961,4.016,4.008,4.003,3.999
Senegal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.290,2.747,2.194,2.139,2.141,2.143,2.074,2.075
Serbia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.261,7.000,8.622,5.017,4.000,4.000,4.000,3.500
Seychelles,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.405,5.512,7.045,3.144,3.144,3.144,3.144,3.144
Sierra Leone,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,18.397,16.911,11.000,7.500,7.000,5.500,5.400,5.400
Singapore,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.967,5.536,3.788,4.911,3.465,2.725,2.765,2.344
Slovak Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.339,4.652,2.465,2.631,2.300,2.300,2.300,2.300
Slovenia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.857,2.073,1.722,1.400,2.000,2.100,2.100,2.100
Solomon Islands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.775,9.383,4.620,4.475,4.595,4.250,4.314,4.286
South Africa,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.486,6.087,5.300,5.250,4.900,4.800,4.700,4.700
South Sudan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,,65.554,60.433,-5.852,5.000,5.000,5.000,5.000
Spain,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.861,2.356,3.284,1.352,1.446,1.378,1.409,1.424
Sri Lanka,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.821,4.891,10.094,7.176,6.000,6.000,6.000,6.000
St. Kitts and Nevis,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.197,2.876,1.896,2.500,2.500,2.500,2.500,2.500
St. Lucia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.217,4.784,2.167,2.947,2.924,2.654,2.843,3.157
St. Vincent and the Grenadines,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.860,4.738,0.841,2.564,2.513,2.513,2.513,2.513
Sudan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,15.352,18.884,28.618,16.958,10.809,10.087,8.418,6.826
Suriname,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.341,15.296,5.743,4.953,4.019,4.019,4.019,4.019
Swaziland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.500,7.766,3.080,14.268,0.024,9.612,1.709,4.700
Sweden,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.101,0.445,0.877,2.000,2.000,2.000,2.000,2.000
Switzerland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.520,-0.715,-0.500,0.500,1.000,1.000,1.000,1.000
Syria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.321,,,,,,,
Taiwan Province of China,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.596,-3.429,2.500,2.000,2.000,2.000,2.000,2.000
Tajikistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.804,9.315,6.451,7.979,6.953,6.953,6.953,6.953
Tanzania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.553,19.754,11.065,9.573,6.611,6.756,6.356,6.356
Thailand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.046,3.535,4.708,1.897,3.336,1.392,3.711,1.771
Democratic Republic of Timor-Leste,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.204,17.373,8.959,8.000,8.000,8.000,8.000,8.000
Togo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.950,1.465,1.000,12.025,-6.500,12.893,-3.078,11.145
