WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	Estimates Start After
001	PCPIPCH	World	Inflation, average consumer prices		Percent change			17.434	15.442	14.768	14.308	15.718	15.022	11.413	14.343	19.770	24.993	27.736	17.067	34.596	34.743	27.575	14.491	8.634	6.139	5.564	5.448	4.561	4.224	3.536	3.702	3.568	3.755	3.705	4.049	6.003	2.433	3.671	4.891	3.996	3.722	3.623	3.440	3.392	3.373	
001	PCPIEPCH	World	Inflation, end of period consumer prices		Percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	26.950	25.896	18.046	36.671	37.023	22.662	11.352	7.437	5.415	6.426	4.524	4.514	3.556	3.979	3.286	3.835	3.782	3.563	5.020	4.376	3.113	4.196	4.498	3.901	3.691	3.502	3.416	3.345	3.318	
001	FLIBOR3	World	Three-month London interbank offered rate (LIBOR)		Percent																																									
001	TRADEPCH	World	Trade volume of goods and services		Percent change			3.253	3.148	-1.830	1.852	8.994	3.097	3.731	6.401	8.821	8.128	6.751	4.755	5.667	3.380	9.485	10.142	7.033	10.320	4.902	5.618	12.107	0.420	3.911	5.431	10.657	7.714	9.157	7.836	3.016	-10.385	12.553	5.831	3.202	4.480	5.774	6.100	6.283	6.335	
001	TM_RPCH	World	Volume of imports of goods and services		Percent change			1.841	2.055	-1.845	2.018	9.365	3.079	4.222	6.944	8.813	8.497	6.176	4.287	5.273	2.829	9.974	10.601	7.382	9.807	4.952	6.095	12.194	0.432	4.004	5.558	10.905	7.810	8.903	7.960	3.263	-10.746	12.532	5.907	3.551	4.533	5.810	6.087	6.263	6.315	
001	TMG_RPCH	World	Volume of imports of goods		Percent change			1.665	0.853	-1.418	2.436	10.226	3.704	5.396	6.979	10.166	7.340	6.353	4.752	6.782	3.432	10.411	10.741	7.073	10.363	5.058	6.465	12.681	-0.228	4.269	6.237	11.288	8.033	8.936	7.502	2.671	-11.797	14.118	6.566	3.743	4.875	6.012	6.234	6.370	6.495	
001	TX_RPCH	World	Volume of exports of goods and services		Percent change			4.702	4.238	-1.815	1.690	8.631	3.116	3.247	5.861	8.830	7.757	7.333	5.223	6.057	3.922	9.008	9.690	6.687	10.831	4.853	5.147	12.021	0.408	3.818	5.304	10.409	7.618	9.414	7.711	2.767	-10.018	12.575	5.754	2.851	4.427	5.737	6.113	6.303	6.356	
001	TXG_RPCH	World	Volume of exports of goods		Percent change			4.158	3.925	-2.271	2.278	9.050	3.157	2.988	6.163	9.669	7.298	6.306	5.243	6.462	4.190	9.554	10.480	6.244	11.490	4.899	5.405	12.700	0.017	3.641	5.521	9.951	7.394	9.212	6.863	2.389	-11.259	14.041	6.010	3.051	4.406	5.565	6.041	6.228	6.344	
001	TTPCH	World	Terms of trade of goods and services		Percent change																																									
001	TTTPCH	World	Terms of trade of goods		Percent change																																									
001	TXGM_D	World	Export price of manufactures		U.S. dollars; index, 2000=100																																									
001	TXGM_DPCH	World	Export price of manufactures		U.S. dollars; annual percent change																																									
001	LUR	World	Unemployment rate		Percent of total labor force																																									
001	LE	World	Employment		Index, 2000=100																																									
001	GGR_NGDP	World	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	Percent of GDP																																									
001	GGX_NGDP	World	General government total expenditure	Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.	Percent of GDP																																									
001	GGXCNL_NGDP	World	General government net lending/borrowing	Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.	Percent of GDP																																									
001	GGSB_NPGDP	World	General government structural balance		Percent of potential GDP																																									
001	GGXONLB_NGDP	World	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP																																									
001	GGXWDN_NGDP	World	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP																																									
001	GGXWDG_NGDP	World	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP																																									
001	BCA	World	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	U.S. dollars	Billions		-58.457	-72.761	-89.131	-76.740	-83.849	-87.938	-78.943	-72.721	-72.778	-94.535	-103.942	-131.679	-111.425	-59.264	-57.106	-54.742	-46.964	-0.825	-82.336	-119.698	-170.113	-169.739	-135.288	-66.818	-3.226	33.185	213.410	311.911	191.593	220.693	315.709	387.923	196.774	179.645	124.596	96.617	88.761	73.148	
001	BCA_NGDPD	World	Current account balance		Percent of GDP																																									
001	BM	World	Imports of goods and services		U.S. dollars	Billions		-2,311.504	-2,299.586	-2,155.972	-2,096.984	-2,210.890	-2,231.019	-2,463.655	-2,920.836	-3,273.831	-3,544.535	-4,086.078	-4,258.036	-4,680.574	-4,658.203	-5,185.071	-6,233.505	-6,576.524	-6,809.958	-6,762.638	-7,048.192	-7,901.403	-7,656.461	-7,978.486	-9,251.558	-11,231.857	-12,731.407	-14,564.725	-16,870.469	-19,461.105	-15,526.843	-18,451.106	-21,718.037	-22,068.870	-22,969.413	-24,246.004	-25,758.811	-27,481.790	-29,379.994	
001	BX	World	Exports of goods and services		U.S. dollars	Billions		2,292.279	2,285.256	2,122.851	2,063.894	2,178.521	2,207.350	2,454.188	2,926.320	3,280.324	3,541.187	4,104.312	4,254.881	4,705.308	4,721.051	5,277.291	6,339.055	6,683.333	6,940.490	6,842.581	7,095.734	7,899.713	7,633.479	8,004.996	9,325.538	11,330.204	12,892.721	14,855.320	17,296.685	19,816.920	15,885.890	18,908.021	22,272.125	22,427.572	23,297.393	24,485.913	25,930.571	27,610.374	29,476.258	
001	BFXP	World	Private financial flows, net	Net private financial flows comprises net private direct investment, net private portfolio flows, and net other private financial flows.	U.S. dollars	Billions																																								
001	BFPP	World	Private portfolio flows, net		U.S. dollars	Billions																																								
001	BFD	World	Direct investment, net		U.S. dollars	Billions																																								
001	BFOP	World	Other private financial flows, net	Net other private financial flows is the difference between net other investment and net other official investment.	U.S. dollars	Billions																																								
001	BFXG	World	Official flows, net		U.S. dollars	Billions																																								
001	BFRA	World	Change in reserves	Measured as flows. Comprises monetary gold, SDRs, reserve position in the Fund, foreign exchange assets, and other claims. Official holdings of gold are valued at SDR 35 an ounce. This convention results in a marked underestimation of reserves for countries that have substantial gold holdings. Securities not included are included in direct investment and portfolio investment. A minus sign indicates an increase.	U.S. dollars	Billions																																								
001	D	World	External debt, total		U.S. dollars	Billions																																								
001	D_NGDPD	World	External debt, total		Percent of GDP																																									
001	D_BX	World	External debt, total		Percent of exports of goods and services																																									
001	DS	World	External debt, total debt service		U.S. dollars	Billions																																								
001	DS_NGDPD	World	External debt, total debt service		Percent of GDP																																									
001	DS_BX	World	External debt, total debt service		Percent of exports of goods and services																																									
001	DSI	World	External debt, total debt service, interest		U.S. dollars	Billions																																								
001	DSI_NGDPD	World	External debt, total debt service, interest		Percent of GDP																																									
001	DSI_BX	World	External debt, total debt service, interest		Percent of exports of goods and services																																									
001	DSP	World	External debt, total debt service, amortization		U.S. dollars	Billions																																								
001	DSP_NGDPD	World	External debt, total debt service, amortization		Percent of GDP																																									
001	DSP_BX	World	External debt, total debt service, amortization		Percent of exports of goods and services																																									
001	PALLFNFW	World	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	54.873	52.514	54.703	59.170	62.161	59.467	47.753	49.917	63.264	58.279	58.300	65.045	80.486	100.000	120.712	134.966	172.168	120.519	151.983	191.701	186.871	183.141	n/a	n/a	n/a	n/a	
001	PNFUELW	World	Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices		Index, 2005=100			101.200	90.491	82.544	86.454	85.948	77.183	78.757	88.229	102.438	95.741	94.048	86.327	84.572	84.722	93.529	100.587	99.383	95.838	83.294	76.380	79.626	75.828	77.299	81.826	94.285	100.000	123.242	140.563	151.135	127.404	160.965	189.581	171.641	166.586	n/a	n/a	n/a	n/a	
001	PINDUW	World	Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices		Index, 2005=100			72.982	60.739	54.307	61.280	60.728	53.391	56.413	72.124	93.731	90.712	86.009	75.910	74.372	75.028	85.223	94.569	87.192	86.270	71.735	71.329	77.741	72.591	71.379	75.331	89.158	100.000	136.324	154.342	145.667	118.726	170.040	197.865	167.595	161.383	n/a	n/a	n/a	n/a	
001	POILAPSP	World	Crude Oil (petroleum), Simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Dollars per barrel			35.707	34.038	31.544	29.469	28.546	27.371	14.172	18.198	14.769	17.906	22.985	19.368	19.036	16.787	15.948	17.204	20.373	19.268	13.074	17.981	28.234	24.331	24.950	28.892	37.760	53.354	64.273	71.128	97.035	61.777	79.030	104.008	106.177	105.098	n/a	n/a	n/a	n/a	
001	PNRGW	World	Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	37.499	33.671	31.988	34.939	40.386	38.189	26.961	34.435	53.692	48.012	47.185	55.228	72.414	100.000	119.233	131.692	184.472	116.492	146.727	192.941	195.781	192.826	n/a	n/a	n/a	n/a	
001	POILAPSPW	World	Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Index, 2005=100			66.924	63.797	59.122	55.233	53.503	51.300	26.561	34.109	27.681	33.560	43.080	36.300	35.678	31.463	29.891	32.245	38.185	36.112	24.504	33.701	52.918	45.602	46.763	54.151	70.772	100.000	120.464	133.312	181.870	115.787	148.124	194.939	199.005	196.981	n/a	n/a	n/a	n/a	
001	PNGASW	World	Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	38.099	40.460	36.430	39.815	44.563	42.702	34.394	33.774	60.083	60.110	47.971	62.978	69.819	100.000	115.309	116.868	173.657	109.642	113.333	154.308	170.752	175.470	n/a	n/a	n/a	n/a	
001	PNGASEUW	World	Natural Gas, Price index Russian Natural Gas border price in Germany		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	64.413	58.157	36.010	32.122	26.862	34.404	50.845	39.983	43.928	39.096	45.581	46.492	45.146	37.954	30.549	58.392	65.481	45.078	58.940	63.483	100.000	138.842	137.658	222.105	149.704	139.011	179.149	201.597	205.457	n/a	n/a	n/a	n/a	
001	PNGASJPW	World	Natural Gas, Price index Indonesian Liquefied Natural Gas in Japan		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	53.235	51.155	46.712	50.575	55.492	53.478	39.163	47.529	74.440	66.394	62.946	70.826	83.766	100.000	114.457	119.599	164.818	106.517	133.393	221.164	259.285	260.672	n/a	n/a	n/a	n/a	
001	PNGASUSW	World	Natural Gas, Price index Natural Gas spot price at the Henry Hub terminal in Louisiana		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16.370	19.755	23.857	21.608	19.234	30.347	27.761	23.560	25.514	48.607	44.674	37.924	62.009	66.668	100.000	76.069	78.715	99.957	44.514	49.527	45.131	29.670	39.181	n/a	n/a	n/a	n/a	
001	PCOALW	World	Commodity Coal Price Index includes Australian and South African Coal		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	76.484	75.893	73.012	60.841	63.050	77.031	74.256	68.647	57.484	51.132	52.682	65.346	53.715	56.823	112.678	100.000	104.447	137.621	265.904	148.843	205.966	253.686	195.810	153.734	n/a	n/a	n/a	n/a	
001	PCOALAUW	World	Coal, Price Index Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla		Index, 2005=100			84.150	99.598	107.340	74.845	60.676	66.147	61.003	53.898	68.352	74.477	77.744	77.744	75.580	61.411	63.306	77.165	74.622	68.792	57.290	50.746	51.448	63.330	53.036	54.788	111.186	100.000	103.084	138.034	266.908	150.972	207.818	253.985	194.939	153.364	n/a	n/a	n/a	n/a	
001	PCOALSAW	World	Coal, Price Index South African export price		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	71.374	68.389	62.600	58.529	62.012	76.485	72.769	68.062	58.270	52.699	57.686	73.522	56.472	65.075	118.726	100.000	109.972	135.948	261.829	140.208	198.451	252.473	199.341	155.232	n/a	n/a	n/a	n/a	
001	PFANDBW	World	Commodity Food and Beverage Price Index includes Food and Beverage Price Indices		Index, 2005=100			129.136	119.947	110.497	111.377	110.917	100.739	100.880	104.172	111.058	100.718	102.006	96.640	94.671	94.319	101.751	106.545	111.451	105.310	94.738	81.382	81.492	79.032	83.159	88.256	99.360	100.000	110.289	126.921	156.548	135.995	151.981	181.379	175.647	171.737	n/a	n/a	n/a	n/a	
001	PFOODW	World	Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices		Index, 2005=100			125.055	118.702	108.557	108.002	105.025	95.841	94.246	102.135	110.395	101.123	103.698	98.395	97.151	96.318	99.286	104.383	112.030	102.579	92.064	80.156	82.121	80.485	83.330	88.556	100.948	100.000	110.496	127.312	157.041	133.999	149.354	178.761	176.882	173.336	n/a	n/a	n/a	n/a	
001	PCEREW	World	Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley		Index, 2005=100			121.942	127.207	103.260	110.112	107.592	92.036	76.288	73.768	97.834	108.159	95.903	94.591	98.861	92.486	99.157	117.510	140.990	108.789	93.319	81.564	78.845	82.460	94.201	95.360	102.986	100.000	121.298	158.736	222.631	162.381	166.479	231.239	233.446	238.888	n/a	n/a	n/a	n/a	
001	PWHEAMTW	World	Wheat, Price index No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico		Index, 2005=100			113.308	114.775	105.193	103.265	99.931	89.104	75.385	74.059	95.250	111.024	88.903	84.400	99.162	91.979	98.258	116.086	135.885	104.740	82.719	73.505	74.787	83.184	97.434	95.869	102.914	100.000	125.769	167.415	213.817	146.571	146.730	207.427	198.720	210.740	n/a	n/a	n/a	n/a	
001	PMAIZMTW	World	Maize (corn), Price Index U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price		Index, 2005=100			127.753	132.720	109.850	138.188	138.021	114.151	89.213	76.745	108.683	113.173	111.050	109.214	105.901	103.693	109.524	125.451	167.189	119.071	103.264	91.757	89.649	91.061	100.943	106.891	113.589	100.000	123.559	165.904	226.865	168.224	189.021	296.508	302.975	299.017	n/a	n/a	n/a	n/a	
001	PRICENPQW	World	Rice, Price Index 5% broken milled white rice, Thailand nominal price quote		Index, 2005=100			150.677	167.760	101.933	96.186	87.644	75.541	67.984	74.499	96.330	104.148	94.043	102.034	93.001	82.432	93.623	111.462	117.460	105.093	106.119	86.504	70.774	60.006	66.650	69.303	85.397	100.000	105.456	115.490	243.284	204.779	180.867	191.692	200.453	192.140	n/a	n/a	n/a	n/a	
001	PBARLW	World	Barley, Price Index Canadian no.1 Western Barley, spot price		Index, 2005=100			82.279	83.854	67.011	74.561	82.799	61.862	50.022	57.849	73.975	79.029	84.064	82.340	82.749	75.073	76.411	109.397	125.861	102.272	89.458	79.869	81.234	98.800	114.610	110.140	104.114	100.000	122.653	181.307	210.856	135.029	166.575	217.949	257.284	292.920	n/a	n/a	n/a	n/a	
001	PVOILW	World	Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices		Index, 2005=100			110.392	107.202	87.665	102.129	110.604	85.953	71.903	76.267	103.344	92.512	86.029	84.721	83.989	90.705	98.748	103.527	113.914	114.545	103.033	77.837	74.406	71.491	82.547	98.821	114.007	100.000	103.425	143.434	192.542	153.973	170.374	209.133	224.659	219.732	n/a	n/a	n/a	n/a	
001	PSOYBW	World	Soybeans, Price Index U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par		Index, 2005=100			118.905	117.151	99.174	116.350	115.404	90.968	84.679	87.618	125.362	110.690	98.192	93.567	94.026	103.139	102.858	100.395	124.346	125.755	100.070	78.392	82.037	75.629	84.643	104.515	124.006	100.000	97.455	142.211	203.158	169.651	172.519	217.021	252.080	247.609	n/a	n/a	n/a	n/a	
001	PSMEAW	World	Soybean Meal, Price Index Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein		Index, 2005=100			109.681	109.468	94.981	108.215	92.921	70.670	81.114	89.665	126.284	113.745	93.500	93.473	95.402	105.231	96.720	96.493	129.460	136.019	84.917	74.147	90.964	87.777	89.415	104.322	125.001	100.000	94.271	128.145	178.817	174.605	161.019	184.126	240.548	228.541	n/a	n/a	n/a	n/a	
001	PSOILW	World	Soybean Oil, Price index Chicago Soybean Oil Futures (first contract forward) exchange approved grades		Index, 2005=100			108.012	99.522	81.344	103.127	130.699	115.301	73.503	74.010	106.841	91.469	99.273	90.105	87.381	101.493	121.642	117.940	109.779	106.074	113.463	79.154	70.968	69.993	82.671	100.915	119.104	100.000	111.245	161.320	228.702	158.754	186.552	245.250	240.630	251.086	n/a	n/a	n/a	n/a	
001	PROILW	World	Rapeseed Oil, Price index FOB Rotterdam		Index, 2005=100			79.389	67.231	58.052	69.568	95.475	75.031	49.848	48.176	74.618	66.106	59.432	57.777	56.188	63.926	86.171	87.759	78.099	78.066	87.449	59.460	48.024	54.355	66.464	83.718	98.923	100.000	118.080	140.347	197.473	118.754	140.332	189.555	168.934	155.451	n/a	n/a	n/a	n/a	
001	PPOILW	World	Palm oil, Price index  Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA		Index, 2005=100			131.046	128.256	100.031	112.692	163.803	112.580	57.760	76.976	98.252	78.755	65.139	76.189	88.480	84.894	118.925	146.217	127.052	133.382	163.413	102.608	71.023	64.837	97.024	111.609	118.232	100.000	113.361	195.580	234.688	175.168	233.879	292.777	275.419	273.194	n/a	n/a	n/a	n/a	
001	PSUNOW	World	Sunflower oil, Price index US export price from Gulf of Mexico		Index, 2005=100			48.580	49.072	40.593	42.858	58.864	51.108	40.508	39.324	52.002	52.964	52.735	51.297	49.118	59.602	63.216	55.193	48.962	48.656	58.122	40.755	33.142	38.103	52.932	56.791	64.166	100.000	62.305	58.801	147.976	91.012	103.623	141.702	129.276	102.093	n/a	n/a	n/a	n/a	
001	POLVOILW	World	Olive Oil, Price Index extra virgin less than 1% free fatty acid, ex-tanker price U.K.		Index, 2005=100			38.855	35.453	33.926	33.927	33.624	35.115	38.122	41.292	41.661	44.260	58.206	57.706	57.580	48.986	57.053	81.525	108.081	76.760	58.470	66.141	53.996	48.328	52.554	68.793	83.907	100.000	99.430	82.640	75.509	63.585	57.459	55.631	50.565	54.247	n/a	n/a	n/a	n/a	
001	PFISHW	World	Fishmeal, Price index Peru Fish meal/pellets 65% protein, CIF		Index, 2005=100			136.183	126.216	95.506	122.167	100.748	73.679	77.491	87.010	94.537	87.065	87.521	70.596	69.565	54.354	54.171	70.069	84.553	86.795	95.266	58.196	60.746	71.222	86.742	87.365	93.103	100.000	144.348	159.287	155.892	168.746	233.694	204.138	211.517	212.502	n/a	n/a	n/a	n/a	
001	PGNUTSW	World	Groundnuts (peanuts), Price index 40/50 (40 to 50 count per ounce), cif Argentina		Index, 2005=100			181.333	184.388	121.345	141.557	122.677	100.760	111.260	77.423	83.313	102.526	138.545	139.052	84.426	120.613	119.753	106.185	105.332	113.666	103.380	99.159	102.133	97.939	85.154	111.285	118.319	100.000	107.769	153.096	203.837	129.321	161.146	224.161	234.651	230.625	n/a	n/a	n/a	n/a	
001	PMEATW	World	Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices		Index, 2005=100			94.728	97.722	116.297	103.773	101.316	98.517	104.333	106.297	91.666	87.470	104.409	99.588	82.267	90.836	83.208	79.295	94.504	86.468	71.407	71.420	79.374	85.301	79.045	81.571	100.720	100.000	95.456	99.351	103.240	98.016	117.209	134.495	134.808	131.703	n/a	n/a	n/a	n/a	
001	PBEEFW	World	Beef, Price Index Australian and New Zealand 85% lean fores, FOB U.S. import price		Index, 2005=100			105.442	94.435	91.293	93.214	86.844	82.262	80.000	91.111	96.162	98.091	97.926	101.773	93.773	100.008	89.125	72.856	68.197	70.891	65.944	70.024	73.941	81.312	80.354	75.580	95.939	100.000	97.394	99.418	102.000	100.753	128.422	154.283	155.647	146.341	n/a	n/a	n/a	n/a	
