WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	Estimates Start After
001	TRADEPCH	World	Trade volume of goods and services		Percent change			2.979	3.094	-1.589	1.565	8.627	2.629	4.415	6.559	8.908	8.218	6.859	5.232	5.649	2.967	9.438	9.638	6.652	9.940	4.598	5.190	12.331	0.539	3.822	5.930	11.083	7.936	9.370	8.043	3.064	-10.414	12.548	7.235	3.037	3.597	3.827	2.848	2.220	5.241	4.176	3.996	4.065	3.865	3.758	3.599	
001	TM_RPCH	World	Volume of imports of goods and services		Percent change			1.686	2.116	-1.545	1.705	8.869	2.317	5.167	7.230	8.867	8.582	6.719	4.411	5.378	2.250	10.310	9.650	7.105	9.698	4.889	5.745	12.457	0.591	3.777	6.172	11.012	8.037	9.158	8.219	3.126	-10.813	12.428	7.390	2.952	3.434	4.003	2.745	2.224	5.200	4.516	4.296	4.220	4.069	3.927	3.655	
001	TMG_RPCH	World	Volume of imports of goods		Percent change			1.291	1.256	-1.501	2.748	10.089	3.287	6.155	6.901	9.803	7.871	6.588	5.138	6.470	3.032	10.753	10.263	6.961	10.189	4.955	6.170	12.890	0.034	3.903	6.973	11.327	8.197	9.274	8.059	3.043	-12.074	13.965	7.812	2.516	3.027	3.005	1.864	2.231	5.637	4.959	4.488	4.380	4.164	3.989	3.674	
001	TX_RPCH	World	Volume of exports of goods and services		Percent change			4.277	4.049	-1.632	1.431	8.395	2.931	3.691	5.905	8.947	7.859	6.999	6.046	5.914	3.664	8.603	9.626	6.212	10.178	4.314	4.645	12.206	0.487	3.868	5.690	11.153	7.836	9.582	7.867	3.002	-10.015	12.666	7.082	3.121	3.760	3.654	2.950	2.217	5.281	3.840	3.697	3.909	3.662	3.588	3.543	
001	TXG_RPCH	World	Volume of exports of goods		Percent change			4.082	4.431	-2.151	1.886	8.990	3.536	3.362	6.085	9.571	7.639	6.296	5.984	6.633	4.174	9.132	10.143	5.837	11.021	4.253	5.072	13.011	0.150	3.831	6.426	11.053	7.835	9.660	7.270	2.659	-11.289	14.772	6.907	3.112	3.438	2.871	2.106	2.040	5.128	3.940	3.769	3.897	3.579	3.441	3.417	
001	TTPCH	World	Terms of trade of goods and services		Percent change																																															
001	TTTPCH	World	Terms of trade of goods		Percent change																																															
001	TXGM_D	World	Export price of manufactures		U.S. dollars; index, 2000=100																																															
001	TXGM_DPCH	World	Export price of manufactures		U.S. dollars; annual percent change																																															
001	LUR	World	Unemployment rate		Percent of total labor force																																															
001	LE	World	Employment		Index, 2000=100																																															
001	GGR_NGDP	World	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	Percent of GDP																																															
001	GGX_NGDP	World	General government total expenditure	Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.	Percent of GDP																																															
001	GGXCNL_NGDP	World	General government net lending/borrowing	Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.	Percent of GDP																																															
001	GGSB_NPGDP	World	General government structural balance		Percent of potential GDP																																															
001	GGXONLB_NGDP	World	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP																																															
001	GGXWDN_NGDP	World	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP																																															
001	GGXWDG_NGDP	World	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP																																															
001	BCA	World	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	U.S. dollars	Billions		-57.205	-82.898	-92.212	-76.293	-68.477	-64.293	-67.256	-65.629	-59.129	-85.307	-114.085	-153.447	-138.221	-67.631	-89.001	-72.486	-60.156	3.979	-76.227	-94.994	-132.634	-157.090	-119.694	-57.357	29.390	55.819	181.719	230.695	82.871	155.268	276.744	339.898	378.579	397.599	418.667	240.636	260.841	425.823	372.972	255.604	181.684	64.024	-57.225	-121.704	
001	BCA_NGDPD	World	Current account balance		Percent of GDP																																															
001	BM	World	Imports of goods and services		U.S. dollars	Billions																																														
001	BX	World	Exports of goods and services		U.S. dollars	Billions																																														
001	BF	World	Financial account balance		U.S. dollars	Billions																																														
001	BFD	World	Direct investment, net		U.S. dollars	Billions																																														
001	BFP	World	Portfolio investment, net		U.S. dollars	Billions																																														
001	BFF	World	Financial derivatives, net		U.S. dollars	Billions																																														
001	BFO	World	Other investment, net		U.S. dollars	Billions																																														
001	BFRA	World	Change in reserves		U.S. dollars	Billions																																														
001	D	World	External debt, total		U.S. dollars	Billions																																														
001	D_NGDPD	World	External debt, total		Percent of GDP																																															
001	D_BX	World	External debt, total		Percent of exports of goods and services																																															
001	DS	World	External debt, total debt service		U.S. dollars	Billions																																														
001	DS_NGDPD	World	External debt, total debt service		Percent of GDP																																															
001	DS_BX	World	External debt, total debt service		Percent of exports of goods and services																																															
001	DSI	World	External debt, total debt service, interest		U.S. dollars	Billions																																														
001	DSI_NGDPD	World	External debt, total debt service, interest		Percent of GDP																																															
001	DSI_BX	World	External debt, total debt service, interest		Percent of exports of goods and services																																															
001	DSP	World	External debt, total debt service, amortization		U.S. dollars	Billions																																														
001	DSP_NGDPD	World	External debt, total debt service, amortization		Percent of GDP																																															
001	DSP_BX	World	External debt, total debt service, amortization		Percent of exports of goods and services																																															
001	PALLFNFW	World	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	55.043	52.752	55.009	59.502	62.385	59.650	47.726	49.809	63.105	58.343	58.173	65.027	80.362	100.000	120.839	134.908	172.501	120.725	152.382	192.454	185.987	183.055	171.717	111.161	100.253	115.585	136.428	134.573	130.734	127.992	126.136	125.007	
001	PNFUELW	World	Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices		Index, 2005=100			103.512	92.077	83.384	87.433	86.629	77.513	79.227	88.456	102.981	97.211	94.543	86.833	85.012	85.350	94.340	101.466	99.969	96.314	83.204	76.075	79.181	75.984	76.940	81.758	93.919	100.000	123.545	140.415	151.757	128.021	162.145	191.554	172.031	169.472	162.826	134.247	132.167	141.099	144.853	143.852	144.332	144.824	144.949	145.123	
001	PINDUW	World	Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices		Index, 2005=100			72.947	60.709	54.281	61.256	60.698	53.370	56.387	72.080	93.687	90.659	85.951	75.850	74.304	74.936	85.128	94.485	87.108	86.195	71.680	71.261	77.674	72.536	71.321	75.265	89.080	100.000	136.289	154.313	145.676	118.664	169.938	197.733	167.118	163.285	153.656	123.869	117.013	133.519	138.756	134.737	134.735	134.935	135.185	135.535	
001	POILAPSP	World	Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	U.S. dollars	Units		35.707	34.038	31.544	29.469	28.546	27.371	14.172	18.198	14.769	17.906	22.985	19.368	19.036	16.787	15.948	17.204	20.373	19.268	13.074	17.981	28.234	24.331	24.950	28.892	37.760	53.354	64.273	71.128	97.035	61.777	79.030	104.008	105.007	104.069	96.247	50.793	42.837	52.814	69.377	68.759	65.730	63.096	61.325	60.270	
001	POILBRE	World	Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel		U.S. dollars	Units		37.892	36.676	33.418	29.783	28.743	27.611	14.433	18.436	14.975	18.248	23.711	19.982	19.414	16.998	15.826	17.056	20.453	19.116	12.719	17.699	28.308	24.412	24.998	28.853	38.298	54.434	65.390	72.713	97.660	61.861	79.631	110.952	111.960	108.844	98.943	52.399	44.047	54.401	71.900	72.284	69.396	66.753	64.970	63.929	
001	POILDUB	World	Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel		U.S. dollars	Units		35.846	34.294	31.757	28.468	27.509	26.508	13.056	16.964	13.360	15.781	20.730	16.607	17.138	14.906	14.832	16.128	18.537	18.102	12.090	17.076	26.085	22.710	23.734	26.733	33.456	49.202	61.432	68.368	93.777	61.755	78.058	106.027	108.919	105.430	96.664	51.232	41.236	53.116	69.812	69.868	67.013	64.367	62.590	61.518	
001	POILWTI	World	Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel		U.S. dollars	Units		37.879	36.168	32.670	30.604	29.388	27.992	15.024	19.193	15.972	19.692	24.518	21.512	20.555	18.455	17.183	18.432	22.132	20.585	14.416	19.166	30.315	25.869	26.116	31.095	41.445	56.444	66.053	72.285	99.588	61.690	79.401	95.046	94.143	97.934	93.135	48.748	43.226	50.924	66.419	64.125	60.781	58.168	56.417	55.362	
001	PNRGW	World	Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	37.510	33.681	31.998	34.951	40.397	38.200	26.969	34.443	53.701	48.022	47.193	55.238	72.431	100.000	119.256	131.686	184.637	116.457	146.669	192.980	194.152	191.001	176.918	97.655	81.582	100.658	131.499	129.145	122.779	118.144	115.130	113.238	
001	POILAPSPW	World	Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Index, 2005=100			66.924	63.797	59.122	55.233	53.503	51.300	26.561	34.109	27.681	33.560	43.080	36.300	35.678	31.463	29.891	32.245	38.185	36.112	24.504	33.701	52.918	45.602	46.763	54.151	70.772	100.000	120.464	133.312	181.870	115.787	148.124	194.939	196.812	195.054	180.393	95.200	80.287	98.987	130.031	128.872	123.195	118.259	114.940	112.961	
001	PNGASW	World	Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	38.099	40.460	36.430	39.815	44.563	42.702	34.394	33.774	60.083	60.110	47.971	62.978	69.819	100.000	115.309	116.868	173.657	109.642	113.333	154.308	171.230	164.936	159.948	106.846	70.010	81.509	107.605	101.982	93.020	90.792	89.018	87.213	
001	PNGASEU	World	Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas		U.S. dollars	Units		n/a	n/a	n/a	n/a	n/a	3.810	3.440	2.130	1.900	1.589	2.035	3.008	2.365	2.598	2.312	2.696	2.750	2.670	2.245	1.807	3.454	3.873	2.666	3.486	3.755	5.915	8.213	8.143	13.138	8.855	8.223	10.597	11.981	11.189	10.463	7.305	4.353	5.744	7.697	7.327	6.772	6.505	6.268	6.012	
001	PNGASJP	World	Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid		U.S. dollars	Units		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.744	3.598	3.285	3.557	3.903	3.761	2.754	3.343	5.235	4.669	4.427	4.981	5.891	7.033	8.049	8.411	11.591	7.491	9.381	15.553	18.145	17.339	16.998	10.958	7.439	7.247	10.121	9.482	8.400	8.400	8.400	8.400	
001	PNGASUS	World	Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas		U.S. dollars	Units		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.451	1.751	2.114	1.915	1.704	2.689	2.460	2.088	2.261	4.308	3.959	3.361	5.495	5.908	8.862	6.741	6.976	8.858	3.945	4.389	3.999	2.755	3.725	4.371	2.614	2.492	2.960	2.919	2.823	2.661	2.610	2.634	2.694	
001	PCOALW	World	Commodity Coal Price Index includes Australian and South African Coal		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	76.770	76.178	73.287	61.068	63.284	77.317	74.532	68.902	57.697	51.322	52.876	65.586	53.914	57.075	113.094	100.000	105.015	137.468	269.860	148.017	204.576	254.607	200.139	176.863	150.670	123.545	138.361	184.975	224.152	206.037	192.441	187.632	187.569	187.218	
001	PCOALAU	World	Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne		U.S. dollars	Units		42.935	50.818	54.768	38.188	30.958	33.750	31.125	27.500	34.875	38.000	39.667	39.667	38.563	31.333	32.300	39.372	38.074	35.099	29.231	25.892	26.250	32.313	27.060	27.954	56.730	50.816	52.731	70.089	138.024	76.160	104.599	129.607	101.443	90.134	75.729	62.693	70.082	94.138	114.949	105.099	97.907	95.543	95.533	95.323	
001	PCOALSA	World	Coal, South African export price, US$ per metric tonne		U.S. dollars	Units		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	32.875	31.500	28.833	26.958	28.563	35.229	33.518	31.349	26.839	24.273	26.570	33.864	26.011	30.076	54.684	45.953	50.583	62.315	120.741	64.559	91.658	116.173	92.924	80.324	72.303	57.097	64.419	84.486	99.177	93.217	88.008	85.504	85.396	85.350	
001	PFANDBW	World	Commodity Food and Beverage Price Index includes Food and Beverage Price Indices		Index, 2005=100			133.773	123.132	112.197	113.348	112.302	101.416	101.838	104.668	112.182	103.698	103.049	97.706	95.614	95.660	103.460	108.378	112.701	106.332	94.613	80.840	80.673	79.399	82.503	88.187	98.709	100.000	110.928	126.656	157.778	137.284	154.430	185.437	176.894	175.598	171.905	144.522	147.170	148.604	150.890	152.875	153.833	154.615	154.615	154.615	
001	PFOODW	World	Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices		Index, 2005=100			130.194	122.232	110.441	110.186	106.560	96.591	95.308	102.685	111.640	104.425	104.854	99.577	98.196	97.804	101.180	106.415	113.415	103.712	91.925	79.555	81.213	80.891	82.603	88.480	100.227	100.000	111.204	127.019	158.404	135.427	152.069	183.259	177.926	178.649	171.243	141.482	145.354	148.589	152.039	154.650	155.171	155.732	155.732	155.732	
001	PCEREW	World	Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley		Index, 2005=100			131.015	136.397	111.683	118.381	115.594	99.170	82.324	79.698	105.461	117.049	103.022	101.349	106.801	99.851	107.025	126.805	148.351	113.571	95.813	82.554	80.124	81.866	96.194	97.864	102.910	100.000	123.147	162.086	225.909	162.287	167.871	234.993	239.648	218.159	180.216	148.980	131.396	131.649	152.315	167.369	173.256	175.309	175.309	175.309	
001	PWHEAMT	World	Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne		U.S. dollars	Units		172.726	174.961	160.355	157.416	152.333	135.829	114.916	112.895	145.199	169.243	135.523	128.658	151.161	140.212	149.783	176.960	197.229	149.513	114.465	98.261	100.739	106.373	132.167	131.571	133.456	129.886	168.566	226.885	286.952	190.112	194.500	279.989	276.122	265.751	242.496	185.607	143.161	145.274	195.169	228.464	236.348	238.147	238.147	238.147	
001	PMAIZMT	World	Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne		U.S. dollars	Units		125.716	130.604	108.099	135.984	135.820	112.331	87.791	75.521	106.950	111.368	109.280	107.473	104.213	102.040	107.778	123.451	164.523	117.172	101.618	90.294	88.219	89.609	99.333	105.187	111.778	98.406	121.589	163.259	223.248	165.542	186.007	291.781	298.410	258.957	192.881	169.785	159.161	154.549	165.654	174.891	185.356	190.150	190.150	190.150	
001	PRICENPQ	World	Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne		U.S. dollars	Units		433.667	482.833	293.375	276.833	252.250	217.417	195.667	214.417	277.250	299.750	270.667	293.667	267.667	237.250	269.458	320.801	338.064	302.469	305.424	248.968	203.695	172.705	191.826	199.461	245.783	287.811	303.515	332.393	700.200	589.376	520.556	551.711	580.236	518.812	426.475	380.047	388.265	399.075	386.775	361.003	361.003	361.003	361.003	361.003	
001	PBARL	World	Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne		U.S. dollars	Units		78.229	79.726	63.712	70.891	78.723	58.816	47.560	55.001	70.333	75.139	79.926	78.287	78.675	71.377	72.649	104.012	119.665	97.237	85.054	75.937	77.235	93.936	108.967	104.718	98.989	95.077	116.615	172.381	200.476	128.381	158.374	207.219	238.229	206.360	146.089	127.865	129.388	132.016	137.843	166.008	166.008	166.008	166.008	166.008	
001	PVOILW	World	Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices		Index, 2005=100			110.392	107.202	87.665	102.129	110.604	85.953	71.903	76.267	103.344	92.512	86.029	84.721	83.989	90.705	98.748	103.527	113.914	114.545	103.033	77.837	74.406	71.491	82.547	98.821	114.007	100.000	103.425	143.434	192.542	153.973	170.374	209.123	215.715	206.506	190.489	152.834	155.865	156.337	153.435	149.012	151.105	151.887	151.887	151.887	
001	PSOYB	World	Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne		U.S. dollars	Units		265.316	261.404	221.290	259.616	257.505	202.979	188.948	195.506	279.724	246.986	219.100	208.779	209.803	230.138	229.510	224.015	277.458	280.603	223.290	174.919	183.052	168.755	188.866	233.208	276.700	223.134	217.454	317.320	453.314	378.549	384.947	484.246	537.762	517.204	457.814	347.356	362.707	358.824	342.360	331.655	341.377	341.377	341.377	341.377	
001	PSMEA	World	Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne		U.S. dollars	Units		225.683	225.244	195.434	222.666	191.197	145.411	166.902	184.496	259.845	234.045	192.387	192.332	196.301	216.526	199.013	198.546	266.379	279.875	174.727	152.565	187.170	180.612	183.981	214.656	257.205	205.762	193.975	263.673	367.938	359.270	331.317	378.861	473.284	477.299	466.966	352.722	350.168	348.614	380.826	357.880	359.195	364.150	364.150	364.150	
001	PSOIL	World	Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne		U.S. dollars	Units		535.465	493.376	403.262	511.251	647.938	571.603	364.387	366.904	529.660	453.454	492.145	446.693	433.189	503.149	603.037	584.684	544.229	525.857	562.490	392.404	351.821	346.989	409.839	500.283	590.452	495.747	551.496	799.742	1,133.785	787.020	924.828	1,215.820	1,151.752	1,011.113	812.710	672.165	721.164	735.279	661.055	655.574	695.228	711.870	711.870	711.870	
001	PROIL	World	Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton		U.S. dollars	Units		572.368	484.714	418.538	501.561	688.345	540.950	359.387	347.333	537.970	476.598	428.487	416.553	405.098	460.883	621.263	632.711	563.070	562.833	630.475	428.688	346.240	391.879	479.183	603.578	713.201	720.966	851.318	1,011.855	1,423.710	856.178	1,011.748	1,366.627	1,239.081	1,081.219	904.368	774.609	821.951	871.950	827.847	842.600	842.600	842.600	842.600	842.600	
001	PPOIL	World	Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne		U.S. dollars	Units		481.840	471.579	367.801	414.353	602.283	413.940	212.376	283.030	361.259	289.572	239.508	280.138	325.330	312.142	437.271	537.622	467.152	490.428	600.847	377.277	261.144	238.398	356.744	410.373	434.723	367.687	416.814	719.122	862.918	644.068	859.942	1,076.502	939.834	764.197	739.408	565.090	639.846	647.801	578.841	582.176	582.176	582.176	582.176	582.176	
