Country,Subject Descriptor,Subject Notes,Units,2012,2013,2014,2015,2016,2017,2018,2019
Guatemala,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.446,4.387,4.3,4.2,4.2,4.1,4.1,4
Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,12.833,11.011,8.5,7.8,6.5,6,6,6
Guinea-Bissau,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.619,1.7,2.8,2,2,2,2,2
Guyana,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.429,3.492,4.272,4.282,4.531,4.282,3.784,3.784
Haiti,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.536,4.539,5.7,5,5,5,5,5
Honduras,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.438,4.917,7,6,5.5,5.5,5.5,5.5
Hong Kong SAR,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.768,4.252,4,3.75,3.5,3.5,3.5,3.5
Hungary,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5,0.4,2.9,3,3,3,3,3
Iceland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.203,3.25,3.26,3.145,2.493,2.506,2.501,2.502
India,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.39,8.14,7.99,7.372,6.354,6.282,6.152,6.001
Indonesia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.652,8.08,5.532,5.396,5.5,5.5,5,5
Islamic Republic of Iran,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,41.2,22,24,20.008,20.008,20.008,20.008,20.008
Iraq,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.614,3.132,2.263,3,3,3,3,3
Ireland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.549,1.775,0.184,0.853,1.177,1.341,1.561,1.675
Israel,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.635,1.816,1.676,2.047,2.047,2.047,2.047,2.047
Italy,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.58,0.671,0.746,1.001,1.1,1.3,1.5,1.6
Jamaica,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.002,9.687,8.5,8,8,8,7.4,6.5
Japan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.23,1.442,2.902,1.909,1.296,2.106,2.015,2.015
Jordan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.507,3.039,2.398,2.162,1.92,1.773,1.837,1.746
Kazakhstan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6,4.8,10.063,7.517,6.585,6.158,5.749,5.443
Kenya,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.2,7.149,6.556,5.066,5.007,5.008,5.001,5.005
Kiribati,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-3.873,2,2.5,2.5,2.5,2.5,2.5,2.5
Korea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.426,1.143,2.5,3,3,3,3,3
Kosovo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.673,1.482,1.544,1.453,1.539,1.526,1.537,1.537
Kuwait,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.199,2.714,3.358,3.958,4.024,4.015,4.031,4.031
Kyrgyz Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.495,3.97,7,6.024,6.001,5.524,5.472,5.472
Lao P.D.R.,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.733,6.6,7.723,7.341,6.592,5.5,5.8,5.8
Latvia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.598,-0.408,2.35,2.5,2.3,2.3,2.3,2.3
Lebanon,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.309,1.305,2.001,2,2.5,2.5,2.5,2.5
Lesotho,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.099,4.609,4.632,4.632,4.7,4.187,4.047,4.047
Liberia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.709,8.494,7.862,6.991,6.7,6.5,6,5.5
Libya,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-3.674,1.704,7.486,5.4,3.2,2.7,2.6,2.4
Lithuania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.925,0.525,1.687,1.842,2.075,2.234,2.234,2.234
Luxembourg,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.455,1.493,1.721,1.795,1.754,1.917,1.917,1.917
FYR Macedonia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.747,1.385,2.3,2.3,2.3,2.3,2.3,2.3
Madagascar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.796,6.258,6.5,6,5.5,5,5,5
Malawi,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,34.577,20.137,9.75,5.846,5.072,4.852,5.103,5.076
Malaysia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.248,3.223,3.3,3.9,3,2.7,2.7,2.7
Maldives,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.43,3.064,4.369,4.369,4.369,4.369,4.369,4.369
Mali,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.377,0,8.07,3.32,3.332,3.289,3.349,2.95
Malta,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.753,1.004,4.109,1.206,1.804,1.8,1.8,1.8
Marshall Islands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.869,1.415,1.598,1.781,1.938,2.164,2.213,2.241
Mauritania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.422,4.45,4.975,5.5,5.5,5.5,5.5,5.5
Mauritius,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.17,3.521,4.5,5,5,5,5,5
Mexico,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.568,3.974,3.971,3.702,3.034,3.003,3.001,2.985
Micronesia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.715,4.488,3.309,2.654,2,2,2,2
Moldova,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.954,5.2,5.2,6.5,6,5,5,5
Mongolia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,14.216,12.276,13.258,8.122,7.15,6.83,6.781,6.496
Montenegro,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.068,0.282,0.941,1.136,1.317,1.363,1.388,1.394
Morocco,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.596,0.376,2.5,2.5,2.5,2.5,2.5,2.5
Mozambique,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.181,2.96,6,5.6,5.6,5.6,5.6,5.6
Myanmar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.691,6.728,7.032,6.672,6.312,5.952,4.7,4.652
Namibia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.364,6,5.8,5.7,5.5,5.5,5.5,5.5
Nepal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,11.475,7.749,9.33,7.309,6.571,5.512,5.512,5.512
Netherlands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.693,1.682,0.901,1.12,1.34,1.464,1.5,1.514
New Zealand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.95,1.625,2.523,2.117,2.015,2.015,2.015,2.015
Nicaragua,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.619,6.929,7,7,7,7,7,7
Niger,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.667,1.141,2.6,1.2,1,1.5,2,2
Nigeria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,11.984,7.938,7,7,7,7,7,7
Norway,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.378,2.039,2,2,2,2.3,2.5,2.5
Oman,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.881,1.251,2.691,3.068,3.488,3.466,3.468,3.401
Pakistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,11.265,5.853,10,8,6,6,6,6
Palau,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.665,3,3.5,3,2,2,2,0
Panama,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.634,3.737,3.6,3.5,3.3,3.1,2.5,2.5
Papua New Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.6,5.5,6,5,5,5,5,5
Paraguay,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.977,3.747,5,5,5,5,5,5
Peru,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.649,2.86,2.304,2,2,2,2,2
Philippines,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.978,4.11,3.994,3.5,3.5,3.5,3.5,3.5
Poland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.4,0.7,2.1,2.5,2.5,2.5,2.5,2.5
Portugal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.088,0.172,2.545,-1.891,3.781,-1.068,4.727,-0.463
Qatar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.646,3.068,3.568,3.488,3.577,3.515,3.491,3.431
Romania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.964,1.569,3.52,3.095,3,2.8,2.8,2.7
Russia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.57,6.5,5.3,5.3,5,5,5,5
Rwanda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.885,3.649,4.5,5,5,5,5,5
Samoa,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.481,-1.732,1,3.5,3,2,2,3
San Marino,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.827,1.3,1,1.2,1.3,1.4,1.5,1.7
São Tomé and Príncipe,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.406,7.134,6,4,3,3,3,3
Saudi Arabia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.571,2.967,3.296,3.373,3.51,3.524,3.533,3.542
Senegal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.148,1.18,1.677,1.665,1.786,1.938,1.855,1.855
Serbia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,12.184,2.247,5.293,4,4,4,4,4
Seychelles,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.797,3.419,3.514,3.205,3,3,3,3
Sierra Leone,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,12.042,8.527,7.5,6,5.4,5.4,5.4,5.4
Singapore,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.992,2.013,2.273,2.659,2.226,2.6,2.335,2.427
Slovak Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.392,0.392,1.55,1.6,1.81,2.006,2.089,2.158
Slovenia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.623,0.66,1.3,1.8,1.9,1.9,2,2
Solomon Islands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.105,6.273,6.035,5.593,5.306,5.124,5.022,5.874
South Africa,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.708,5.4,6.3,5.6,5.4,5.2,5.2,5.2
South Sudan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,25.239,-8.787,14.195,5,5,5,5,5
Spain,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.998,0.305,0.472,0.811,0.867,1.023,1.055,1.124
Sri Lanka,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.197,4.686,6.044,6.184,5.5,5.5,5.5,5.5
St. Kitts and Nevis,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.073,0.369,1.5,2,2.5,2.5,2.5,2.5
St. Lucia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.013,-1.424,2.431,1.81,2.497,2.823,3.103,3.117
St. Vincent and the Grenadines,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.037,0.152,1.697,1.7,1.75,1.8,2,2
Sudan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,44.436,41.903,18.1,12,8.6,6.5,5.7,5.3
Suriname,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.371,0.588,2.207,3.316,3.806,4.153,3.769,3.654
Swaziland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.265,4.4,5.6,5.2,5.2,5.2,5.2,5.2
Sweden,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.054,0.07,0.8,2,2.4,2.1,2,2
Switzerland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.27,0,1,1,1,1,1,1
Syria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,,,,,,,,
Taiwan Province of China,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.604,0.341,1.696,2,2,2,2,2
Tajikistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.444,3.707,5.281,6.507,6.507,6.444,6,6
Tanzania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,12.062,5.561,5.022,4.997,4.997,4.997,4.997,4.997
Thailand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.628,1.669,2.447,2.28,2,2,2,2
Timor-Leste,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.8,10.4,8.5,7.6,6.5,6.1,5.5,6.5
Togo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.909,2.2,2.8,2.7,2.5,2.5,2.5,2.5
Tonga,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.655,3.507,4.357,4.853,5.256,5.5,5.757,6
Trinidad and Tobago,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.169,5.607,4,4,4,4,4,4
Tunisia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.949,6.046,5.339,4.469,4.033,4.033,4.033,4.033
Turkey,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.164,7.4,8.008,6.041,6.041,6.041,6.041,6.041
