Country,Subject Descriptor,Subject Notes,Units,2008,2009,2010,2011,2012,2013,2014,2015
Brazil,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.902,4.312,5.197,4.834,4.531,4.469,4.531,4.531
Brunei Darussalam,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,,,,,,,,
Bulgaria,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.188,1.638,2.7,3,3,3,3,3
Burkina Faso,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,11.582,-0.296,1.975,2,2,2,2,2
Burundi,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,25.664,4.63,9.794,7,6.5,5,5,5
Cambodia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,12.52,5.325,4.545,3.981,3.66,3.35,3.042,3.042
Cameroon,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.313,0.943,2.722,1.526,2.404,1.744,2.036,1.742
Canada,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,1.901,0.816,2.05,2.003,1.956,1.977,2.03,2.032
Cape Verde,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.672,-0.369,2.722,2,2,2,2,2
Central African Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,14.521,-1.161,3.092,1.849,2.023,2.026,2.03,2.034
Chad,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.671,4.706,9,3,3,3,3,3
Chile,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.098,-1.38,3.707,3,3,3,3,3
China,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.533,0.667,3.524,2.708,2,2,2,2
Colombia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.675,2,3.221,3.289,3.042,3.042,3.042,3.042
Comoros,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.4,2.107,3.092,2.662,2.865,2.982,3,3
Democratic Republic of Congo,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,27.572,52.3,15,12,9,9,8.5,8
Republic of Congo,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,11.391,2.536,4.188,4.8,3,3,3,3
Costa Rica,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,13.9,4.048,5.5,4.5,4.3,4.2,4,4
Côte d'Ivoire,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,8.954,-1.669,2.1,2.5,2.5,2.5,2.5,2.5
Croatia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.826,1.862,2.5,2.75,2.8,3,3,3
Cyprus,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,1.817,1.565,1.335,3.321,2.5,2.5,2.4,2.2
Czech Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.614,0.984,2.255,2.2,2,2,2,2
Denmark,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.416,1.516,2.174,2.01,2,2,2,2
Djibouti,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.249,2.166,3.876,3.5,3,3,3,3
Dominica,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.129,3.164,1.5,1.5,1.5,1.5,1.5,1.5
Dominican Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,4.517,5.765,6.25,5,4,4,4,4
Ecuador,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,8.831,4.314,3.7,3.2,3,3,3,3
Egypt,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,20.178,9.959,10.704,10,8,7,7,6
El Salvador,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.483,-0.031,1.5,2.8,2.8,2.8,2.8,2.8
Equatorial Guinea,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.168,8.085,7.699,6.888,7.303,6.883,6.521,6.411
Eritrea,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,30.226,30.169,16.765,14.5,14.5,14,14,14
Estonia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.978,-1.709,3.848,1.367,2,2.5,2.5,2.5
Ethiopia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,55.27,2.699,7.301,9.752,6,6,6,6
Fiji,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.6,6.8,4,3.3,3.3,3,3,3
Finland,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.388,1.8,1.4,1.8,1.7,1.7,1.7,1.7
France,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.159,0.103,1.64,1.606,1.689,1.808,1.893,1.899
Gabon,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.576,0.797,3,3.5,3.5,3,3,3
The Gambia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.835,2.718,5,5,5,5,5,5
Georgia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.548,2.983,8.828,6,6,6,6,6
Germany,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,1.133,0.84,1.321,1.359,1.4,1.5,1.7,2
Ghana,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,18.134,15.973,9.171,8.5,4.955,4.955,4.955,4.955
Greece,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.1,1.977,4.4,1.366,0.7,0.8,1.2,1
Grenada,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.17,-2.35,4.721,2,2,2,2,2
Guatemala,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.4,-0.279,5.485,5,4.5,4,4,4
Guinea,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,13.504,7.899,19.4,13.5,8,5,5,5
Guinea-Bissau,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,8.68,-6.357,2.5,2.5,2.5,2.5,2.5,2.5
Guyana,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.37,3.65,4.5,4,4,4,4,4
Haiti,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,19.846,-4.681,8.5,8.6,7.5,7,6,5
Honduras,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,10.831,2.951,5.7,5.8,5.5,5.3,5.3,5.3
Hong Kong SAR,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.048,-2.331,2.7,3,2.5,2.5,2.5,2.5
Hungary,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.502,5.6,3.5,3.3,3,3,3,3
Iceland,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,18.133,7.5,3.966,2.67,2.578,2.562,2.477,2.51
India,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.701,14.966,8.608,5.686,4.254,4.032,4.032,4.033
Indonesia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,11.061,2.784,5.934,5.83,4.854,4.282,3.958,3.511
Islamic Republic of Iran,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,17.8,10.4,8,10,10,10,10,10
Iraq,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.754,-4.415,6,5,5,5,4,4
Ireland,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,1.307,-2.581,-0.6,0.125,1.232,1.768,1.899,1.925
Israel,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.795,3.953,1.1,2.6,2.5,2.5,2.5,2.5
Italy,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.354,0.951,1.741,1.689,1.8,1.8,1.9,2
Jamaica,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,16.821,10.183,10.164,5.272,5.375,5.5,5.5,5.5
Japan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,0.396,-1.678,-1.123,0.692,0.03,0.501,1.044,0.802
Jordan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.071,2.679,5.799,5.07,3.642,2.553,2.197,2.124
Kazakhstan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.479,6.269,7.973,6.803,6.273,6.168,5.957,5.957
Kenya,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,17.798,5.337,4.968,5,5,5,5,5
Kiribati,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,18.6,0.1,2.4,2.5,2.5,2.5,2.5,2.5
Korea,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,4.139,2.8,3,3.5,3,3,3,3
Kosovo,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,0.453,0.09,3.127,2.4,2.1,1.8,1.7,1.7
Kuwait,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.025,1.18,4.093,3.591,3.072,3.102,3.137,3.059
Kyrgyz Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,20.06,-0.025,5.996,8.002,7.995,8.002,7.997,7.998
Lao People's Democratic Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.167,3.92,5.534,5.729,5.202,4.093,3.518,3.489
Latvia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,10.396,-1.371,1.28,0.27,1.308,1.207,1.358,1.409
Lebanon,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.361,3.412,4.734,2.848,2.201,2.189,2.211,2.248
Lesotho,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,10.627,4.162,5.8,5.6,5.5,4.6,4.6,5
Liberia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.388,9.708,4.768,4.666,5,5,5,5
Libya,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.728,2.825,4.5,3.5,3,3,3,3
Lithuania,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,8.46,1.173,0.528,1.18,1.392,1.529,1.742,1.742
Luxembourg,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,1.086,1.797,2.75,1.157,1.804,1.404,1.855,1.855
Former Yugoslav Republic of Macedonia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,4.101,-1.637,2,3,3,3,3,3
Madagascar,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,10.085,8,9.2,8.5,6.5,5,5,5
Malawi,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.93,7.594,7.565,7,6.8,6.5,6.206,5.5
Malaysia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,4.3,1.207,2.2,2.1,2.3,2.5,2.5,2.5
Maldives,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.1,4,5,6,3.5,3,3,3
Mali,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.45,1.58,2.288,2.791,2.791,2.792,3.131,3.276
Malta,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,4.976,-0.432,3.171,2.42,2.2,2.3,2.4,2.4
Mauritania,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.9,4.962,5.3,5.075,5.035,4.995,4.97,4.93
Mauritius,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.7,2.516,2.469,2.586,2.795,2.506,2.628,2.62
Mexico,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.494,3.549,4.5,3,3.437,2.999,3.011,3.227
Moldova,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.339,0.441,8,6,5,4,4,4
Mongolia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,23.192,1.888,11.963,7.402,5,5,5,5
Montenegro,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,,,,,,,,
Morocco,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,4.229,-1.574,1.5,2.2,2.2,2.2,2.2,2.2
Mozambique,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.188,4.214,8.04,5.623,5.649,5.637,5.602,5.64
Myanmar,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.233,6.8,9,9.25,9.25,9.25,9.25,9.25
Namibia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,10.923,6.989,6.05,5.7,5.5,5.2,5.2,4.5
Nepal,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,12.065,11.425,9.6,6,5,5,5,5
Netherlands,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.21,0.974,1.293,1.094,1.34,1.3,1.5,1.5
New Zealand,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.375,1.959,4.053,4.361,2.32,2.422,2.117,2.015
Nicaragua,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,13.774,0.93,7,6.7,7.018,7.184,6.938,6.938
Niger,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.417,-0.616,1.774,2,2,2,2,2
Nigeria,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,15.054,11.942,11.2,8.5,8.5,8.5,8.5,8.5
Norway,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.135,2.01,1.6,1.86,2.5,2.5,2.5,2.5
Oman,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.805,3.951,3.914,3.324,2.907,5,5,5
Pakistan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,21.531,13.139,12.69,12.5,8.5,7,6,6
Panama,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.766,1.913,4.088,2.7,2.5,2.5,2.5,2.5
Papua New Guinea,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,11.244,5.677,8.5,7.5,6,5,5,5
Paraguay,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.5,1.86,5.5,5.5,5,4.5,4,3.5
Peru,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.651,0.247,2.815,2.045,1.998,1.998,1.998,2
Philippines,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.994,4.3,4.52,4,4,4,4,4
Poland,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.3,3.5,2.443,2.728,3.236,2.5,2.5,2.5
Portugal,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,0.843,-0.139,0.931,1.3,1.306,1.528,1.756,1.984
Qatar,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,15.049,-4.865,1.033,3.024,4.005,3.98,4,4
Romania,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.3,4.7,7.855,2.962,2.962,2.962,2.962,2.962
Russia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,13.3,8.8,7.5,6.8,6.2,5.5,5,5
Rwanda,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,22.277,5.74,7,6,5,5,5,5
Samoa,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,8.808,9.812,-0.3,6,4,4,4,4
São Tomé and Príncipe,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,24.835,16.086,9,6,5,4,3,3
Saudi Arabia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,8.984,4.246,6.5,4.5,4.3,4,4,4
Senegal,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,4.321,-2.183,2.116,2.113,2.113,2.113,2.113,2.113
Serbia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,8.603,6.578,6.832,4.977,4,4,4,4
Seychelles,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,63.271,-2.545,1.073,2.939,3,3.041,3.041,3.041
Sierra Leone,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,12.246,10.779,14,9.5,8,7.5,7,5.5
Singapore,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.789,-0.76,4.077,1.131,2.625,1.758,2.352,1.976
Slovak Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.433,0.009,1.02,2.02,2.6,2.58,2.8,2.8
Slovenia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.102,1.6,2.1,2.4,2.6,2.8,3.1,3
Solomon Islands,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,18.092,1.757,6.499,6.015,5.686,5.557,5.308,5.016
South Africa,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.5,6.329,5.8,5.7,5.5,5.2,5.2,4.5
Spain,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,1.455,0.893,1.35,1.235,1.349,1.529,1.74,1.923
Sri Lanka,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,14.374,4.811,6.457,8.583,7.5,7,6,6
St. Kitts and Nevis,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,7.587,0.969,2.2,2.5,2.5,2.5,2.5,2.5
St. Lucia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.789,1.049,1.877,2.133,2.142,2.15,2.158,2.166
St. Vincent and the Grenadines,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,8.735,-1.62,1.92,2.918,2.918,2.918,2.918,2.918
Sudan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,14.893,11.463,10,8,6,5.5,5.5,5.5
Suriname,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.327,1.332,12.368,4.891,4.932,5.156,5.51,5.51
Swaziland,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,12.931,5.378,5.912,5.3,4.935,4.822,4.768,4.8
Sweden,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,2.139,2.795,1.646,1.945,2,2,2,2
Switzerland,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,0.701,0.283,0.7,0.5,0.9,1,1,1
Syrian Arab Republic,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,15.393,1.722,5.037,5,5,5,5,5
Taiwan Province of China,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,4.18,-6.385,2.322,1.5,1.5,2,2,2
Tajikistan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,11.857,5.005,9,7,6,5,5,5
Tanzania,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,13.474,12.226,4.955,4.956,4.971,4.992,5.038,5.041
Thailand,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,0.393,3.526,1.482,5.829,-0.769,4.756,-0.686,4.594
Democratic Republic of Timor-Leste,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.702,2.029,4,4,4,4,4,4
Togo,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,10.27,-2.431,4.283,0.983,1.504,1.145,1.92,1.436
Tonga,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.4,2.8,4.2,4.1,5.1,6,6,6
Trinidad and Tobago,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,14.453,1.339,10.427,6,5,5,5,5
Tunisia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,4.033,3.979,4.2,3.5,3.3,3.1,3,3
Turkey,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,10.064,6.526,7.611,6.207,5.1,4.603,4.036,4.01
Turkmenistan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,8.936,0.177,4.596,5,5,5,5,5
Uganda,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,12.5,12.3,4.2,4.4,3.7,5.4,5.6,5.8
Ukraine,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,22.337,12.334,12.029,9.766,8.313,5.879,5.037,5.038
United Arab Emirates,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,6.417,1.603,2.222,2.718,3.106,3.32,3.455,3.5
United Kingdom,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,3.879,2.095,2.6,2.5,1.7,1.9,2,2
United States,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,0.697,1.938,0.516,1.248,1.482,1.665,1.804,1.662
Uruguay,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,9.19,5.909,7,6,5.501,5.5,5.536,5.536
Uzbekistan,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,14.449,10.604,12.947,10,10,10,10,10
Vanuatu,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,5.834,2.329,3.9,3,3,3,3,3
Venezuela,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,30.9,25.057,33.3,31,28.7,26.4,24.1,21.8
Vietnam,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,19.891,6.518,8,7.1,5,5,5,5
Republic of Yemen,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,10.795,8.833,10.766,7.082,13.363,8.198,7.929,6.159
Zambia,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,16.56,9.9,8.05,7.017,6.008,5,5,5
Zimbabwe,"Inflation, end of period consumer prices","Data for inflation are end of the period, not annual average data.",Percent change,,-7.67,9.073,6.168,4.907,5.284,4.782,4.907
