WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	Estimates Start After
001	TRADEPCH	World	Trade volume of goods and services		Percent change			3.009	3.325	-1.582	1.802	8.859	2.940	3.962	6.747	8.741	8.481	7.285	4.679	5.966	3.640	9.102	10.003	7.154	10.285	4.459	5.838	12.138	0.120	3.513	5.374	10.785	7.766	8.868	7.435	2.875	-11.011	11.384	6.953	n/a	n/a	n/a	n/a	
001	TM_RPCH	World	Import volume of goods and services		Percent change			1.784	2.308	-1.484	1.599	9.152	2.809	4.277	7.350	8.842	8.913	6.729	4.479	5.519	2.808	8.855	10.472	7.468	9.740	4.666	6.474	12.200	0.223	3.552	5.691	10.900	7.841	8.537	7.236	3.004	-11.244	11.468	6.800	n/a	n/a	n/a	n/a	
001	TMG_RPCH	World	Import volume of goods		Percent change			1.569	1.043	-2.672	1.556	9.018	3.138	7.552	8.098	9.531	6.859	7.483	4.397	6.916	2.584	10.273	9.902	7.171	9.640	4.887	6.336	12.347	-0.528	4.077	7.332	11.819	7.795	8.647	7.142	2.741	-12.187	12.538	6.989	n/a	n/a	n/a	n/a	
001	TX_RPCH	World	Export volume of goods and services		Percent change			4.280	4.357	-1.679	2.003	8.569	3.070	3.649	6.143	8.639	8.043	7.854	4.881	6.417	4.471	9.345	9.543	6.843	10.826	4.255	5.211	12.077	0.017	3.473	5.056	10.669	7.689	9.203	7.635	2.746	-10.777	11.300	7.106	n/a	n/a	n/a	n/a	
001	TXG_RPCH	World	Export volume of goods		Percent change			3.667	3.332	-3.506	1.612	7.931	2.685	5.308	7.231	9.491	6.595	7.704	4.590	6.513	3.224	9.744	9.825	6.497	10.482	4.696	4.754	12.211	-0.409	3.878	6.735	10.871	7.174	8.933	7.041	2.711	-11.787	12.402	7.083	n/a	n/a	n/a	n/a	
001	TTPCH	World	Terms of trade of goods and services		Percent change																																							
001	TTTPCH	World	Terms of trade of goods		Percent change																																							
001	TXGM_D	World	Export price of manufactures		U.S. dollars; index, 2000=100																																							
001	TXGM_DPCH	World	Export price of manufactures		U.S. dollars; annual percent change																																							
001	LUR	World	Unemployment rate		Percent of total labor force																																							
001	LE	World	Employment		Index, 2000=100																																							
001	GGR_NGDP	World	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	Percent of GDP																																							
001	GGX_NGDP	World	General government total expenditure	Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.	Percent of GDP																																							
001	GGXCNL_NGDP	World	General government net lending/borrowing	Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.	Percent of GDP																																							
001	GGSB_NPGDP	World	General government structural balance		Percent of potential GDP																																							
001	GGXONLB_NGDP	World	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP																																							
001	GGXWDN_NGDP	World	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP																																							
001	GGXWDG_NGDP	World	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP																																							
001	BCA	World	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	U.S. dollars	Billions		-59.028	-74.138	-84.335	-70.847	-76.215	-82.415	-79.473	-75.689	-74.396	-95.907	-107.538	-135.404	-117.391	-65.643	-63.328	-62.596	-49.054	-1.459	-86.413	-124.336	-180.601	-175.267	-136.378	-73.041	-0.248	34.760	209.792	310.769	210.739	216.579	202.256	296.594	309.530	369.151	442.402	489.401	
001	BCA_NGDPD	World	Current account balance		Percent of GDP																																							
001	BM	World	Imports of goods and services		U.S. dollars	Billions		-2,318.295	-2,304.761	-2,160.732	-2,101.628	-2,213.544	-2,232.917	-2,466.841	-2,925.994	-3,323.226	-3,607.072	-4,167.750	-4,342.923	-4,753.046	-4,686.645	-5,211.514	-6,219.334	-6,584.505	-6,821.432	-6,771.164	-7,046.044	-7,904.335	-7,666.121	-7,999.668	-9,273.952	-11,234.214	-12,750.357	-14,586.083	-16,869.896	-19,340.204	-15,365.506	-17,929.357	-19,457.551	n/a	n/a	n/a	n/a	
001	BX	World	Exports of goods and services		U.S. dollars	Billions		2,295.480	2,286.295	2,123.577	2,066.685	2,178.558	2,208.692	2,456.437	2,928.780	3,326.027	3,596.742	4,172.746	4,325.250	4,762.680	4,739.926	5,296.024	6,309.267	6,684.530	6,949.792	6,842.771	7,091.423	7,892.084	7,631.025	8,020.275	9,342.073	11,331.789	12,889.416	14,856.783	17,282.723	19,732.679	15,745.646	18,333.684	19,954.523	n/a	n/a	n/a	n/a	
001	BFXP	World	Private financial flows, net	Net private financial flows comprises net private direct investment, net private portfolio flows, and net other private financial flows.	U.S. dollars	Billions																																						
001	BFPP	World	Private portfolio flows, net		U.S. dollars	Billions																																						
001	BFD	World	Direct investment, net		U.S. dollars	Billions																																						
001	BFOP	World	Other private financial flows, net	Net other private financial flows is the difference between net other investment and net other official investment.	U.S. dollars	Billions																																						
001	BFXG	World	Official flows, net		U.S. dollars	Billions																																						
001	BFRA	World	Change in reserves	Measured as flows. Comprises monetary gold, SDRs, reserve position in the Fund, foreign exchange assets, and other claims. Official holdings of gold are valued at SDR 35 an ounce. This convention results in a marked underestimation of reserves for countries that have substantial gold holdings. Securities not included are included in direct investment and portfolio investment. A minus sign indicates an increase.	U.S. dollars	Billions																																						
001	D	World	External debt, total		U.S. dollars	Billions																																						
001	D_NGDPD	World	External debt, total		Percent of GDP																																							
001	D_BX	World	External debt, total		Percent of exports of goods and services																																							
001	DS	World	External debt, total debt service		U.S. dollars	Billions																																						
001	DS_NGDPD	World	External debt, total debt service		Percent of GDP																																							
001	DS_BX	World	External debt, total debt service		Percent of exports of goods and services																																							
001	DSI	World	External debt, total debt service, interest		U.S. dollars	Billions																																						
001	DSI_NGDPD	World	External debt, total debt service, interest		Percent of GDP																																							
001	DSI_BX	World	External debt, total debt service, interest		Percent of exports of goods and services																																							
001	DSP	World	External debt, total debt service, amortization		U.S. dollars	Billions																																						
001	DSP_NGDPD	World	External debt, total debt service, amortization		Percent of GDP																																							
001	DSP_BX	World	External debt, total debt service, amortization		Percent of exports of goods and services																																							
001	PALLFNFW	World	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	54.868	52.538	54.723	59.208	62.203	59.477	47.752	49.917	63.266	58.279	58.300	65.046	80.485	100.000	120.714	134.966	172.131	118.796	142.483	144.213	n/a	n/a	n/a	n/a	
001	PNFUELW	World	Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices		Index, 2005=100			101.200	90.491	82.544	86.454	85.948	77.183	78.757	88.229	102.438	95.741	94.048	86.294	84.555	84.788	93.586	100.692	99.492	95.863	83.286	76.380	79.626	75.828	77.299	81.825	94.284	100.000	123.241	140.562	151.037	122.746	143.379	140.499	n/a	n/a	n/a	n/a	
001	PINDUW	World	Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices		Index, 2005=100			72.981	60.739	54.309	61.281	60.728	53.390	56.412	72.124	93.730	90.714	86.010	75.910	74.373	75.028	85.222	94.570	87.193	86.270	71.734	71.329	77.741	72.590	71.380	75.330	89.158	100.000	136.325	154.342	145.471	109.367	140.741	139.754	n/a	n/a	n/a	n/a	
001	POILAPSP	World	Crude Oil (petroleum), Simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Dollars per barrel			35.948	34.268	31.756	29.641	28.546	27.371	14.171	18.198	14.770	17.906	22.986	19.367	19.036	16.786	15.947	17.204	20.374	19.268	13.075	17.981	28.235	24.331	24.950	28.893	37.758	53.354	64.274	71.127	97.035	61.777	76.199	78.750	n/a	n/a	n/a	n/a	
001	PNRGW	World	Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	37.499	33.671	31.986	34.939	40.387	38.190	26.963	34.435	53.694	48.012	47.185	55.230	72.411	100.000	119.235	131.691	184.472	116.485	141.958	146.386	n/a	n/a	n/a	n/a	
001	POILAPSPW	World	Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Index, 2005=100			67.377	64.228	59.519	55.555	53.503	51.300	26.559	34.108	27.683	33.561	43.081	36.299	35.679	31.462	29.889	32.245	38.187	36.114	24.507	33.701	52.921	45.603	46.763	54.154	70.769	100.000	120.467	133.311	181.869	115.787	142.816	147.599	n/a	n/a	n/a	n/a	
001	PNGASW	World	Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	38.099	40.460	36.430	39.815	44.563	42.702	34.394	33.774	60.083	60.110	47.971	62.978	69.819	100.000	115.309	116.868	173.657	109.642	114.070	119.270	n/a	n/a	n/a	n/a	
001	PNGASEUW	World	Natural Gas, Price index Russian Natural Gas border price in Germany		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	64.413	58.157	36.010	32.122	26.862	34.404	50.845	39.983	43.928	39.096	45.581	46.492	45.146	37.954	30.549	58.392	65.481	45.078	58.940	63.483	100.000	138.842	137.658	222.105	149.704	137.668	145.581	n/a	n/a	n/a	n/a	
001	PNGASJPW	World	Natural Gas, Price index Indonesian Liquefied Natural Gas in Japan		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	53.235	51.155	46.712	50.575	55.492	53.478	39.163	47.529	74.440	66.394	62.946	70.826	83.766	100.000	114.457	119.599	164.818	106.517	138.855	141.251	n/a	n/a	n/a	n/a	
001	PNGASUSW	World	Natural Gas, Price index Natural Gas spot price at the Henry Hub terminal in Louisiana		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16.370	19.755	23.857	21.608	19.234	30.347	27.761	23.560	25.514	48.607	44.674	37.924	62.009	66.668	100.000	76.069	78.715	99.957	44.514	49.079	52.463	n/a	n/a	n/a	n/a	
001	PCOALW	World	Commodity Coal Price Index includes Australian and South African Coal		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	76.484	75.893	73.012	60.841	63.050	77.031	74.256	68.647	57.484	51.132	52.682	65.346	53.715	56.823	112.678	100.000	104.447	137.621	265.904	148.679	197.711	192.869	n/a	n/a	n/a	n/a	
001	PCOALAUW	World	Coal, Price Index Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla		Index, 2005=100			84.150	99.598	107.340	74.845	60.676	66.147	61.003	53.898	68.352	74.477	77.744	77.744	75.580	61.411	63.306	77.165	74.622	68.792	57.290	50.746	51.448	63.330	53.036	54.788	111.186	100.000	103.084	138.034	266.908	150.972	198.239	195.992	n/a	n/a	n/a	n/a	
001	PCOALSAW	World	Coal, Price Index South African export price		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	71.374	68.389	62.600	58.529	62.012	76.485	72.769	68.062	58.270	52.699	57.686	73.522	56.472	65.075	118.726	100.000	109.972	135.948	261.829	139.378	195.571	180.200	n/a	n/a	n/a	n/a	
001	PFANDBW	World	Commodity Food and Beverage Price Index includes Food and Beverage Price Indices		Index, 2005=100			129.136	119.947	110.497	111.377	110.917	100.739	100.880	104.172	111.058	100.718	102.006	96.573	94.636	94.450	101.866	106.752	111.668	105.360	94.723	81.381	81.492	79.033	83.160	88.255	99.360	100.000	110.287	126.920	156.548	135.991	145.990	141.235	n/a	n/a	n/a	n/a	
001	PFOODW	World	Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices		Index, 2005=100			125.055	118.702	108.557	108.002	105.025	95.841	94.246	102.135	110.395	101.123	103.698	98.321	97.112	96.463	99.413	104.613	112.270	102.634	92.047	80.155	82.121	80.485	83.330	88.555	100.948	100.000	110.494	127.312	157.040	133.994	143.120	141.255	n/a	n/a	n/a	n/a	
001	PCEREW	World	Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley		Index, 2005=100			121.942	127.207	103.260	110.112	107.592	92.036	76.288	73.768	97.834	108.159	95.903	94.591	98.861	92.486	99.157	117.510	140.990	108.789	93.319	81.564	78.845	82.460	94.201	95.360	102.986	100.000	121.298	158.736	222.631	162.381	156.175	169.366	n/a	n/a	n/a	n/a	
001	PWHEAMTW	World	Wheat, Price index No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico		Index, 2005=100			113.308	114.775	105.193	103.265	99.931	89.104	75.385	74.059	95.250	111.024	88.903	84.400	99.162	91.979	98.258	116.086	135.885	104.740	82.719	73.505	74.787	83.184	97.434	95.869	102.914	100.000	125.769	167.415	213.817	146.571	142.209	164.000	n/a	n/a	n/a	n/a	
001	PMAIZMTW	World	Maize (corn), Price Index U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price		Index, 2005=100			127.753	132.720	109.850	138.188	138.021	114.151	89.213	76.745	108.683	113.173	111.050	109.214	105.901	103.693	109.524	125.451	167.189	119.071	103.264	91.757	89.649	91.061	100.943	106.891	113.589	100.000	123.559	165.904	226.865	168.224	166.232	174.787	n/a	n/a	n/a	n/a	
001	PRICENPQW	World	Rice, Price Index 5% broken milled white rice, Thailand nominal price quote		Index, 2005=100			150.677	167.760	101.933	96.186	87.644	75.541	67.984	74.499	96.330	104.148	94.043	102.034	93.001	82.432	93.623	111.462	117.460	105.093	106.119	86.504	70.774	60.006	66.650	69.303	85.397	100.000	105.456	115.490	243.284	204.779	172.771	170.250	n/a	n/a	n/a	n/a	
001	PBARLW	World	Barley, Price Index Canadian no.1 Western Barley, spot price		Index, 2005=100			82.279	83.854	67.011	74.561	82.799	61.862	50.022	57.849	73.975	79.029	84.064	82.340	82.749	75.073	76.411	109.397	125.861	102.272	89.458	79.869	81.234	98.800	114.610	110.140	104.114	100.000	122.653	181.307	210.856	135.029	164.240	179.854	n/a	n/a	n/a	n/a	
001	PVOILW	World	Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices		Index, 2005=100			110.392	107.202	87.665	102.129	110.604	85.953	71.903	76.267	103.344	92.512	86.029	84.721	83.989	90.705	98.748	103.527	113.914	114.545	103.033	77.837	74.406	71.491	82.547	98.821	114.007	100.000	103.425	143.434	192.542	153.973	157.858	157.777	n/a	n/a	n/a	n/a	
001	PSOYBW	World	Soybeans, Price Index U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par		Index, 2005=100			118.905	117.151	99.174	116.350	115.404	90.968	84.679	87.618	125.362	110.690	98.192	93.567	94.026	103.139	102.858	100.395	124.346	125.755	100.070	78.392	82.037	75.629	84.643	104.515	124.006	100.000	97.455	142.211	203.158	169.651	161.786	166.380	n/a	n/a	n/a	n/a	
001	PSMEAW	World	Soybean Meal, Price Index Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein		Index, 2005=100			109.681	109.468	94.981	108.215	92.921	70.670	81.114	89.665	126.284	113.745	93.500	93.473	95.402	105.231	96.720	96.493	129.460	136.019	84.917	74.147	90.964	87.777	89.415	104.322	125.001	100.000	94.271	128.145	178.817	174.605	153.301	157.949	n/a	n/a	n/a	n/a	
001	PSOILW	World	Soybean Oil, Price index Chicago Soybean Oil Futures (first contract forward) exchange approved grades		Index, 2005=100			108.012	99.522	81.344	103.127	130.699	115.301	73.503	74.010	106.841	91.469	99.273	90.105	87.381	101.493	121.642	117.940	109.779	106.074	113.463	79.154	70.968	69.993	82.671	100.915	119.104	100.000	111.245	161.320	228.702	158.754	167.419	170.248	n/a	n/a	n/a	n/a	
001	PROILW	World	Rapeseed Oil, Price index FOB Rotterdam		Index, 2005=100			79.389	67.231	58.052	69.568	95.475	75.031	49.848	48.176	74.618	66.106	59.432	57.777	56.188	63.926	86.171	87.759	78.099	78.067	87.448	59.460	48.024	54.355	66.464	83.718	98.923	100.000	118.080	140.347	197.472	118.754	127.371	128.716	n/a	n/a	n/a	n/a	
001	PPOILW	World	Palm oil, Price index  Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA		Index, 2005=100			131.046	128.256	100.031	112.692	163.803	112.580	57.760	76.976	98.252	78.755	65.139	76.189	88.480	84.894	118.925	146.217	127.052	133.382	163.413	102.608	71.023	64.837	97.024	111.609	118.232	100.000	113.361	195.580	234.688	175.168	214.870	206.698	n/a	n/a	n/a	n/a	
001	PSUNOW	World	Sunflower oil, Price index US export price from Gulf of Mexico		Index, 2005=100			48.580	49.072	40.593	42.858	58.864	51.108	40.508	39.324	52.002	52.964	52.735	51.297	49.118	59.602	63.216	55.193	48.962	48.656	58.122	40.755	33.142	38.103	52.932	56.791	64.166	100.000	62.305	58.801	147.976	91.012	95.234	90.866	n/a	n/a	n/a	n/a	
001	POLVOILW	World	Olive Oil, Price Index extra virgin less than 1% free fatty acid, ex-tanker price U.K.		Index, 2005=100			38.855	35.453	33.926	33.927	33.624	35.115	38.122	41.292	41.661	44.260	58.206	57.706	57.580	48.986	57.053	81.525	108.081	76.760	58.470	66.141	53.996	48.328	52.554	68.793	83.907	100.000	99.430	82.640	75.509	63.585	56.168	57.980	n/a	n/a	n/a	n/a	
001	PFISHW	World	Fishmeal, Price index Peru Fish meal/pellets 65% protein, CIF		Index, 2005=100			136.183	126.216	95.506	122.167	100.748	73.679	77.491	87.010	94.537	87.065	87.521	70.596	69.565	54.354	54.171	70.069	84.553	86.795	95.266	58.196	60.746	71.222	86.742	87.365	93.103	100.000	144.348	159.287	155.892	168.746	196.170	161.241	n/a	n/a	n/a	n/a	
001	PGNUTSW	World	Groundnuts (peanuts), Price index 40/50 (40 to 50 count per ounce), cif Argentina		Index, 2005=100			181.333	184.388	121.345	141.557	122.677	100.760	111.260	77.423	83.313	102.526	138.545	139.052	84.426	120.613	119.753	106.185	105.332	113.666	103.380	99.159	102.133	97.939	85.154	111.285	118.319	100.000	107.769	153.096	203.837	129.321	157.644	163.177	n/a	n/a	n/a	n/a	
001	PMEATW	World	Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices		Index, 2005=100			94.728	97.722	116.297	103.773	101.316	98.517	104.333	106.297	91.666	87.470	104.409	99.588	82.267	90.836	83.208	79.295	94.504	86.468	71.407	71.420	79.374	85.301	79.045	81.571	100.720	100.000	95.456	99.351	103.240	98.016	115.736	105.659	n/a	n/a	n/a	n/a	
001	PBEEFW	World	Beef, Price Index Australian and New Zealand 85% lean fores, FOB U.S. import price		Index, 2005=100			105.442	94.435	91.293	93.214	86.844	82.262	80.000	91.111	96.162	98.091	97.926	101.773	93.773	100.008	89.125	72.856	68.197	70.891	65.944	70.024	73.941	81.312	80.354	75.580	95.939	100.000	97.394	99.418	102.000	100.753	123.488	111.599	n/a	n/a	n/a	n/a	
001	PLAMBW	World	Lamb, Price Index frozen carcass Smithfield London		Index, 2005=100			81.510	77.664	67.518	54.614	54.501	51.925	57.526	61.178	68.019	65.444	75.282	65.172	71.726	77.129	78.093	70.372	90.393	93.389	72.093	71.973	70.131	80.940	90.755	99.312	103.010	100.000	95.454	100.491	106.093	91.314	87.418	88.243	n/a	n/a	n/a	n/a	
001	PPORKW	World	Swine (pork), Price index 51-52% lean Hogs, U.S. price		Index, 2005=100			121.237	145.081	212.785	171.852	167.129	166.079	182.529	174.817	114.558	94.450	148.546	131.486	83.447	95.318	83.337	92.772	136.637	107.640	67.394	65.604	87.589	90.761	69.821	78.892	104.907	100.000	94.366	94.059	95.512	82.405	112.597	96.030	n/a	n/a	n/a	n/a	
