,Inverse_VolatilityBRLUSD Curncy,Inverse_VolatilityPENUSD Curncy,Inverse_VolatilityMXNUSD Curncy,Inverse_VolatilityCOPUSD Curncy,Inverse_VolatilityCLPUSD Curncy,Inverse_VolatilityCNYUSD Curncy,Inverse_VolatilityKRWUSD Curncy,Inverse_VolatilityIDRUSD Curncy,Inverse_VolatilityINRUSD Curncy,Inverse_VolatilityPHPUSD Curncy,Inverse_VolatilityTHBUSD Curncy,Inverse_VolatilityTRYUSD Curncy,Inverse_VolatilityRUBUSD Curncy,Inverse_VolatilityZARUSD Curncy,Inverse_VolatilityCZKEUR Curncy,Inverse_VolatilityHUFEUR Curncy,Inverse_VolatilityPLNEUR Curncy
2000-01-27,23.18675384823831,70.60251401316398,20.86855638299569,29.640474361292846,43.5628028951229,3090.35638388949,24.553335990127387,15.564526166336899,223.7387027847779,39.634302683451644,29.93158021753411,32.74917759759265,25.528028730669345,46.81313764020412,44.251822918346846,36.84845037938788,20.792657664218538
2000-01-28,22.34946001554016,66.36658824355887,20.932501378910516,30.144543438013535,44.290964961950415,2990.3253804925193,24.539641447596484,15.5825396924817,217.17768515850508,39.734115378326265,29.727007698825233,32.89974091543409,25.548060419988328,34.98593541516851,44.251822918346846,37.256696050044546,20.77996977286187
2000-01-31,22.103309141662773,66.30333863939352,20.932962572466675,30.987507799319882,44.19302879582718,3090.344237109625,24.55634139517067,15.53024157575716,216.26096851176789,39.557879375975105,29.85008427817207,33.18971454389051,25.529932890819417,34.39322709516765,42.46098844511218,37.860293935553386,20.893404160891276
2000-02-01,22.136305754166695,63.976671714562556,20.94029134000271,30.657718076542114,44.17390803022259,2997.5420838146147,24.51146000718151,15.533904547093954,221.21223764323204,39.8714884002994,29.858266103509518,33.15365082266765,25.41312544173867,33.01834232020376,42.013347945998376,37.91555386261539,20.7699219178931
2000-02-02,22.128176871627453,65.13493639092172,20.793543317060827,30.678311465604427,43.87541322080292,2997.5420838146147,24.399959037575005,14.788559853953599,219.67527879213253,40.83812425889472,29.790724224440158,33.2170965724705,25.333490640090524,32.64352747271333,42.013347945998376,37.77375664251962,20.689365913749217
2000-02-03,22.129977220574556,65.42970766304626,20.652026609460965,29.458763992841117,43.823237632559255,2902.728345394003,24.453568582346584,14.809779247658847,222.3150801209855,40.98042956469672,29.735119345724982,33.22619174248522,25.472449238332416,32.21565235170743,42.013347945998376,37.36435118991928,20.861893590854653
2000-02-04,21.864614113382267,65.96298638459419,20.574680648222667,29.419399952719683,45.6075665571735,2819.3706300603876,24.753319624773347,14.328133164373044,222.3150801209855,41.015106143349215,29.72671415741924,33.23288944110308,25.510759504357427,32.22738892387077,42.023340145514496,34.710357930035386,20.973515570736076
2000-02-07,21.846391834014582,65.94292009448418,20.57256379422352,29.583378192603035,47.1178746425168,2819.3706300603876,24.77425618975914,14.538460131956999,223.2889585967337,41.09229347099049,29.533271881287362,33.23985477673695,25.41163194334781,31.99857941871182,42.47502463991414,34.46345800473449,21.27041892786396
2000-02-08,21.84291064352082,62.016112880285355,20.58162559092091,29.580011745158696,47.42361298448935,2819.3706300603876,24.778626102214496,14.14886150867457,223.2889585967337,41.87441767155603,29.67395481025818,33.452313855811724,25.449701136669905,32.11237160364442,42.60154099827293,34.55974853219166,21.546288041733813
2000-02-09,21.769382219058652,59.30988531060174,20.733541108124488,29.613485798324746,47.45000210350601,2902.7427661269685,24.702701666304964,14.246266465894026,221.7072332195029,41.813467633191706,30.50192114106334,33.38243775705337,25.312469614862994,32.2793065184081,42.60154099827293,34.30224535244431,21.711020790698857
2000-02-10,21.796804106492022,58.56659629561917,20.755175550379928,29.608369148908046,46.77785894200284,2902.7427661269685,24.699849859210218,14.182373485897902,221.69877713447036,41.40020081197904,30.484081203601445,33.307166628019075,25.46965060672604,32.38961403547327,42.044257600830335,34.06428144558112,23.008165584819615
2000-02-11,21.879975437532657,58.425292780467814,20.841540613000518,29.880854008612182,46.96321358125114,2902.7427661269685,24.68907934728355,14.182887907909592,222.74611720249618,41.442194138981336,30.466990185258382,33.161379940240934,25.303419391025887,32.68062289678374,42.044257600830335,33.78839939462821,22.96972271812571
2000-02-14,22.67754627304725,58.63195919220584,21.01167986391197,29.915265087117568,46.96444915740454,2902.756645955818,24.71894622520764,13.941063621686206,215.34960339266863,41.43117576148954,30.470961180222574,33.79762740752479,24.977031078609585,32.69020717893579,42.0541643098216,34.071554219877754,23.25567632447805
2000-02-15,22.660516443618295,58.14280370180951,21.392743538871752,30.53780951986544,47.41378508733823,2902.756645955818,24.72805125246927,13.722502269218687,214.7361402279074,41.372112001878065,30.42214160820342,34.39956483703749,24.983341826405475,32.665417452647944,42.06520632287981,33.815157437239826,23.241357351992797
2000-02-16,22.76614616320961,58.16787525691353,21.396327575696706,30.51267817919045,47.331838541590876,2997.605606645491,24.727428804779926,13.92195587987848,214.07038108558038,41.303895715713544,30.182500039448243,38.66673834987549,24.98018634585696,32.3254703902644,42.63902681692313,34.49205943310974,23.915973083173107
2000-02-17,22.828521098004757,57.71240702496022,21.386641599778766,30.73547283025055,47.42254971983264,2916.012587613818,25.503254300577915,13.947356512186373,216.22164913542005,41.33399026675541,30.400475095519898,38.649681557886026,24.984230057090294,32.17832288042912,43.09425716259152,34.59308246379205,23.79624705641266
2000-02-18,22.79225078540731,57.11911915855276,21.70546400607136,30.53098283011937,47.46348525488587,2916.012587613818,26.89176469026536,13.938978950359386,209.73635775365153,41.178387274682834,29.657056120678885,38.55566067444089,24.984909423408766,32.29214651941032,43.09425716259152,34.6262539524502,23.865166382144174
2000-02-21,22.866125908838143,54.776122582193835,21.692558876551363,30.539964031565862,48.05433192596827,2825.4702885042493,27.014475097890376,13.928676785413797,209.18401727494762,41.178387274682834,29.69431375074843,38.214971833876916,25.21798811851452,31.783459462280657,43.58184821971329,35.56398212650233,24.18983999209977
2000-02-22,22.745807198730848,54.73748930348642,21.5733394471335,30.584417817025287,47.647555944672405,2756.832110181866,27.061186969921796,13.926821528080259,210.3304343618218,41.05322670021293,29.694579029001307,37.353738187273365,25.26032637622717,32.1242781607202,44.104276241936326,35.29452575474566,24.738786497040486
2000-02-23,22.917470803241095,54.539219833192426,21.22336923484666,30.59428815137928,48.09868864097973,2679.9460338581753,27.219392821779305,13.922789529023698,213.50574401767742,40.93294613460969,29.71503996719321,37.51739117636665,25.149915177156654,32.07693385032839,44.104276241936326,35.5697452865523,25.488684219749647
2000-02-24,22.87846416695227,53.60349004581752,21.25941362397969,31.76287276125653,48.09003324106978,2679.9460338581753,26.95625169379249,13.76738738626526,216.17096375949433,40.47866652691659,29.616788573419946,37.033968218442716,25.124059246761835,32.08393578492711,42.1062232328889,35.65748234405576,25.157121233469788
2000-02-25,22.908003647550043,53.58042836745975,21.376580697274026,31.82561559607441,48.043472100116254,2611.5327667348524,26.592829732313835,13.313568235650992,212.06653832177145,40.35474403571885,28.869356325283864,35.778441277785745,25.090091156036664,31.03651038467852,42.1062232328889,35.91484558556526,25.28998593340889
2000-02-28,23.065513063719422,53.142645798612,21.36754317309081,32.10102701321949,44.74385711541942,2611.5327667348524,26.681395326622326,13.167209939993057,217.87043277574844,40.41538999903365,29.78937486905603,35.8054004039462,25.29529881607893,29.359599378653606,42.1062232328889,35.404979658457144,25.253400791353616
2000-02-29,24.58775812488066,50.51181977088916,21.377870505570638,32.27065869319396,44.57035746222679,2611.5327667348524,26.596183837935413,13.187066840026056,217.87043277574844,40.40786974982637,29.74532024387711,36.11338317755883,25.297250542394075,29.125315623846543,42.11718815817936,35.18687121039331,24.983927911102878
2000-03-01,24.625497672191297,47.525150234797,21.37956670778805,32.294014301789446,44.13464663092416,2611.5327667348524,26.726534872173893,13.050124800624586,217.3283305160439,40.469460533603645,29.933781735613707,36.151673308721904,25.301504834353793,29.114410965776766,42.68894929727125,35.755720412782594,24.98524718854709
2000-03-02,25.21369399687079,48.07140027786861,21.313019031961115,32.233294410248085,44.444853462249384,2679.9691625852747,26.25300352791289,12.836000180979557,216.94385835976723,40.533135103609965,29.933754578912303,36.1461963719635,25.34981820452939,28.85676469139555,42.128279850824654,36.33697533624259,25.37964163409879
2000-03-03,24.952274486235307,47.988983959780185,21.310765590430623,32.23535763333087,44.3747187117347,2611.543270940361,26.124100315623604,12.83636913084109,216.94385835976723,41.21961628893825,30.771641017712817,35.997106294695506,25.410308757514688,27.60209818621264,40.98732641564117,36.42242694139643,25.115365232295233
2000-03-06,25.1656411673175,49.691247297585015,21.720487053912485,32.6111600117711,44.41907178177872,2611.5533810535385,26.124179819901183,12.815858140828862,216.71453616692776,41.89728817753266,31.327620006017074,36.61769391296377,25.363183151719124,27.294172945765276,40.831278977395634,35.53099587859778,25.154413306010646
2000-03-07,25.17303802398506,49.853025207217534,21.76939259352372,32.52826856950604,43.13331381256899,2611.5533810535385,26.141080084829543,12.88581811743443,217.8007067100327,41.44188234678654,31.502184787431048,36.620856824335185,25.33946484611481,27.122584894660186,40.47446360117344,35.19676820649272,24.926139890251026
2000-03-08,25.163917475739797,50.82749476436034,22.035214938606014,32.34537319946422,42.93874944589567,2679.991440345218,26.162296894572357,12.892701703232733,217.8007067100327,42.308427327137444,31.39434190096321,36.745654438476855,27.11045551264941,26.027954542410654,41.0196842439144,36.006366589986065,25.30215187921964
2000-03-09,25.08246086694769,50.45965016485718,22.149731722073653,32.52863187344256,42.14588550982269,2745.7301299066,26.789833955166667,13.073146831907835,216.93869089083285,41.96973865395539,31.638281804579638,27.547616897064078,27.652787714607,24.646449263226284,40.86327276103207,36.1369384705657,24.99154806722037
2000-03-10,25.653890730994444,48.76727217790784,22.136203733173343,33.61636272009949,42.097303996913205,2745.7301299066,26.780785493437453,13.05978391110583,221.39622514483085,41.99715182836379,31.518198978109975,24.271854972872358,27.67349714049565,24.64896090758158,40.86327276103207,36.1296834152782,24.975372746673784
2000-03-13,25.77032336537705,48.80099049182732,22.133812399373102,34.59660262957118,41.802907179012735,2680.0128615408753,27.402276089813995,13.025219822068662,226.04895752271202,42.047018481014085,31.487905904627095,24.1923144032902,27.698471709669025,24.51695109421365,41.05211882924674,36.81002221612481,25.177603995730834
2000-03-14,25.677496843975753,48.75970102026895,22.135512053376388,34.66189806566977,42.10930535947786,2680.0128615408753,27.864265219175795,13.05571855917238,225.001813517569,42.044159802793224,31.581044330162197,24.11365260585165,27.678544253660124,24.525561673989593,40.89534187021451,36.22960719578731,25.084536011481063
2000-03-15,26.925964461775177,48.70439550947196,22.794603721163,34.665796273541865,42.20598716862332,2756.9433197154017,29.29673087784241,13.127231491710496,224.99981882738663,44.09818511093551,34.17542788802511,24.390686267853475,28.319161824365462,24.506005272690174,40.90718572050296,36.36739720114128,27.15707128395579
2000-03-16,31.03996262505334,48.062480807310386,25.039520779587825,35.71074944095912,42.41339791281891,2756.9433197154017,29.27229343996219,13.23823514229785,229.80397171503938,45.579978616673216,33.74959824064395,25.040142336662434,28.58236131531923,24.800668438022416,46.10716733728052,39.03200556355792,27.492759331490177
2000-03-17,31.46198322997986,48.0625198853463,25.352483683548733,37.63100107190798,42.563562609483604,2756.9433197154017,30.945148754822114,13.229325822358083,228.48377757039722,49.558944348641575,33.97561059029408,25.03989776970227,29.791267611377382,24.890497524403262,45.84120979617476,38.97334011861898,27.558195431701623
2000-03-20,31.56800532858023,47.17611282999377,25.92957173608892,37.621018063706416,43.54029155557586,2680.035991998243,32.355057998890395,13.36050047434434,228.4720891343298,56.625573767866165,37.666078973489476,25.085871018242923,30.377312742824103,24.891439595031912,45.84120979617476,38.95023280715964,28.265437156481386
2000-03-21,32.39305691021675,46.961897403526635,26.882340874202125,38.74947144120527,44.017399111186236,2745.778041253421,33.32642725434945,13.45098379721341,229.52168731798074,58.36288278056594,39.3979056532089,25.27641720802476,30.284960627034504,25.066297889988945,45.86175114716682,38.29248957652411,26.72511754390692
2000-03-22,32.88180525109636,45.90574790439887,26.885343716884204,38.740959065220764,44.40962732969799,2745.778041253421,33.53735849044283,13.411751383673614,229.78826262654792,58.79557589413901,39.39767414547239,25.12018057425657,45.30172701404676,24.70526746327994,45.68836048410663,36.76833157024984,26.55909679632702
2000-03-23,32.8151783497484,44.8557252186205,27.21369637110669,38.47402944106849,44.168224335710676,2745.778041253421,34.50447682223556,13.729646460064734,226.0139337617129,71.0345562671453,43.205802362230955,24.901625625665726,65.23088914759664,24.719712114187914,45.68836048410663,36.723603217019104,26.575818437682422
2000-03-24,31.75529723164629,42.43522043092196,27.339495700747012,38.52501651997626,45.29950028821044,2745.7902500442215,33.29436488062596,13.83004189618294,226.0139337617129,71.19035220279196,43.80466331997492,24.902144307670277,69.73377797386547,24.969141490528287,43.90407865387105,36.7523703093352,26.26421178554228
2000-03-27,30.42422821319511,40.78077734300804,27.51957539215985,39.379139887545435,46.11895763064335,2745.7902500442215,34.32020159264807,13.816991541369344,221.83292910082722,71.3516559939656,43.96263474240966,24.90202178246247,70.50507228258508,24.94754768790846,43.413146193362266,37.06013962371235,25.42844282751891
2000-03-28,30.44563770806099,39.18916378769457,27.552776684460696,38.80361588386638,46.353189358166475,2745.7902500442215,40.73918046729527,14.005367589062308,223.0396586224092,71.19756482123299,43.96185664457215,25.938474177572225,70.50507228258508,24.959059435263107,43.91179392572684,37.099455299117565,26.33848409438444
2000-03-29,30.750080802932512,38.281792962201,26.274442619200872,38.83615576869333,48.28197249016932,2819.629993195478,40.88767883982171,14.59643483997343,223.0396586224092,73.2744086102288,43.95026879454671,25.66910724717129,67.97794742919592,24.895410833461305,44.05141534687097,37.533121790542054,26.33212313712092
2000-03-30,30.59403133606218,38.244338760388196,35.57593223164805,40.0066458126993,52.195369187457054,2745.8020008429103,41.90686106593276,14.558893627491674,223.0396586224092,73.75719599476926,44.32462820367921,25.663524751604996,56.68825766425238,24.096934167198985,37.460600335557636,37.32213963483818,23.184068366006116
2000-03-31,29.874574946915857,38.297889854248325,37.55443575878214,41.7093862681348,51.20144867261469,2825.680135955749,43.528435837574634,14.643263070481755,227.19549564731665,74.36109791469023,44.33341243968035,25.65037867652894,57.32766502500614,23.197992219704126,37.80671256245913,37.29705748626958,23.00521713000378
2000-04-03,29.999420541211695,38.23955948018096,37.009866359531074,43.07628828152122,51.189813950887974,2903.054143590962,45.1057282037522,14.332170970696534,230.60975147782864,74.71824555087923,44.41595698636848,25.665906588425297,56.108970131024286,23.146673746675066,37.80671256245913,37.50439591643038,22.774474193418538
2000-04-04,32.4786524780668,38.31092127831632,36.75757432261378,42.90971900356093,50.971631937941716,2819.65593860061,45.24354004038091,14.351854223648063,234.6184726447478,74.98089304967235,44.22347217834242,25.702971437809715,56.048621738724485,23.228738324408365,38.176709139730946,37.5305924124812,21.6075467170723
2000-04-05,33.84030736919346,38.30440999469926,37.37193787939951,40.528791799454,54.270586004060426,2819.65593860061,45.3660957196399,14.11323604831095,257.10079165631544,76.90326691067837,43.871872381888174,25.596975601661676,56.04752498301836,23.256429632511363,37.831724596083845,37.722956071828534,21.488700438151668
2000-04-06,34.02883395240491,35.12636464091166,37.244241969065015,39.29407369042464,56.31205387631675,2903.0636729433413,45.3946053567267,14.110700740624052,264.10446245714,76.64058519483183,43.87138935403881,25.54395910472117,55.99002792894433,23.26699157489614,38.22817552178839,40.127624912596936,20.733235489043842
2000-04-07,33.902581000998,34.711314127605036,36.57638712431478,42.22709215781354,56.23149504723614,2903.0636729433413,40.67131651599814,13.84433719966011,266.0833495226329,76.55021231692804,44.855263294416424,25.54262625615795,56.3665704249812,23.151812645970203,38.22817552178839,40.80822752163665,20.2382485299475
2000-04-10,33.9035576428992,34.92767750719234,36.24788015249933,43.34390514890039,56.34002587155757,2825.697211776387,40.42385218883424,13.868429887795743,266.0833495226329,78.2539815580716,45.11629823918509,25.806843967306495,56.41994679590809,23.480142238000493,38.649068753050656,39.675015853458405,19.941138768481974
2000-04-11,36.46231699513624,35.3913335185849,36.31603576574484,44.280826021042664,56.420346797666106,2825.6700953491927,40.555896962402755,13.934293477082573,275.49168975650724,78.45912969447322,46.47837168946196,25.881635724609183,56.75655756564985,25.97218755935023,37.320420966553584,39.62603784029993,19.883675434773405
2000-04-12,36.47908705700594,35.4643443025355,36.13978168790684,44.60589137384541,56.538646187284506,2756.990659143776,40.564363863799215,13.960989608034803,277.74405199836076,79.51790785586502,46.698095742921666,25.89232826730716,55.87228467977587,26.264463984809165,38.286074018002,39.63323192051355,19.824570086473603
2000-04-13,32.14254270542917,34.900377456091334,35.77897041973348,45.715133493552806,56.78416164394804,2756.9521854062946,40.66737907882432,13.96968927742871,275.48800387454935,79.32384906897774,44.539147495721096,26.038847707247378,56.296447030002064,26.9076428260371,37.111641426032286,39.66507542911662,19.92458002825799
2000-04-14,32.056251027856504,34.612986468605534,34.97043771919161,45.35007659141012,54.86486691573021,2756.9521854062946,40.413976251659385,14.856797624999796,275.95195220115176,80.97513015859646,44.69679511719082,26.02679324324014,58.321326261310084,26.990515908511025,36.828303158296954,39.69511470733545,17.701661429350604
2000-04-17,31.835216336325672,34.52961275645815,33.810132849413364,54.321033259115644,49.65193761876605,2825.591781388653,40.18097663990445,14.584171234245948,277.73315192885406,79.71768911555856,44.97341637306276,26.052280483006093,46.44885179879551,27.359048337134986,36.828303158296954,39.87808681198548,17.702211167517092
2000-04-18,31.576517300848582,34.390216595291875,34.14833033231996,54.719700945573756,47.16746311479887,2902.9221260231707,39.94335579888281,14.959842236941718,277.73315192885406,83.42610467838455,44.893200855864166,25.946137598710653,45.74215385947535,27.125688911549876,36.81512876337082,44.152175818380094,17.721650702178486
2000-04-19,30.88323600572154,34.40173240459518,34.189550737676996,52.997115178026704,47.281943146980716,2902.9221260231707,39.93759568167198,14.875642469137823,277.4103331049007,83.18955744754199,45.16698872339539,25.957829734320967,44.817993960775055,26.385280460423736,36.81512876337082,44.52952870843047,17.69165236346036
2000-04-20,30.940409442390017,35.09398597379143,34.221405393517564,53.01913732167614,47.04626856282254,2902.9221260231707,39.97091434892618,15.045839764217495,275.47395754493874,83.35348847758175,45.12718258762405,26.122922586137697,44.83777915292944,25.87267388584225,36.80211028860544,45.35570566912069,17.6992772544535
2000-04-21,31.012185900119707,35.75055382210687,34.355887931048585,53.081300746934915,47.045440872447166,2819.526244506112,40.357580005553686,15.865013971977525,275.9382402557396,81.74057529663149,45.60981786783153,26.26781575286203,45.13218118045281,26.118212408044162,36.5400493439427,43.773761413923665,17.89801047355821
2000-04-24,30.058913615255662,35.78248328969727,33.94392773042184,52.680265833378236,46.57587409279575,2819.526244506112,40.361802610423425,15.608543860923799,275.46330870817593,85.85490834276068,46.22019569091365,26.221233860259243,44.92236305216716,26.084129015558023,36.405666834419435,44.34007179472542,18.008925461240082
2000-04-25,30.00442231133748,35.79230324214439,33.55639547289721,52.63284340686723,46.610231153369156,2745.713791316261,40.494966930919695,15.587497601779967,260.8989594968717,86.05626659113373,45.85207830630141,25.91539165920359,46.831521034090535,26.08645730821825,35.1147982813015,44.95763775785328,17.64927515580784
2000-04-26,29.38375426269306,35.96107883392965,33.70970622868012,51.28481806743928,46.23231744928667,2825.5656781835123,41.62764878188376,15.996899433938735,270.2871819227675,86.50833438234015,45.88616967017353,25.923004886992146,48.03016117982183,25.207703682999316,34.38814786564627,44.978044856936805,17.918228649873
2000-04-27,29.382001165048788,36.052596032757535,33.7433404323357,51.75867742016869,46.22348256761419,2756.893671755242,41.51468291961318,15.973312762101177,271.8851847447828,86.64548570268148,45.91230766928811,25.859619133878585,48.00477544335753,25.12729749571817,34.60808409134184,45.32586187727789,17.914448778559972
2000-04-28,29.406993353789726,36.04593566000668,33.399877914259804,52.06678960630665,46.35981865559521,2756.893671755242,41.51468291961318,16.210144625512726,271.8778364610551,86.36191400502975,46.420924887670196,25.94704599941669,48.236117592321,24.594307881325182,34.379455277225745,44.964309717762376,16.263725557296098
2000-05-01,29.465035649947083,36.1149750228846,33.426425503148884,52.064005423230086,46.347497670465486,2843.9021270315466,41.605727338765604,16.13754843725324,274.1919923468501,87.01707958329621,47.1893884225129,25.95759588747461,48.30353027271798,24.68455326104548,34.379455277225745,44.964152152061864,12.323989704776334
2000-05-02,29.503006437133273,36.19410148729626,32.88429449366122,53.275192808553385,46.449767114946994,2843.9021270315466,41.660159354313684,16.11172705794124,290.60469653419307,86.07090334405827,48.67090477495795,25.974520840381803,48.41576271122726,24.574055567777016,34.16383356158188,44.70856442262882,10.227261122490754
2000-05-03,29.022390743373837,36.920026506311636,32.24899902778577,51.72682628918201,45.62060561447009,2916.0870957562197,41.979504115967785,16.034422540193727,284.33813938042255,85.51832574403419,48.23217033842946,25.977337102432998,48.498069993436474,24.36484141906817,33.84227017882507,45.089032414590775,10.006146666012036
2000-05-04,29.101107097844686,36.95079795671722,32.50924319600542,50.74650899367583,46.482420088370425,3019.644574401609,42.06506981281656,16.034683234468314,284.33813938042255,85.2911291013736,47.647628507326566,26.40337678951465,48.54609326327872,22.36682441429455,33.636502839096096,43.820478087048286,9.950428845505371
2000-05-05,28.811471678861082,36.84373843349818,33.2007430445014,48.80734246903157,46.37433568133554,3106.4805402569004,42.12789767751425,16.036775119364954,265.5821851641344,87.00336145970218,47.64261418544188,26.5225597283596,48.8332391903626,22.290765886437658,32.77272742482462,41.11522913543968,9.686372765987613
2000-05-08,28.933581254480305,37.05885175840192,33.242661142737575,48.15842165496764,44.808620059578665,3106.4805402569004,44.37253705820925,16.35130047548451,252.35976091627424,89.30737304939149,47.96918720014705,26.68803776268677,49.155813096409766,22.278890786525825,33.90233119477153,40.79542781507815,9.080178752600743
2000-05-09,28.87772403134475,37.04353156029261,32.86471976068731,44.9871628499024,45.12638126740976,3090.442110869969,45.80222708211792,17.56560861049349,258.0326652692377,87.8790902739896,54.138901706914254,26.997101537244408,49.19265414766763,21.522967931951236,32.00487173038616,40.457035800241044,8.992965283170328
2000-05-10,28.795899630934755,37.29836011696714,31.781614650264764,44.095084728392756,48.6753663192101,2990.3872785354833,45.88745643780065,17.99031783241486,114.91457667341356,85.81140853704778,54.50941771269644,27.05512747515859,48.8218792500784,21.691140615846912,31.672032041686876,41.27216700776339,8.586529172341487
2000-05-11,29.209656916023217,36.911413119934664,31.563702912297135,43.01860663215011,45.66192953893896,2990.3872785354833,45.61549350859804,16.750680904578335,109.2938603328165,84.8776712264452,53.544589604563804,27.035237159574045,48.98560869806459,21.73870959915383,31.47760472918555,41.813918269562,8.423032880797894
2000-05-12,28.8659207975655,38.83586521388357,31.650795240673904,43.025656339622955,45.07858620869398,2902.7566670443025,45.72487641148057,17.031963159605162,109.16329287964172,84.8776712264452,53.85977837967613,27.00517221811076,49.47782161547727,21.679951861724597,31.47760472918555,32.974626755227476,8.251366043784508
2000-05-15,28.45333548670958,38.90747783067712,31.20944228649231,43.468544079824724,43.17156576365479,2902.7566670443025,48.44819996221519,16.230316709354167,109.07634186824744,83.42468373845338,47.09567753842883,26.938230007472576,49.4104575576354,21.691644926096245,31.605872758588415,27.68147063815637,7.836046129381262
2000-05-16,28.97266870052585,38.91459091202082,31.091211491778314,43.35276238811569,43.150108695833545,2997.6056298694643,49.543425843241906,15.928413110584229,107.64985186822881,84.11198417030957,47.01363836980955,26.930581394714487,49.40225966583341,22.16484796138826,30.448049826160023,27.20522627656342,7.837442824062285
2000-05-17,28.654564040284995,38.91592290324541,30.843240115952966,43.43691859520707,42.589707204068986,2997.635598152141,49.534983074281136,15.828294796801286,107.56650169191545,82.79254650629878,47.06724387167745,26.74513579046296,48.03324363414609,22.097355593920213,29.937958866381706,27.291499849660337,7.830154719120247
