,BRLUSD Curncy,PENUSD Curncy,MXNUSD Curncy,COPUSD Curncy,CLPUSD Curncy,TRYUSD Curncy,RUBUSD Curncy,ZARUSD Curncy,CNYUSD Curncy,KRWUSD Curncy,IDRUSD Curncy,INRUSD Curncy,PHPUSD Curncy,THBUSD Curncy
2009-12-30,0.574,0.346261,0.07655,0.048931,0.19703,0.6623,0.03299,0.135298,0.14652,0.0858,0.105949,0.021392,0.021656,0.029979
2010-01-06,0.5772,0.348858,0.07854,0.050707,0.20149,0.67882,0.03365,0.136897,0.14647,0.08845,0.108319,0.021806,0.021803,0.03015
2010-01-13,0.5696,0.351309,0.0784,0.050716,0.20245,0.68861,0.03379,0.135081,0.14647,0.08909,0.109117,0.021899,0.021798,0.030294
2010-01-20,0.559,0.350508,0.07837,0.050887,0.20168,0.6782,0.03361,0.132752,0.14647,0.08737,0.107527,0.02168,0.021721,0.030326
2010-01-27,0.5368,0.349406,0.07725,0.050301,0.19142,0.66633,0.03299,0.131191,0.14648,0.08607,0.106276,0.021566,0.021395,0.030257
2010-02-03,0.5419,0.350754,0.0772,0.050804,0.1857,0.67006,0.03334,0.133208,0.14648,0.08663,0.107654,0.021753,0.021765,0.030253
2010-02-10,0.5404,0.350018,0.07668,0.051044,0.18711,0.65937,0.033,0.129127,0.14648,0.08613,0.106758,0.021563,0.021563,0.030166
2010-02-17,0.546,0.351062,0.07766,0.05194,0.18886,0.66109,0.0332,0.1314,0.1465,0.08741,0.107735,0.021687,0.021707,0.030134
2010-02-24,0.5495,0.351309,0.07789,0.051672,0.18923,0.64616,0.03331,0.12892,0.14648,0.08675,0.107021,0.021584,0.021704,0.030257
2010-03-03,0.5619,0.351556,0.07878,0.051883,0.19365,0.65128,0.0336,0.133144,0.1465,0.08756,0.107759,0.021884,0.021768,0.03059
2010-03-10,0.5651,0.352237,0.07925,0.052854,0.19285,0.65204,0.03384,0.134838,0.1465,0.08867,0.10917,0.022041,0.021912,0.030642
2010-03-17,0.5671,0.352547,0.08035,0.052837,0.19039,0.66149,0.03432,0.137199,0.1465,0.08866,0.10976,0.022039,0.021944,0.030984
2010-03-24,0.5563,0.352547,0.07963,0.051851,0.18748,0.64589,0.03371,0.135523,0.14648,0.0877,0.109529,0.022014,0.021872,0.030902
2010-03-31,0.5624,0.351853,0.08109,0.052074,0.19057,0.65807,0.034,0.137616,0.14649,0.08844,0.109951,0.022306,0.022124,0.030917
2010-04-07,0.5658,0.352423,0.08167,0.051905,0.19326,0.66778,0.03412,0.137434,0.1465,0.08911,0.110461,0.022449,0.022287,0.030874
2010-04-14,0.5729,0.352672,0.08189,0.051598,0.19316,0.67852,0.03457,0.136977,0.1465,0.09008,0.111074,0.022478,0.022513,0.031013
2010-04-21,0.5711,0.351927,0.0822,0.051311,0.19171,0.67513,0.03436,0.134963,0.14648,0.09002,0.111019,0.022442,0.022497,0.031109
2010-04-28,0.5685,0.351185,0.0806,0.050607,0.19059,0.66606,0.03399,0.133581,0.14651,0.08939,0.110528,0.022399,0.022309,0.030931
2010-05-05,0.5603,0.351087,0.07907,0.050039,0.19002,0.6533,0.03335,0.13131,0.14648,0.08785,0.108126,0.022256,0.022204,0.030893
2010-05-12,0.5649,0.352361,0.08064,0.050803,0.18847,0.65569,0.03336,0.133759,0.14647,0.08791,0.1098,0.022166,0.022195,0.03097
2010-05-19,0.5419,0.351309,0.07781,0.050068,0.18267,0.62885,0.03254,0.127563,0.14648,0.08478,0.108254,0.021568,0.021921,0.030931
2010-05-26,0.5398,0.351185,0.07685,0.050542,0.18438,0.63215,0.03213,0.129532,0.14645,0.08122,0.107239,0.021144,0.021503,0.030736
2010-06-02,0.5457,0.351556,0.078,0.050936,0.18694,0.63351,0.0321,0.130279,0.1464,0.08258,0.108284,0.021288,0.021395,0.030675
2010-06-09,0.5429,0.351494,0.07806,0.051479,0.18457,0.62588,0.03162,0.129016,0.14645,0.08019,0.108167,0.021265,0.021464,0.03068
2010-06-16,0.5601,0.352473,0.07935,0.052282,0.18869,0.6393,0.03204,0.13189,0.14636,0.08258,0.109349,0.021481,0.021659,0.030876
2010-06-23,0.5558,0.353544,0.07886,0.052676,0.18581,0.63438,0.03212,0.13245,0.14678,0.08372,0.110467,0.02165,0.021631,0.030879
2010-06-30,0.5567,0.35392,0.07772,0.052418,0.18273,0.63327,0.03205,0.130663,0.14746,0.08196,0.110467,0.021527,0.021561,0.03085
2010-07-07,0.5659,0.354189,0.07769,0.052556,0.18658,0.64193,0.0322,0.131173,0.14751,0.08218,0.110163,0.021262,0.021529,0.030798
2010-07-14,0.5673,0.355114,0.07871,0.053429,0.18791,0.64958,0.03274,0.132781,0.14761,0.08356,0.110564,0.02141,0.021622,0.030945
2010-07-21,0.5638,0.35392,0.07826,0.053548,0.19115,0.65381,0.03284,0.132944,0.14756,0.08315,0.110345,0.0212,0.021515,0.030957
2010-07-28,0.5682,0.354296,0.07893,0.054151,0.19108,0.66116,0.03307,0.136277,0.14752,0.08404,0.11108,0.02137,0.021779,0.031051
2010-08-04,0.5693,0.356952,0.07971,0.054824,0.19368,0.66687,0.03353,0.137834,0.14766,0.08569,0.111701,0.021706,0.022112,0.031148
2010-08-11,0.5652,0.356316,0.07844,0.055337,0.19513,0.65828,0.03289,0.137392,0.1476,0.08427,0.111266,0.021413,0.0221,0.031329
2010-08-18,0.5714,0.357398,0.0794,0.055227,0.1996,0.66709,0.03288,0.137812,0.14724,0.08539,0.111514,0.021468,0.022188,0.031686
2010-08-25,0.5651,0.357334,0.07681,0.054915,0.19737,0.65367,0.03233,0.135765,0.14708,0.08319,0.111328,0.021317,0.02203,0.031716
2010-09-01,0.5742,0.357782,0.07645,0.055121,0.20121,0.66007,0.03254,0.137154,0.14681,0.08479,0.111322,0.021365,0.022149,0.032077
2010-09-08,0.5813,0.357974,0.07697,0.055462,0.20162,0.65965,0.03244,0.1381,0.14718,0.0855,0.111204,0.021445,0.022564,0.032237
2010-09-15,0.5807,0.358725,0.0782,0.055402,0.20214,0.67096,0.03229,0.140975,0.14832,0.08621,0.111607,0.021567,0.022623,0.032407
2010-09-22,0.5813,0.358359,0.07875,0.055435,0.20271,0.67239,0.03221,0.142379,0.14948,0.08695,0.111763,0.021935,0.022789,0.032621
2010-09-29,0.5865,0.358899,0.07993,0.055574,0.20601,0.68825,0.03289,0.143392,0.14952,0.08774,0.11236,0.022247,0.0228,0.032841
2010-10-06,0.598,0.358295,0.08015,0.055697,0.20771,0.70626,0.03356,0.145711,0.14968,0.0894,0.112076,0.022472,0.023057,0.033422
2010-10-13,0.6034,0.359067,0.08087,0.055846,0.2092,0.71136,0.0332,0.146965,0.15,0.08963,0.112092,0.022463,0.023049,0.033456
2010-10-20,0.5984,0.358487,0.08059,0.055255,0.20633,0.70235,0.0326,0.144552,0.1506,0.08909,0.111888,0.022544,0.023113,0.033473
2010-10-27,0.5827,0.357334,0.0802,0.054227,0.20214,0.69192,0.03256,0.141485,0.14968,0.08829,0.111901,0.022495,0.023116,0.033328
2010-11-03,0.5883,0.357839,0.08127,0.054441,0.20439,0.70962,0.03241,0.144666,0.14979,0.09016,0.112139,0.022543,0.023552,0.033613
2010-11-10,0.5844,0.357462,0.08164,0.053945,0.20775,0.70432,0.03258,0.14474,0.15075,0.09009,0.112454,0.022566,0.023076,0.033784
2010-11-17,0.5793,0.355999,0.08085,0.053359,0.2068,0.68788,0.03192,0.142543,0.15054,0.08772,0.111546,0.022075,0.022755,0.033278
2010-11-24,0.5807,0.356062,0.081,0.05289,0.20743,0.67719,0.03195,0.141511,0.1503,0.08702,0.111514,0.021882,0.022743,0.033322
2010-12-01,0.5861,0.353794,0.08082,0.051732,0.20599,0.67098,0.03187,0.142721,0.15003,0.08743,0.110896,0.022034,0.022926,0.033256
2010-12-08,0.5899,0.35495,0.08019,0.053113,0.2096,0.66923,0.03213,0.144324,0.15002,0.08752,0.110834,0.022183,0.022876,0.033124
2010-12-15,0.5881,0.354862,0.08056,0.05243,0.21102,0.65857,0.03253,0.146513,0.15013,0.08626,0.110773,0.022026,0.022779,0.033234
2010-12-22,0.5898,0.356952,0.08121,0.052029,0.21315,0.64402,0.03259,0.147133,0.15042,0.08686,0.110626,0.0222,0.022617,0.033146
2010-12-29,0.5956,0.356506,0.08087,0.05142,0.21322,0.64292,0.03285,0.15013,0.15101,0.08755,0.111281,0.022242,0.022764,0.033168
2011-01-05,0.5972,0.356952,0.08187,0.053177,0.20196,0.64739,0.03274,0.149113,0.15105,0.08896,0.11139,0.022085,0.02281,0.033162
2011-01-12,0.5963,0.358487,0.08281,0.053548,0.20405,0.63999,0.03315,0.146264,0.15142,0.09004,0.110558,0.02221,0.022707,0.032949
2011-01-19,0.5978,0.360295,0.08275,0.054289,0.20335,0.64504,0.03352,0.1431,0.15184,0.08972,0.110559,0.021983,0.022566,0.032819
2011-01-26,0.5987,0.360777,0.08303,0.05366,0.20446,0.63436,0.03365,0.140984,0.15183,0.08961,0.110767,0.021882,0.022532,0.032505
2011-02-02,0.5997,0.361598,0.08312,0.053778,0.2079,0.63392,0.03399,0.139538,0.15186,0.09062,0.11088,0.021968,0.022756,0.032425
2011-02-09,0.6022,0.361207,0.08299,0.052924,0.20987,0.6279,0.03407,0.13837,0.15176,0.09035,0.112127,0.021984,0.022989,0.032589
2011-02-16,0.5981,0.361141,0.08267,0.052351,0.21119,0.63011,0.03421,0.137887,0.15186,0.08957,0.1126,0.021966,0.023034,0.032653
2011-02-23,0.5974,0.35852,0.08191,0.0527,0.21031,0.61995,0.03427,0.140304,0.15211,0.08871,0.112594,0.022156,0.022857,0.032645
2011-03-02,0.602,0.360685,0.08266,0.052241,0.20967,0.61857,0.03523,0.14541,0.15215,0.08907,0.11353,0.022247,0.023018,0.032712
2011-03-09,0.6049,0.361324,0.08359,0.053277,0.20946,0.63171,0.03524,0.145537,0.15243,0.08952,0.113905,0.022217,0.023089,0.032987
2011-03-16,0.5983,0.360946,0.08251,0.052823,0.2055,0.62836,0.03483,0.14134,0.15217,0.08782,0.113524,0.022163,0.022832,0.032862
2011-03-23,0.6026,0.359971,0.08336,0.053526,0.20752,0.64311,0.0353,0.144597,0.1526,0.08893,0.114821,0.022304,0.023037,0.033036
2011-03-30,0.612,0.356125,0.08389,0.05322,0.20766,0.64424,0.0351,0.146991,0.15253,0.09099,0.114751,0.022345,0.023039,0.032982
2011-04-06,0.6196,0.355745,0.0848,0.054619,0.21099,0.66085,0.03549,0.149657,0.15281,0.09215,0.115617,0.022639,0.023197,0.033162
2011-04-13,0.6275,0.355177,0.0847,0.05493,0.21171,0.65715,0.03546,0.147198,0.15306,0.09184,0.115547,0.022469,0.023124,0.033162
2011-04-20,0.6342,0.354799,0.08602,0.056188,0.21316,0.65758,0.03558,0.147062,0.15323,0.09268,0.115674,0.022558,0.023108,0.033406
2011-04-27,0.6373,0.353039,0.08639,0.056159,0.21628,0.65593,0.03613,0.150391,0.15359,0.0928,0.115908,0.022505,0.023092,0.033389
2011-05-04,0.6217,0.354296,0.08596,0.056465,0.21475,0.64645,0.03658,0.150018,0.15402,0.09304,0.116925,0.022487,0.023332,0.033261
2011-05-11,0.6168,0.357718,0.08601,0.055495,0.21364,0.63044,0.03601,0.145105,0.15401,0.09255,0.117261,0.022373,0.023267,0.033121
2011-05-18,0.6202,0.363372,0.08534,0.054816,0.21279,0.63498,0.03578,0.14448,0.15372,0.09192,0.116822,0.022195,0.023129,0.033052
2011-05-25,0.6143,0.363848,0.08557,0.054645,0.21198,0.62317,0.03525,0.142335,0.15401,0.09083,0.116415,0.022059,0.022965,0.032862
2011-06-01,0.6305,0.359906,0.08587,0.055894,0.2139,0.62685,0.0358,0.146829,0.15437,0.09281,0.117062,0.022299,0.02318,0.033069
2011-06-08,0.6325,0.360263,0.08483,0.056397,0.21385,0.63257,0.03603,0.148847,0.15444,0.09248,0.117474,0.022369,0.023125,0.032916
2011-06-15,0.6252,0.361991,0.08381,0.056088,0.21338,0.62194,0.03563,0.146129,0.15426,0.09225,0.116993,0.022341,0.023023,0.032749
2011-06-22,0.6307,0.363115,0.08494,0.05618,0.2117,0.62024,0.03579,0.147963,0.15474,0.09312,0.116313,0.022275,0.02306,0.032895
2011-06-29,0.6371,0.363207,0.08494,0.056199,0.21262,0.61548,0.0358,0.146495,0.15473,0.09313,0.116347,0.022289,0.022998,0.032468
2011-07-06,0.6394,0.363802,0.08597,0.056628,0.21575,0.61216,0.03572,0.148454,0.15464,0.09373,0.116993,0.022478,0.023305,0.032819
2011-07-13,0.6364,0.364704,0.08546,0.056855,0.21634,0.60853,0.03565,0.146576,0.15403,0.0947,0.117165,0.022462,0.023257,0.03323
2011-07-20,0.6387,0.36503,0.08577,0.056884,0.21598,0.60112,0.0357,0.145216,0.15483,0.09482,0.117158,0.022495,0.023414,0.03345
2011-07-27,0.639,0.36543,0.0858,0.056582,0.21863,0.59073,0.03632,0.149919,0.1552,0.09507,0.11789,0.022682,0.023747,0.033608
2011-08-03,0.6394,0.364564,0.08444,0.056433,0.21774,0.58703,0.03588,0.148294,0.15542,0.09445,0.117942,0.022568,0.023663,0.033591
2011-08-10,0.6171,0.363637,0.08098,0.055488,0.21124,0.56416,0.03355,0.137572,0.15586,0.09256,0.117199,0.022093,0.023532,0.033445
2011-08-17,0.6312,0.364698,0.08219,0.056539,0.21424,0.56551,0.03472,0.141038,0.15656,0.09358,0.117405,0.022022,0.023588,0.033501
2011-08-24,0.6227,0.366032,0.08047,0.055805,0.2142,0.56086,0.03455,0.138037,0.15652,0.09225,0.116857,0.021744,0.023585,0.03341
2011-08-31,0.6313,0.366898,0.08115,0.05617,0.21705,0.58364,0.03471,0.143294,0.15678,0.09394,0.117199,0.021694,0.023708,0.033389
2011-09-07,0.6021,0.366973,0.08014,0.055849,0.21586,0.56746,0.03393,0.139954,0.1564,0.09341,0.116747,0.02166,0.023666,0.033361
2011-09-14,0.579,0.366166,0.07706,0.054696,0.2088,0.56201,0.03284,0.134949,0.15634,0.09023,0.11383,0.020986,0.023055,0.033014
2011-09-21,0.5445,0.362582,0.07445,0.053206,0.19993,0.55367,0.0318,0.126386,0.15675,0.0868,0.110193,0.020691,0.022839,0.032643
2011-09-28,0.5499,0.361206,0.07431,0.052293,0.19498,0.541,0.03153,0.128088,0.1564,0.08519,0.111769,0.02051,0.023031,0.032211
2011-10-05,0.545,0.361011,0.07312,0.050697,0.18818,0.5344,0.03068,0.124638,0.15684,0.0842,0.111982,0.020264,0.022831,0.032102
2011-10-12,0.5646,0.367296,0.07563,0.052763,0.19944,0.54944,0.03216,0.128378,0.15722,0.08584,0.112647,0.020424,0.023015,0.032457
2011-10-19,0.5664,0.367175,0.0748,0.05265,0.1957,0.5367,0.03218,0.124795,0.15677,0.08828,0.113186,0.020342,0.023199,0.03252
2011-10-26,0.5664,0.367918,0.07401,0.053103,0.19956,0.56681,0.03257,0.124968,0.15733,0.08824,0.11274,0.020196,0.023124,0.032478
2011-11-02,0.5731,0.369004,0.07368,0.052452,0.1994,0.56145,0.03259,0.125086,0.15732,0.08918,0.111204,0.020331,0.023367,0.032468
2011-11-09,0.5681,0.369208,0.07393,0.052243,0.2,0.55854,0.03272,0.125135,0.1576,0.08927,0.110957,0.019926,0.023087,0.032552
2011-11-16,0.5623,0.370096,0.07368,0.052465,0.19591,0.55467,0.03257,0.122662,0.15751,0.08825,0.110865,0.019706,0.023007,0.032431
2011-11-23,0.5393,0.369789,0.07088,0.05168,0.19066,0.53505,0.03177,0.117242,0.15718,0.08629,0.108401,0.01906,0.022954,0.031867
2011-11-30,0.5529,0.369072,0.07326,0.051203,0.19393,0.54675,0.03257,0.122948,0.15676,0.08764,0.109951,0.019187,0.022983,0.032389
2011-12-07,0.5582,0.370782,0.07402,0.051985,0.19662,0.5465,0.032,0.124643,0.15699,0.0887,0.110223,0.019366,0.0231,0.032499
2011-12-14,0.5338,0.370691,0.07187,0.051595,0.19185,0.53094,0.03136,0.118535,0.15692,0.0863,0.110132,0.018544,0.02255,0.031908
2011-12-21,0.5392,0.371264,0.07222,0.051773,0.19131,0.52973,0.03155,0.120967,0.15767,0.08704,0.109499,0.018963,0.022894,0.031995
2011-12-28,0.5333,0.371251,0.0715,0.05145,0.19159,0.52153,0.03146,0.121905,0.1581,0.08644,0.109172,0.018904,0.022732,0.031656
2012-01-04,0.549,0.371126,0.07325,0.05291,0.19589,0.5311,0.03144,0.122985,0.1588,0.08705,0.10917,0.018841,0.022857,0.031741
2012-01-11,0.5546,0.371402,0.07334,0.054054,0.19785,0.53833,0.03151,0.123206,0.15832,0.08621,0.108578,0.019292,0.022714,0.031566
2012-01-18,0.5668,0.371299,0.07516,0.05485,0.20165,0.54496,0.0318,0.125115,0.15838,0.08784,0.111111,0.01984,0.023048,0.031497
2012-01-25,0.5663,0.371264,0.07646,0.055146,0.20356,0.54922,0.03258,0.125427,0.15838,0.08881,0.11105,0.019906,0.023206,0.031736
2012-02-01,0.5773,0.371886,0.07766,0.055566,0.2055,0.5698,0.0332,0.13031,0.15857,0.089,0.111235,0.020369,0.023397,0.03231
2012-02-08,0.5823,0.372093,0.07893,0.056199,0.20973,0.57107,0.03363,0.13188,0.15873,0.08959,0.111607,0.02032,0.023674,0.032512
2012-02-15,0.5809,0.372648,0.07814,0.055723,0.20568,0.56616,0.03326,0.12932,0.15874,0.08902,0.111607,0.020253,0.023474,0.032483
2012-02-22,0.586,0.373799,0.07791,0.056116,0.20662,0.56784,0.03366,0.129288,0.15879,0.08868,0.110315,0.02035,0.023447,0.032712
2012-02-29,0.5833,0.373445,0.0782,0.056606,0.20849,0.57243,0.03423,0.134161,0.15886,0.08951,0.110926,0.020365,0.023393,0.032814
2012-03-07,0.5653,0.374042,0.07742,0.056536,0.2043,0.56123,0.03377,0.131272,0.15839,0.08896,0.10977,0.019843,0.023335,0.032552
2012-03-14,0.5498,0.374602,0.07874,0.056674,0.20531,0.55146,0.03383,0.129374,0.1579,0.08847,0.108372,0.019994,0.023234,0.032473
2012-03-21,0.5482,0.374462,0.0787,0.056853,0.20614,0.55145,0.03416,0.13058,0.15814,0.0885,0.109028,0.019739,0.023234,0.032489
2012-03-28,0.5482,0.374742,0.07813,0.05637,0.20446,0.56016,0.034,0.13006,0.15869,0.08797,0.10923,0.019648,0.023261,0.032462
2012-04-04,0.5465,0.374883,0.07799,0.056411,0.20664,0.55662,0.03392,0.127843,0.15878,0.08846,0.109409,0.019545,0.023367,0.032201
2012-04-11,0.5462,0.375305,0.0761,0.055968,0.20543,0.55355,0.03371,0.12532,0.15857,0.08742,0.108814,0.01941,0.023392,0.032378
2012-04-18,0.5342,0.376719,0.07604,0.056352,0.20475,0.55941,0.03387,0.12789,0.1587,0.0878,0.10895,0.019298,0.023444,0.032383
2012-04-25,0.5307,0.37743,0.07599,0.056739,0.20567,0.56534,0.03407,0.128853,0.15879,0.08772,0.108784,0.019017,0.023444,0.0323
2012-05-02,0.5194,0.379291,0.07721,0.056828,0.20659,0.56807,0.034,0.129129,0.15905,0.08855,0.108719,0.018875,0.023705,0.032415
2012-05-09,0.5111,0.377858,0.0743,0.056388,0.20481,0.5578,0.03295,0.124967,0.15846,0.08743,0.108284,0.01855,0.023502,0.032165
2012-05-16,0.4994,0.375164,0.07252,0.055796,0.20008,0.5487,0.03226,0.120732,0.15821,0.08576,0.10777,0.018391,0.023261,0.031873
2012-05-23,0.4859,0.371264,0.07137,0.054228,0.19613,0.53833,0.03147,0.118498,0.15794,0.08468,0.107992,0.01774,0.022852,0.031663
2012-05-30,0.4967,0.369754,0.07105,0.054699,0.19291,0.53967,0.03047,0.117652,0.15748,0.0848,0.103788,0.017748,0.02296,0.031412
2012-06-06,0.4961,0.373134,0.07102,0.056156,0.19739,0.54679,0.03091,0.120291,0.15711,0.08514,0.106655,0.018155,0.023159,0.031827
2012-06-13,0.4843,0.373343,0.07157,0.056041,0.1992,0.55039,0.03074,0.119609,0.1575,0.08566,0.105989,0.017994,0.023491,0.031726
2012-06-20,0.4931,0.378373,0.07296,0.05643,0.20129,0.55784,0.03068,0.121941,0.15721,0.0868,0.106158,0.017776,0.0237,0.031686
2012-06-27,0.479,0.375446,0.07358,0.055681,0.19769,0.55134,0.03033,0.118955,0.15727,0.08648,0.105652,0.017542,0.023671,0.031387
2012-07-04,0.4926,0.377715,0.07489,0.056433,0.20139,0.55325,0.03092,0.122899,0.15752,0.08798,0.106809,0.018313,0.02402,0.031766
2012-07-11,0.4914,0.379867,0.07502,0.05595,0.20336,0.55266,0.03059,0.121281,0.15699,0.08767,0.106078,0.018059,0.023889,0.031556
2012-07-18,0.4953,0.381752,0.07627,0.05625,0.20508,0.55479,0.03103,0.12261,0.15697,0.08761,0.105775,0.018073,0.024004,0.031555
2012-07-25,0.4908,0.379147,0.07333,0.05553,0.20332,0.54761,0.03052,0.118327,0.1565,0.08695,0.105408,0.017806,0.02373,0.031616
2012-08-01,0.4902,0.381316,0.07541,0.055996,0.20704,0.55754,0.03095,0.121081,0.15699,0.08872,0.105899,0.017931,0.023946,0.031691
2012-08-08,0.495,0.382044,0.0759,0.055902,0.20971,0.56117,0.0317,0.123439,0.15717,0.08856,0.105569,0.018111,0.023974,0.031766
2012-08-15,0.4944,0.382556,0.07607,0.054992,0.20695,0.55617,0.03137,0.121584,0.15715,0.08839,0.105175,0.017904,0.023705,0.031744
2012-08-22,0.4948,0.382527,0.07583,0.05512,0.20748,0.55658,0.03134,0.120372,0.1574,0.08809,0.10518,0.018062,0.023635,0.031867
2012-08-29,0.4877,0.383215,0.07531,0.0546,0.20809,0.54991,0.03104,0.118898,0.15741,0.0881,0.104592,0.017974,0.023616,0.031918
2012-09-05,0.4902,0.382914,0.07629,0.055192,0.20797,0.5497,0.03098,0.119116,0.15747,0.088,0.104243,0.017897,0.023849,0.031988
2012-09-12,0.495,0.383804,0.07683,0.055516,0.21059,0.55361,0.03178,0.119939,0.15803,0.08873,0.104493,0.018083,0.024053,0.032247
2012-09-19,0.4947,0.384394,0.07797,0.05564,0.21194,0.55727,0.03208,0.12121,0.15844,0.08965,0.104845,0.018431,0.024025,0.032473
2012-09-26,0.4917,0.385104,0.07759,0.055609,0.21266,0.55814,0.03191,0.12155,0.15866,0.08927,0.104037,0.01867,0.023858,0.032248
2012-10-03,0.4939,0.384978,0.07798,0.055531,0.21089,0.55648,0.03208,0.118625,0.15782,0.08981,0.10421,0.019137,0.024038,0.032593
2012-10-10,0.4902,0.386772,0.07723,0.055551,0.21028,0.55006,0.03211,0.11487,0.15873,0.08974,0.104026,0.018852,0.02407,0.032531
2012-10-17,0.4921,0.387642,0.07823,0.055624,0.21196,0.55588,0.03251,0.116428,0.15988,0.09048,0.10445,0.018911,0.024287,0.032669
2012-10-24,0.4932,0.387072,0.07699,0.054982,0.20787,0.55408,0.03181,0.113989,0.16003,0.09059,0.103778,0.018543,0.024176,0.032541
2012-10-31,0.4922,0.385431,0.07647,0.054584,0.20801,0.55748,0.03191,0.115505,0.16032,0.09176,0.104113,0.018567,0.024337,0.032584
2012-11-07,0.4919,0.383656,0.07661,0.055126,0.20844,0.56038,0.03173,0.115606,0.1594,0.09198,0.104113,0.018389,0.024435,0.032541
2012-11-14,0.4838,0.383951,0.07558,0.054944,0.20629,0.55389,0.03153,0.112253,0.16064,0.09205,0.103897,0.018193,0.024304,0.032584
2012-11-21,0.4773,0.385431,0.07672,0.055056,0.2093,0.55472,0.03208,0.111617,0.16062,0.09241,0.103778,0.018137,0.024294,0.032579
2012-11-28,0.4794,0.386623,0.07691,0.054858,0.20806,0.55869,0.03217,0.113437,0.1607,0.09211,0.103923,0.018028,0.024507,0.032552
2012-12-05,0.4764,0.387567,0.07742,0.055211,0.20889,0.55981,0.0325,0.114123,0.16052,0.09237,0.104167,0.018323,0.024501,0.032593
2012-12-12,0.4823,0.389484,0.0788,0.055571,0.21102,0.56308,0.03276,0.115936,0.15988,0.09325,0.103279,0.018435,0.024435,0.032658
2012-12-19,0.4832,0.390168,0.07856,0.055823,0.21052,0.56118,0.03252,0.117993,0.16041,0.09327,0.103628,0.018282,0.024364,0.032658
2012-12-26,0.4868,0.391451,0.07676,0.056421,0.20861,0.55765,0.03274,0.116736,0.1602,0.09316,0.103542,0.018232,0.024316,0.032637
2013-01-02,0.4892,0.392003,0.07829,0.056721,0.21087,0.56201,0.03313,0.117405,0.16034,0.09412,0.103627,0.018425,0.024516,0.032982
2013-01-09,0.4907,0.39208,0.0784,0.056552,0.21178,0.56264,0.03293,0.116446,0.16043,0.09427,0.10352,0.018243,0.024522,0.032916
2013-01-16,0.4893,0.39285,0.07914,0.056342,0.21076,0.56632,0.03298,0.113603,0.16072,0.09449,0.10258,0.01829,0.024614,0.033512
2013-01-23,0.4908,0.391543,0.079,0.056162,0.21233,0.56519,0.03314,0.110776,0.1607,0.09372,0.102622,0.018629,0.024608,0.033557
2013-01-30,0.503,0.390549,0.07854,0.056261,0.21203,0.56557,0.03332,0.110586,0.16088,0.09201,0.103221,0.01879,0.024634,0.033627
2013-02-06,0.5032,0.387898,0.07885,0.055816,0.21148,0.5656,0.03323,0.112135,0.16042,0.09168,0.102987,0.018832,0.024564,0.033591
2013-02-13,0.5088,0.389029,0.07876,0.056253,0.21244,0.56721,0.03328,0.112725,0.16044,0.09202,0.10367,0.018582,0.0246,0.033523
2013-02-20,0.5103,0.387222,0.07888,0.055788,0.21143,0.56112,0.03314,0.112479,0.16032,0.09255,0.103275,0.018442,0.0246,0.033523
2013-02-27,0.5059,0.387672,0.07815,0.055117,0.21162,0.55546,0.03274,0.112841,0.16054,0.09217,0.103306,0.018615,0.024585,0.033512
2013-03-06,0.5088,0.384764,0.07846,0.055332,0.21147,0.55607,0.03251,0.109434,0.16077,0.09215,0.103082,0.018222,0.024543,0.03358
2013-03-13,0.5088,0.385654,0.08068,0.055614,0.21222,0.55176,0.03247,0.10811,0.16096,0.09099,0.103317,0.018371,0.02467,0.033767
2013-03-20,0.5021,0.385728,0.0807,0.054996,0.21126,0.55005,0.03238,0.107526,0.161,0.08963,0.102812,0.018391,0.024519,0.034318
2013-03-27,0.4973,0.386026,0.08104,0.054806,0.21169,0.55138,0.0322,0.107916,0.16105,0.08994,0.102934,0.018364,0.024478,0.034165
2013-04-03,0.494,0.386474,0.08116,0.054888,0.21148,0.55342,0.03166,0.108483,0.16126,0.08944,0.102659,0.018357,0.024444,0.034075
2013-04-10,0.5055,0.387823,0.08264,0.054885,0.21332,0.55942,0.03239,0.112544,0.16156,0.08808,0.1032,0.018344,0.02448,0.03444
2013-04-17,0.4993,0.386101,0.08157,0.054083,0.21058,0.55581,0.0314,0.108762,0.16213,0.08908,0.102817,0.018459,0.024184,0.034642
2013-04-24,0.4945,0.380373,0.08134,0.054407,0.21093,0.55428,0.03178,0.108959,0.16186,0.08945,0.102907,0.018392,0.024191,0.034539
2013-05-01,0.4996,0.377929,0.08172,0.054675,0.21137,0.55806,0.03192,0.110724,0.16221,0.09088,0.102849,0.018632,0.024295,0.034106
2013-05-08,0.4998,0.382556,0.08294,0.054617,0.2121,0.55868,0.03216,0.111064,0.16284,0.09225,0.102776,0.0185,0.024582,0.034087
2013-05-15,0.4928,0.381359,0.08158,0.054214,0.20906,0.54837,0.03174,0.10771,0.16271,0.08955,0.10248,0.018222,0.024237,0.033577
2013-05-22,0.4888,0.376719,0.08089,0.054004,0.20552,0.54134,0.03196,0.104675,0.1631,0.08925,0.10227,0.017992,0.024284,0.033456
2013-05-29,0.4748,0.371886,0.07902,0.05277,0.20379,0.53593,0.03162,0.101699,0.16322,0.08832,0.101999,0.017775,0.023579,0.033159
2013-06-05,0.4688,0.368256,0.07789,0.052605,0.19903,0.5283,0.03107,0.099732,0.16319,0.08933,0.100675,0.017562,0.023808,0.032765
